
"Results of DICE-2016R model run using model resultslimt25av100.csv"
"This is optimal if ifopt = 1 and baseline if ifopt = 0"
"ifopt =",1.0000000000

"Period",1.0000000000,2.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,8.0000000000,9.0000000000,10.0000000000,11.0000000000,12.0000000000,13.0000000000,14.0000000000,15.0000000000,16.0000000000,17.0000000000,18.0000000000,19.0000000000,20.0000000000,21.0000000000,22.0000000000,23.0000000000,24.0000000000,25.0000000000,26.0000000000,27.0000000000,28.0000000000,29.0000000000,30.0000000000,31.0000000000,32.0000000000,33.0000000000,34.0000000000,35.0000000000,36.0000000000,37.0000000000,38.0000000000,39.0000000000,40.0000000000,41.0000000000,42.0000000000,43.0000000000,44.0000000000,45.0000000000,46.0000000000,47.0000000000,48.0000000000,49.0000000000,50.0000000000,51.0000000000,52.0000000000,53.0000000000,54.0000000000,55.0000000000,56.0000000000,57.0000000000,58.0000000000,59.0000000000,60.0000000000,61.0000000000,62.0000000000,63.0000000000,64.0000000000,65.0000000000,66.0000000000,67.0000000000,68.0000000000,69.0000000000,70.0000000000,71.0000000000,72.0000000000,73.0000000000,74.0000000000,75.0000000000,76.0000000000,77.0000000000,78.0000000000,79.0000000000,80.0000000000,81.0000000000,82.0000000000,83.0000000000,84.0000000000,85.0000000000,86.0000000000,87.0000000000,88.0000000000,89.0000000000,90.0000000000,91.0000000000,92.0000000000,93.0000000000,94.0000000000,95.0000000000,96.0000000000,97.0000000000,98.0000000000,99.0000000000,100.0000000000
"Year",2015.0000000000,2020.0000000000,2025.0000000000,2030.0000000000,2035.0000000000,2040.0000000000,2045.0000000000,2050.0000000000,2055.0000000000,2060.0000000000,2065.0000000000,2070.0000000000,2075.0000000000,2080.0000000000,2085.0000000000,2090.0000000000,2095.0000000000,2100.0000000000,2105.0000000000,2110.0000000000,2115.0000000000,2120.0000000000,2125.0000000000,2130.0000000000,2135.0000000000,2140.0000000000,2145.0000000000,2150.0000000000,2155.0000000000,2160.0000000000,2165.0000000000,2170.0000000000,2175.0000000000,2180.0000000000,2185.0000000000,2190.0000000000,2195.0000000000,2200.0000000000,2205.0000000000,2210.0000000000,2215.0000000000,2220.0000000000,2225.0000000000,2230.0000000000,2235.0000000000,2240.0000000000,2245.0000000000,2250.0000000000,2255.0000000000,2260.0000000000,2265.0000000000,2270.0000000000,2275.0000000000,2280.0000000000,2285.0000000000,2290.0000000000,2295.0000000000,2300.0000000000,2305.0000000000,2310.0000000000,2315.0000000000,2320.0000000000,2325.0000000000,2330.0000000000,2335.0000000000,2340.0000000000,2345.0000000000,2350.0000000000,2355.0000000000,2360.0000000000,2365.0000000000,2370.0000000000,2375.0000000000,2380.0000000000,2385.0000000000,2390.0000000000,2395.0000000000,2400.0000000000,2405.0000000000,2410.0000000000,2415.0000000000,2420.0000000000,2425.0000000000,2430.0000000000,2435.0000000000,2440.0000000000,2445.0000000000,2450.0000000000,2455.0000000000,2460.0000000000,2465.0000000000,2470.0000000000,2475.0000000000,2480.0000000000,2485.0000000000,2490.0000000000,2495.0000000000,2500.0000000000,2505.0000000000,2510.0000000000
"Industrial Emissions GTCO2 per year",35.7403846239,31.2913897041,26.8547408539,26.7475046088,26.0713490349,24.8098438497,22.9686272453,20.5810854807,17.6288309804,14.1387847622,10.1479444781,5.7031188783,0.8610495692,-4.3109753153,-9.7338691900,-15.3147182393,-20.9437841139,-26.4905566776,-31.8029873711,-36.6920575054,-40.9225931671,-44.2089669848,-46.2246301296,-46.6468753766,-45.2786257113,-42.3202761982,-38.8989917147,-37.9499511863,-35.9472786249,-32.9303020339,-29.0306166941,-24.4768370811,-19.5774018570,-14.6800695311,-10.1163173758,-6.1484612307,-2.9380266295,-0.5365400435,1.0952370597,2.0596280543,2.4910563810,2.5305322960,2.3082019425,1.9337307955,1.4924980321,1.0462951666,0.6357545508,0.2840921548,0.0010984008,-0.2130648289,-0.3645051447,-0.4628214528,-0.5189806470,-0.5437847186,-0.5468545472,-0.5361822515,-0.5179172619,-0.4964942710,-0.4748267987,-0.4546382029,-0.4367603997,-0.4214406022,-0.4085709919,-0.3977875543,-0.3887352693,-0.3810259690,-0.3743475201,-0.3684854289,-0.3632904492,-0.3587087725,-0.3535934296,-0.3506277260,-0.3468500062,-0.3434517148,-0.3423291061,-0.3318716911,-0.3265047051,-0.3293311715,-0.3329425807,-0.3322202772,-0.3209340162,-0.3219243407,-0.3327649227,-0.3395405138,-0.3966251739,-0.3599804184,-0.3685769081,-0.1757126635,-0.4265268813,-0.4227352122,-0.1854309895,-0.1415195794,0.0246347125,0.3935111353,-0.3846453760,1.7545286173,2.9284420764,4.7082147651,6.9757570534,10.7157032032
"Atmospheric concentration C (ppm)",399.5305164319,418.4656574075,433.1271670651,444.2923669521,455.2589560726,465.6903946281,475.2760715491,483.7350327566,490.8250088045,496.3012066178,499.9438286834,501.5600490583,500.9864820196,498.0921946166,492.7824149222,485.0031960872,474.7473835553,462.0623436227,447.0598765457,429.9260779090,410.9406460774,390.5005819236,369.1449102483,347.5717755305,326.6265558114,307.2152016166,290.0550490054,275.1154853650,260.5546950093,247.0603121666,235.2093811329,225.4392977671,218.0131946817,212.9950246791,210.2483995348,209.4664637711,210.2282650853,212.0663037676,214.5313579973,217.2383924610,219.8916973964,222.2902138948,224.3189000382,225.9324882546,227.1368468888,227.9712043020,228.4933620643,228.7681451966,228.8592135703,228.8238038788,228.7098571480,228.5549788102,228.3867065479,228.2236061636,228.0768257433,227.9518275761,227.8500071358,227.7701426731,227.7095376618,227.6648954342,227.6328983724,227.6105639928,227.5954055296,227.5854693369,227.5793426802,227.5760220794,227.5748495543,227.5754035325,227.5774009980,227.5806391087,227.5849277524,227.5907925068,227.5969400558,227.6041109976,227.6121495830,227.6196863991,227.6329326465,227.6480706840,227.6598628840,227.6684408813,227.6770724341,227.6925254509,227.7061298753,227.7119684295,227.7136667225,227.6793975359,227.6733089827,227.6620572931,227.7751330668,227.7132964832,227.6633125806,227.7713568411,227.8933768524,228.1086865649,228.5383922414,228.4264785757,229.7143443726,231.6098759411,234.4561886056,238.4881986609
"Atmospheric Temperature ",0.8500000000,1.0163416484,1.1828830529,1.3448348885,1.5022468534,1.6548076467,1.8019500901,1.9429358693,2.0769285122,2.2030025668,2.3201742565,2.4274221810,2.5237004491,2.6079463312,2.6790844260,2.7360294915,2.7776905526,2.8029798181,2.8078754845,2.7917447933,2.7540246594,2.6943427662,2.6127085151,2.5097891559,2.3872522194,2.2480528267,2.0963151251,1.9360623902,1.7675463744,1.5924247981,1.4136505142,1.2352424604,1.0618781507,0.8983191553,0.7487716872,0.6163430155,0.5027336612,0.4082129615,0.3318340685,0.2717784806,0.2257275596,0.1911879579,0.1657370132,0.1471833142,0.1336538353,0.1236246212,0.1159128200,0.1096442384,0.1042077719,0.0992049374,0.0944001945,0.0896757646,0.0849930940,0.0803618598,0.0758165425,0.0713999987,0.0671528857,0.0631078117,0.0592869010,0.0557017199,0.0523545719,0.0492404634,0.0463491967,0.0436672828,0.0411796290,0.0388707001,0.0367253830,0.0347294837,0.0328699318,0.0311348222,0.0295132935,0.0279970709,0.0265758672,0.0252424106,0.0239899540,0.0228093615,0.0217071902,0.0206801595,0.0197130879,0.0187930087,0.0179162363,0.0170953779,0.0163210540,0.0155711777,0.0148349514,0.0140283081,0.0132282815,0.0124238028,0.0119087014,0.0112377091,0.0104603706,0.0099624724,0.0097424716,0.0099846108,0.0111318373,0.0118039231,0.0153259880,0.0227199163,0.0356248927,0.0559192379
"Output Net Net) ",125.6492445508,149.0179188281,174.4728410553,202.6396193983,233.3034771415,266.4556484749,302.0951421116,340.2351133450,380.8858014132,424.0747314930,469.8463232902,518.2653307710,569.4203949998,623.4276586862,680.4344166041,740.6227649164,804.2131820425,871.4676996007,942.7938040055,1018.5950422535,1099.3242113396,1185.4851935856,1277.6179785140,1376.2451709483,1481.7458629336,1594.1202443613,1712.6238337274,1835.2070700831,1963.0121730306,2095.8412590890,2233.3093349235,2374.8806361119,2519.9411932311,2667.8921895189,2818.2364776082,2970.6313527073,3124.8960119192,3280.9834123467,3438.9327521251,3598.8227496092,3760.7352615662,3924.7326118329,4090.8467999410,4259.0769622006,4429.3915017024,4601.7324151353,4776.0200536604,4952.1576456779,5130.0352506388,5309.5331050530,5490.5244197430,5672.8776992655,5856.4586384391,6041.1316490741,6226.7610705099,6413.2120652169,6600.3513105852,6788.0474103531,6976.1715401797,7164.5968359881,7353.1999999551,7541.8598367395,7730.4589024834,7918.8822073232,8107.0182432796,8294.7586762992,8481.9984324337,8668.6358427758,8854.5739130282,9039.7172471815,9223.9747716106,9407.2594589726,9589.4871397874,9770.5776354179,9950.4544537221,10129.0440681675,10306.2768476594,10482.0820703843,10656.3942534464,10829.1449823375,11000.2656227956,11169.6736834836,11337.2705509493,11502.9229247860,11666.4269533333,11827.4680576473,11985.5196582149,12139.6941888998,12288.3846745071,12428.8761462757,12556.2730584092,12773.5490837591,12970.1009378347,13151.3088952493,13320.8958576169,13481.7929989273,13635.7042791796,13784.0546433093,13927.7784310328,14067.5058883835
"Climate Damages fraction output",0.0044578250,0.0063733036,0.0086331400,0.0111589440,0.0139241204,0.0168958561,0.0200341389,0.0232917487,0.0266151097,0.0299443693,0.0332143969,0.0363559750,0.0392971246,0.0419645397,0.0442851340,0.0461877400,0.0476050349,0.0484758135,0.0486452964,0.0480879866,0.0467973018,0.0447910097,0.0421179365,0.0388650867,0.0351626644,0.0311815851,0.0271142939,0.0231272429,0.0192764385,0.0156459893,0.0123301760,0.0094143337,0.0069572007,0.0049790500,0.0034592663,0.0023438517,0.0015594128,0.0010281554,0.0006794024,0.0004557381,0.0003143796,0.0002255310,0.0001694822,0.0001336603,0.0001102169,0.0000942964,0.0000828988,0.0000741749,0.0000670016,0.0000607228,0.0000549833,0.0000496176,0.0000445710,0.0000398460,0.0000354661,0.0000314544,0.0000278237,0.0000245726,0.0000216872,0.0000191435,0.0000169120,0.0000149599,0.0000132547,0.0000117652,0.0000104629,0.0000093224,0.0000083218,0.0000074419,0.0000066663,0.0000059811,0.0000053743,0.0000048363,0.0000043577,0.0000039314,0.0000035509,0.0000032100,0.0000029073,0.0000026387,0.0000023977,0.0000021791,0.0000019805,0.0000018032,0.0000016435,0.0000014960,0.0000013579,0.0000012142,0.0000010797,0.0000009523,0.0000008750,0.0000007792,0.0000006751,0.0000006124,0.0000005856,0.0000006151,0.0000007646,0.0000008597,0.0000014492,0.0000031849,0.0000078306,0.0000192934
"Consumption Per Capita ",12.5976912573,14.1229293756,15.7780402763,17.5729006939,19.5067688318,21.5802235301,23.7949187438,26.1535126060,28.6590562391,31.3156743413,34.1287955929,37.1054456246,40.2545864922,43.5874901018,47.1181332234,50.8635976862,54.8444508798,59.0850691461,63.6163075209,68.4710392100,73.6831537836,79.2852030601,85.3043276075,91.7564975092,98.6402256427,105.9329564690,113.5962388722,121.6015338579,129.9419578316,138.5996747464,147.5472947680,156.7509071828,166.1743093427,175.7835533860,185.5507463297,195.4562426874,205.4889213665,215.6448653943,225.9251251668,236.3333305378,246.8736766530,257.5495243682,268.3626164379,279.3127801087,290.3979503605,301.6143698291,312.9568601998,324.4191037852,335.9939035741,347.6734094354,359.4493084808,371.3129818916,383.2556319629,395.2683816772,407.3423551974,419.4687338361,431.6388129763,443.8439725036,456.0758935517,468.3261839586,480.5869145837,492.8500816869,505.1081290902,517.3535382291,529.5790762833,541.7777247069,553.9426741496,566.0671415163,578.1451188895,590.1703723203,602.1368828846,614.0392351059,625.8719060044,637.6297077631,649.3080544125,660.9018296397,672.4074833331,683.8205961043,695.1382387470,706.3571721351,717.4761896623,728.4950760239,739.4166042686,750.2481998450,761.0065176191,771.7182221336,782.4395468291,793.2671091095,804.3744613837,816.0732083064,809.8497304239,823.8634012395,836.5404245137,848.2278140925,859.1656871680,869.5430964090,879.4699421863,889.0381291429,898.3079191468,907.3199608378
"Carbon Price (per t CO2)",2.4151157107,61.2792002712,141.9738286871,166.1340979426,192.7935526290,221.8553050318,253.1064965673,286.1407090959,321.2376731477,358.2195046237,396.8589254350,436.8716984811,477.9066303827,519.5319470338,561.2165266567,602.3047028999,641.9830125704,679.2398264135,712.8612335011,741.2676366868,762.4554393752,773.9971729648,773.2092971677,757.6947051721,726.5928293579,682.9595081189,637.6473793398,614.9965811746,585.0139118538,548.5939000027,507.3398008500,463.4571172706,419.4656443631,377.7915063801,340.3663442133,308.3758652116,282.2310573538,261.6875966237,246.0811642936,234.5352617660,226.1285883405,220.0017428003,215.4142562734,211.7666532583,208.6020301664,205.5925376250,202.5224508878,199.2672800476,195.7727952287,192.0353617160,188.0844968886,183.9683286861,179.7423955290,175.4615061202,171.1743108387,166.9209056123,162.7316624145,158.6278939810,154.6228531500,150.7234789649,146.9319667530,143.2473993324,139.6669696614,136.1864852121,132.8018411178,129.5087669860,126.3034481611,123.1826599091,120.1435894874,117.1840276964,114.2952105321,111.4915187595,108.7532667373,106.0859290327,103.4997081913,100.9199242103,98.4352902611,96.0651368738,93.7612553319,91.4886184336,89.2034380823,87.0555496026,85.0297105942,83.0312027980,81.4360799843,79.2416097270,77.4132893687,74.1892956371,74.2046331932,72.4378129167,68.9747460325,66.9650504820,64.0800466277,59.7160694337,64.0463237404,46.6515588584,37.0408202928,24.4437524852,11.3652757210,0.0000000000
"Emissions Control Rate",0.0300000000,0.2300000000,0.3950567209,0.4427801285,0.4936922588,0.5475695037,0.6040630752,0.6626010615,0.7236499001,0.7870047346,0.8524203070,0.9196011417,0.9881885841,1.0577430957,1.1277197469,1.1974349420,1.2660215364,1.3323718929,1.3951189483,1.4524113315,1.5017975308,1.5401448510,1.5637137016,1.5686555751,1.5524683214,1.5173465001,1.4768041263,1.4668225868,1.4443855559,1.4096400806,1.3638302839,1.3094128049,1.2499077880,1.1894534768,1.1321490017,1.0813948825,1.0394633679,1.0073207122,0.9848030853,0.9709069827,0.9641438105,0.9628487896,0.9654069130,0.9703914840,0.9766347889,0.9832406284,0.9895735371,0.9952265416,0.9999810796,1.0037647482,1.0066104265,1.0086194278,1.0099307799,1.0106965968,1.0110633734,1.0111616347,1.0110986465,1.0109573405,1.0107966012,1.0106549445,1.0105542526,1.0105045726,1.0105079881,1.0105598844,1.0106551010,1.0107866746,1.0109487677,1.0111375620,1.0113506316,1.0115881922,1.0118138583,1.0121185005,1.0124038274,1.0127110857,1.0131144683,1.0131628377,1.0134097096,1.0140083668,1.0146696220,1.0151648187,1.0151792941,1.0157788340,1.0169045109,1.0178796497,1.0216526216,1.0203769444,1.0216370807,1.0107001766,1.0269529955,1.0277361265,1.0126438419,1.0099564516,0.9982088123,0.9703954729,1.0299656642,0.8583755395,0.7549765646,0.5915413893,0.3723829721,0.0000000000
