

"Period",1.0000000000,2.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,8.0000000000,9.0000000000,10.0000000000,11.0000000000,12.0000000000,13.0000000000,14.0000000000,15.0000000000,16.0000000000,17.0000000000,18.0000000000,19.0000000000,20.0000000000,21.0000000000,22.0000000000,23.0000000000,24.0000000000,25.0000000000,26.0000000000,27.0000000000,28.0000000000,29.0000000000,30.0000000000,31.0000000000,32.0000000000,33.0000000000,34.0000000000,35.0000000000,36.0000000000,37.0000000000,38.0000000000,39.0000000000,40.0000000000,41.0000000000,42.0000000000,43.0000000000,44.0000000000,45.0000000000,46.0000000000,47.0000000000,48.0000000000,49.0000000000,50.0000000000,51.0000000000,52.0000000000,53.0000000000,54.0000000000,55.0000000000,56.0000000000,57.0000000000,58.0000000000,59.0000000000,60.0000000000,61.0000000000,62.0000000000,63.0000000000,64.0000000000,65.0000000000,66.0000000000,67.0000000000,68.0000000000,69.0000000000,70.0000000000,71.0000000000,72.0000000000,73.0000000000,74.0000000000,75.0000000000,76.0000000000,77.0000000000,78.0000000000,79.0000000000,80.0000000000,81.0000000000,82.0000000000,83.0000000000,84.0000000000,85.0000000000,86.0000000000,87.0000000000,88.0000000000,89.0000000000,90.0000000000,91.0000000000,92.0000000000,93.0000000000,94.0000000000,95.0000000000,96.0000000000,97.0000000000,98.0000000000,99.0000000000,100.0000000000,101.0000000000,102.0000000000,103.0000000000,104.0000000000,105.0000000000,106.0000000000,107.0000000000,108.0000000000,109.0000000000,110.0000000000,111.0000000000,112.0000000000,113.0000000000,114.0000000000,115.0000000000,116.0000000000,117.0000000000,118.0000000000,119.0000000000,120.0000000000,121.0000000000,122.0000000000,123.0000000000,124.0000000000,125.0000000000,126.0000000000,127.0000000000,128.0000000000,129.0000000000,130.0000000000,131.0000000000,132.0000000000,133.0000000000,134.0000000000,135.0000000000,136.0000000000,137.0000000000,138.0000000000,139.0000000000,140.0000000000,141.0000000000,142.0000000000,143.0000000000,144.0000000000,145.0000000000,146.0000000000,147.0000000000,148.0000000000,149.0000000000,150.0000000000,151.0000000000,152.0000000000,153.0000000000,154.0000000000,155.0000000000,156.0000000000,157.0000000000,158.0000000000,159.0000000000,160.0000000000
"Year",2023.0000000000,2026.0000000000,2029.0000000000,2032.0000000000,2035.0000000000,2038.0000000000,2041.0000000000,2044.0000000000,2047.0000000000,2050.0000000000,2053.0000000000,2056.0000000000,2059.0000000000,2062.0000000000,2065.0000000000,2068.0000000000,2071.0000000000,2074.0000000000,2077.0000000000,2080.0000000000,2083.0000000000,2086.0000000000,2089.0000000000,2092.0000000000,2095.0000000000,2098.0000000000,2101.0000000000,2104.0000000000,2107.0000000000,2110.0000000000,2113.0000000000,2116.0000000000,2119.0000000000,2122.0000000000,2125.0000000000,2128.0000000000,2131.0000000000,2134.0000000000,2137.0000000000,2140.0000000000,2143.0000000000,2146.0000000000,2149.0000000000,2152.0000000000,2155.0000000000,2158.0000000000,2161.0000000000,2164.0000000000,2167.0000000000,2170.0000000000,2173.0000000000,2176.0000000000,2179.0000000000,2182.0000000000,2185.0000000000,2188.0000000000,2191.0000000000,2194.0000000000,2197.0000000000,2200.0000000000,2203.0000000000,2206.0000000000,2209.0000000000,2212.0000000000,2215.0000000000,2218.0000000000,2221.0000000000,2224.0000000000,2227.0000000000,2230.0000000000,2233.0000000000,2236.0000000000,2239.0000000000,2242.0000000000,2245.0000000000,2248.0000000000,2251.0000000000,2254.0000000000,2257.0000000000,2260.0000000000,2263.0000000000,2266.0000000000,2269.0000000000,2272.0000000000,2275.0000000000,2278.0000000000,2281.0000000000,2284.0000000000,2287.0000000000,2290.0000000000,2293.0000000000,2296.0000000000,2299.0000000000,2302.0000000000,2305.0000000000,2308.0000000000,2311.0000000000,2314.0000000000,2317.0000000000,2320.0000000000,2323.0000000000,2326.0000000000,2329.0000000000,2332.0000000000,2335.0000000000,2338.0000000000,2341.0000000000,2344.0000000000,2347.0000000000,2350.0000000000,2353.0000000000,2356.0000000000,2359.0000000000,2362.0000000000,2365.0000000000,2368.0000000000,2371.0000000000,2374.0000000000,2377.0000000000,2380.0000000000,2383.0000000000,2386.0000000000,2389.0000000000,2392.0000000000,2395.0000000000,2398.0000000000,2401.0000000000,2404.0000000000,2407.0000000000,2410.0000000000,2413.0000000000,2416.0000000000,2419.0000000000,2422.0000000000,2425.0000000000,2428.0000000000,2431.0000000000,2434.0000000000,2437.0000000000,2440.0000000000,2443.0000000000,2446.0000000000,2449.0000000000,2452.0000000000,2455.0000000000,2458.0000000000,2461.0000000000,2464.0000000000,2467.0000000000,2470.0000000000,2473.0000000000,2476.0000000000,2479.0000000000,2482.0000000000,2485.0000000000,2488.0000000000,2491.0000000000,2494.0000000000,2497.0000000000,2500.0000000000
"Industrial Emissions GTCO2 per year",36.6400000003,31.8001709425,26.2634399175,20.0066770526,16.1534304672,15.3265452774,14.3504251217,13.2189196716,11.9293901764,10.4866566007,8.8882704612,7.1400367086,5.2451724764,3.2071693169,1.0290677453,-1.2815619475,-3.7188553799,-6.2752337879,-8.9476274364,-11.7340766495,-14.6222789165,-16.5112153809,-16.7739880488,-17.0350366198,-17.2894513454,-17.5183659782,-17.7377797418,-17.9593394535,-18.1585130483,-18.3392746520,-18.5087456751,-18.6707491602,-18.8048042591,-18.9472916079,-19.0754865020,-19.1905535906,-19.2914204385,-19.3781293586,-19.4449493027,-19.5083677087,-19.5580721428,-19.6118073485,-19.6443025839,-19.6281294238,-19.6568108803,-19.6656800125,-19.6356289195,-19.5876104963,-19.5348341402,-19.4742819283,-19.3965582727,-19.3215645081,-19.2153842863,-19.0996834971,-18.9901632302,-18.8479666493,-18.7012181229,-18.5814998268,-18.4176212484,-18.2628648123,-17.4726776899,-9.2695121931,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.1082096910,12.8736574279
"Atmospheric concentrations ppm",417.4752882660,423.6081038627,428.1545733179,431.0911022257,432.3482957451,432.8341730352,433.4727236953,434.0369613651,434.4356515658,434.6042564553,434.4895568319,434.0431907028,433.2220609921,431.9863627770,430.3033971172,428.1443011311,425.4846552081,422.3039818912,418.5857453697,414.3155011608,409.4805988240,404.0737730761,398.4527431634,393.1099662691,387.9301779441,382.8712899158,377.9153697771,373.0428309062,368.2347777019,363.4872784083,358.7981206214,354.1705505528,349.6265139844,345.2364739557,341.1184969901,337.4003198724,334.0544015257,330.9150982308,327.8479681554,324.7982961979,321.7492742750,318.7041990399,315.6651885454,312.6437402777,309.6578261889,306.6939356109,303.7623200593,300.8757869138,298.0384004497,295.2502970506,292.5129450085,289.8303888413,287.1999444808,284.6299791026,282.1204309338,279.6672098329,277.2788273819,274.9533263155,272.6804580263,270.4732726669,268.3254396688,266.4225543545,266.9001613105,269.5780913356,271.4728571956,273.0077168352,274.2932878111,275.3980406731,276.3694789649,277.2409278444,278.0358888256,278.7710312398,279.4582575893,280.1061339108,280.7208835948,281.3070799505,281.8681300973,282.4066138443,282.9245215239,283.4236033612,283.9052192183,284.3703862985,284.8199395954,285.2545975901,285.6749961894,286.0817096333,286.4752645640,286.8561498652,287.2248236743,287.5817184421,287.9272446277,288.2617934361,288.5857388784,288.8994393559,289.2032389031,289.4974681896,289.7824453476,290.0584766726,290.3258572309,290.5848713985,290.8357933454,291.0788874803,291.3144088602,291.5426035747,291.7637091060,291.9779546696,292.1855615377,292.3867433463,292.5817063880,292.7706498922,292.9537662920,293.1312414799,293.3032550526,293.4699805448,293.6315856544,293.7882324567,293.9400776109,294.0872725578,294.2299637088,294.3682926282,294.5023962074,294.6324068319,294.7584525425,294.8806571889,294.9991405784,295.1140186175,295.2254034491,295.3334035836,295.4381240249,295.5396663920,295.6381290357,295.7336071507,295.8261928833,295.9159754358,296.0030411661,296.0874736841,296.1693539441,296.2487603344,296.3257687630,296.4004527402,296.4728834589,296.5431298710,296.6112587618,296.6773348211,296.7414207126,296.8035771399,296.8638629109,296.9223349993,296.9790486046,297.0340572093,297.0874126349,297.1391650953,297.1893632483,297.2380542463,297.2852837840,297.3310961452,297.3755342481,297.4186396885,297.4604527819,301.3936483261
"Atmospheric Temperature rel. 1850-1900",1.5304684653,1.6512292720,1.7403830441,1.8313870198,1.9143238994,1.9896329160,2.0574257252,2.1213737937,2.1825683481,2.2408879594,2.2959582687,2.3456550999,2.3868670225,2.4221618228,2.4521136143,2.4762027802,2.4950311336,2.5087680506,2.5175006756,2.5208509486,2.5183796643,2.5100454796,2.4961364920,2.4781467761,2.4585024126,2.4345132568,2.4079261588,2.3797631600,2.3473312622,2.3108359576,2.2716685981,2.2303347029,2.1871143976,2.1423183015,2.0965473953,2.0508100778,2.0063779747,1.9637735041,1.9224313222,1.8814945301,1.8403763250,1.7987507199,1.7564827713,1.7134973559,1.6698152497,1.6255978566,1.5808227936,1.5355507672,1.4898935029,1.4439324609,1.3977180114,1.3512999533,1.3047459338,1.2580856256,1.2114107326,1.1647792974,1.1182103417,1.0717961104,1.0255825704,0.9795397374,0.9337743537,0.8883030015,0.8445290031,0.8188774165,0.8164803259,0.8183305254,0.8211364685,0.8241156354,0.8270696589,0.8299493166,0.8327441202,0.8354542379,0.8380834939,0.8406375787,0.8431234659,0.8455490976,0.8479231378,0.8502547665,0.8511541571,0.8511143735,0.8510355769,0.8511186010,0.8513820928,0.8518027867,0.8523512305,0.8530003802,0.8537272224,0.8545126538,0.8553409777,0.8561993689,0.8570773936,0.8579665973,0.8588601597,0.8597526064,0.8606395697,0.8615175910,0.8623839569,0.8632365648,0.8640738117,0.8648945024,0.8656977746,0.8664830365,0.8672499166,0.8679982209,0.8687278994,0.8694390173,0.8701317319,0.8708062738,0.8714629307,0.8721020353,0.8727239543,0.8733290797,0.8739178224,0.8744906054,0.8750478602,0.8755900222,0.8761175278,0.8766308122,0.8771303067,0.8776164379,0.8780896257,0.8785502827,0.8789988135,0.8794356135,0.8798610691,0.8802755572,0.8806794448,0.8810730891,0.8814568373,0.8818310268,0.8821959849,0.8825520293,0.8828994679,0.8832385992,0.8835697123,0.8838930869,0.8842089942,0.8845176961,0.8848194464,0.8851144901,0.8854030644,0.8856853984,0.8859617135,0.8862322238,0.8864971359,0.8867566494,0.8870109571,0.8872602451,0.8875046930,0.8877444744,0.8879797565,0.8882107009,0.8884374634,0.8886601944,0.8888790387,0.8890941363,0.8893056220,0.8895136258,0.8897182732,0.8899196849
"Mid-ocean Temperature rel. 1850-1900",0.7584612976,0.8389971044,0.9173837974,0.9925795245,1.0649641914,1.1341711859,1.1999575854,1.2625356702,1.3223982839,1.3799362662,1.4353622339,1.4885557156,1.5389350304,1.5861439855,1.6301461160,1.6708800696,1.7083169776,1.7424790930,1.7733879528,1.8010089845,1.8252305096,1.8459255742,1.8630189087,1.8766260515,1.8871815759,1.8948519095,1.8997584286,1.9022080536,1.9021866811,1.8995216852,1.8942501987,1.8865409714,1.8765736008,1.8645247844,1.8506039777,1.8351089686,1.8184577706,1.8010914564,1.7833006332,1.7651658699,1.7466288111,1.7275784258,1.7079037798,1.6875125479,1.6663394826,1.6443598876,1.6215669085,1.5979630596,1.5735685446,1.5484162295,1.5225426240,1.4959847742,1.4687821037,1.4409728527,1.4125987544,1.3837045720,1.3543308144,1.3245204560,1.2943181313,1.2637583551,1.2328783829,1.2017167235,1.1704584916,1.1411291506,1.1168375926,1.0980838237,1.0836254287,1.0722972718,1.0632135554,1.0557370861,1.0494178135,1.0439398280,1.0390818497,1.0346890480,1.0306532243,1.0268989294,1.0233737426,1.0200414580,1.0167242516,1.0132555220,1.0096459530,1.0059829576,1.0023424174,0.9987757380,0.9953137756,0.9919728328,0.9887595875,0.9856746364,0.9827149159,0.9798753099,0.9771496943,0.9745315956,0.9720145929,0.9695925495,0.9672597336,0.9650108691,0.9628411425,0.9607461856,0.9587220432,0.9567651351,0.9548722171,0.9530403416,0.9512668226,0.9495492023,0.9478852230,0.9462728012,0.9447100057,0.9431950388,0.9417262199,0.9403019715,0.9389208074,0.9375813225,0.9362821844,0.9350221260,0.9337999388,0.9326144681,0.9314646082,0.9303492982,0.9292675187,0.9282182891,0.9272006645,0.9262137337,0.9252566172,0.9243284653,0.9234284566,0.9225557963,0.9217097153,0.9208894687,0.9200943351,0.9193236150,0.9185766306,0.9178527242,0.9171512582,0.9164716137,0.9158131903,0.9151754052,0.9145576924,0.9139595026,0.9133803023,0.9128195734,0.9122768125,0.9117515308,0.9112432533,0.9107515184,0.9102758778,0.9098158956,0.9093711484,0.9089412244,0.9085257236,0.9081242570,0.9077364466,0.9073619246,0.9070003339,0.9066513268,0.9063145654,0.9059897213,0.9056764749,0.9053745154,0.9050835406,0.9048032566
"Deep-ocean temperature rel. 1850-1900",0.1414042774,0.1700119862,0.2008514057,0.2336832551,0.2682982335,0.3044877521,0.3420394536,0.3807475602,0.4204328679,0.4609439312,0.5021489490,0.5439246800,0.5861380596,0.6286375444,0.6712715603,0.7138937694,0.7563614540,0.7985383491,0.8402951272,0.8815080658,0.9220555799,0.9618158688,1.0006678605,1.0384960009,1.0752014798,1.1107062498,1.1449385803,1.1778399659,1.2093631033,1.2394563274,1.2680666923,1.2951488682,1.3206672516,1.3445955077,1.3669166747,1.3876253802,1.4067320228,1.4242658126,1.4402711903,1.4547986560,1.4678966039,1.4796073746,1.4899665009,1.4990035326,1.5067432757,1.5132074546,1.5184163237,1.5223891138,1.5251447005,1.5267023328,1.5270819585,1.5263042590,1.5243906689,1.5213634057,1.5172454188,1.5120605693,1.5058335577,1.4985897748,1.4903554488,1.4811574299,1.4710228645,1.4599794339,1.4480576600,1.4353262957,1.4219725791,1.4082682306,1.3944429911,1.3806625220,1.3670406469,1.3536533626,1.3405499539,1.3277610880,1.3153045477,1.3031892560,1.2914180935,1.2799898670,1.2689006870,1.2581449281,1.2477133897,1.2375884101,1.2277496526,1.2181804208,1.2088684128,1.1998046262,1.1909822146,1.1823956324,1.1740400585,1.1659110282,1.1580042098,1.1503152771,1.1428398444,1.1355734408,1.1285115085,1.1216494142,1.1149824677,1.1085059435,1.1022151021,1.0961052110,1.0901715624,1.0844094897,1.0788143811,1.0733816909,1.0681069489,1.0629857675,1.0580138476,1.0531869828,1.0485010625,1.0439520738,1.0395361030,1.0352493357,1.0310880568,1.0270486503,1.0231275977,1.0193214772,1.0156269619,1.0120408185,1.0085599050,1.0051811692,1.0019016463,0.9987184571,0.9956288056,0.9926299773,0.9897193368,0.9868943257,0.9841524606,0.9814913310,0.9789085972,0.9764019885,0.9739693010,0.9716083958,0.9693171970,0.9670936902,0.9649359203,0.9628419900,0.9608100580,0.9588383374,0.9569250939,0.9550686447,0.9532673564,0.9515196440,0.9498239690,0.9481788384,0.9465828033,0.9450344572,0.9435324352,0.9420754125,0.9406621033,0.9392912595,0.9379616696,0.9366721578,0.9354215827,0.9342088362,0.9330328429,0.9318925587,0.9307869700,0.9297150929,0.9286759722,0.9276686804,0.9266923172,0.9257460084
"Output Net Net ",132.2766988244,145.3598457505,158.8620839080,172.4181558057,186.9168430219,203.0835046645,220.3384645731,238.6490520711,257.9621909567,278.4224782602,299.9150635594,322.4992842504,346.3796431652,371.3329509877,397.7424665737,425.2905140617,454.2436657711,484.6100753751,516.5749846949,550.2194910223,585.3755396009,622.8495227425,662.7232138907,704.7759130553,748.8817862852,794.2915096277,841.7139423764,891.7794476050,943.3846576832,996.7197429746,1052.1717451029,1110.0084659424,1169.0288035141,1231.4956432385,1296.0668837160,1362.8233904113,1431.6850232969,1502.6483074737,1575.2521022351,1650.8316879938,1728.5869510201,1810.1451724755,1893.2673222119,1975.0769089355,2064.9000329758,2156.3895966505,2247.2308361950,2339.4934275385,2434.6742497472,2532.4277570067,2631.4734823610,2734.4503763721,2836.5171158014,2940.5375220550,3048.9439187824,3155.4535327398,3264.3789410987,3381.4421300152,3493.8381691139,3611.1396061431,3736.2828265617,3855.0845779379,3982.3715000141,4102.7006589584,4222.8214843370,4355.9975608146,4482.8301856402,4607.3701620005,4726.0991823058,4853.9428789231,4981.8655622410,5113.5133377278,5240.8561156335,5368.7132003405,5490.8871610173,5624.1735605994,5742.2919642203,5854.3605709218,5999.4411319697,6121.8249587265,6240.2444726019,6352.4738676492,6491.4000460402,6628.0489094992,6782.2846615868,6894.4104085174,7021.2858753767,7151.8157090037,7279.2329263614,7377.3266098472,7509.0280284018,7615.8339263448,7763.6378052384,7925.8730438703,8076.9825474391,8214.5783988575,8335.4122669077,8490.1042404868,8634.9705210336,8767.3764405312,8902.1058941283,9041.0530564959,9179.2728840569,9332.0094051450,9473.9258306304,9602.1440782106,9765.6689898652,9932.7629501798,10098.9135592794,10262.0700970889,10443.9284686105,10629.4284926159,10821.0436713804,11006.9826403619,11204.9551973630,11371.8062899064,11539.1699385229,11728.5505567441,11923.2421293024,12105.4290839716,12291.4483603317,12461.1809601450,12659.6023933490,12860.2539670522,13049.7129922894,13258.1442968862,13420.2987350776,13607.6900656809,13798.6981088034,13992.1417263855,14193.6194576997,14428.7438925913,14625.6947415336,14849.0116246811,15064.5447506684,15280.2464838566,15496.7258234448,15723.5332668574,15985.2469525671,16235.0047084721,16468.8000769790,16714.0874662426,16963.0368799375,17215.4387657406,17469.5656542639,17726.5267813197,17980.4656033582,18226.5413768183,18446.5497507274,18576.1456630719,18456.2004055543,18879.7971594750,19282.8975443184,19670.4110401378,20045.3229425339,20412.5556349844,20772.8588516990,21129.1468419130,21483.1737758002,21835.1947186691
"Climate Damages fraction output",0.0055279076,0.0064346771,0.0071482822,0.0079153891,0.0086485409,0.0093423884,0.0099898815,0.0106205352,0.0112421068,0.0118509261,0.0124405615,0.0129849509,0.0134452367,0.0138458082,0.0141903524,0.0144705293,0.0146914256,0.0148536444,0.0149572308,0.0149970672,0.0149676773,0.0148687748,0.0147044458,0.0144932590,0.0142643925,0.0139873773,0.0136835358,0.0133653236,0.0130035152,0.0126023123,0.0121787286,0.0117395672,0.0112889878,0.0108312854,0.0103734059,0.0099257399,0.0095003041,0.0091011190,0.0087219516,0.0083544511,0.0079932846,0.0076357898,0.0072811469,0.0069291327,0.0065803478,0.0062364614,0.0058976417,0.0055646821,0.0052386871,0.0049204606,0.0046105329,0.0043093873,0.0040175742,0.0037353595,0.0034633377,0.0032018375,0.0029509307,0.0027110427,0.0024822943,0.0022644155,0.0020577655,0.0018622340,0.0016832210,0.0015825221,0.0015732707,0.0015804090,0.0015912656,0.0016028331,0.0016143444,0.0016256054,0.0016365721,0.0016472417,0.0016576261,0.0016677448,0.0016776229,0.0016872897,0.0016967778,0.0017061223,0.0017097336,0.0017095738,0.0017092573,0.0017095908,0.0017106495,0.0017123405,0.0017145462,0.0017171588,0.0017200864,0.0017232528,0.0017265953,0.0017300626,0.0017336127,0.0017372118,0.0017408322,0.0017444519,0.0017480531,0.0017516216,0.0017551464,0.0017586186,0.0017620316,0.0017653803,0.0017686610,0.0017718711,0.0017750089,0.0017780734,0.0017810641,0.0017839811,0.0017868250,0.0017895964,0.0017922964,0.0017949262,0.0017974872,0.0017999807,0.0018024084,0.0018047718,0.0018070727,0.0018093126,0.0018114933,0.0018136165,0.0018156839,0.0018176970,0.0018196577,0.0018215674,0.0018234278,0.0018252405,0.0018270070,0.0018287287,0.0018304072,0.0018320439,0.0018336401,0.0018351973,0.0018367166,0.0018381995,0.0018396471,0.0018410606,0.0018424412,0.0018437901,0.0018451083,0.0018463969,0.0018476569,0.0018488893,0.0018500951,0.0018512752,0.0018524305,0.0018535618,0.0018546701,0.0018557562,0.0018568207,0.0018578646,0.0018588884,0.0018598930,0.0018608790,0.0018618471,0.0018627979,0.0018637320,0.0018646500,0.0018655526,0.0018664402,0.0018673134,0.0018681727,0.0018690186
"Consumption Per Capita ",11.0987574814,11.8277405597,12.6020972907,13.3979746335,14.2371475620,15.1510438215,16.1306639998,17.1724014549,18.2711933565,19.4344148666,20.6593292500,21.9457363474,23.3065394367,24.7326881550,26.2423901076,27.8262304587,29.4913050547,31.2389312009,33.0789942622,35.0259521595,37.0857071402,39.2943068085,41.6461475644,44.1387009708,46.7780220133,49.5254277071,52.3874256187,55.4124151431,58.5763429956,61.8706457901,65.3067481695,68.9132922529,72.6234313009,76.5199369404,80.5866644136,84.8249631179,89.2378770746,93.8311883929,98.5692911070,103.4995324316,108.5984275988,113.9685969650,119.5834137088,125.1849877529,131.1546413549,137.4489411682,143.9174634945,150.5507009623,157.4153256738,164.5459166140,171.8834074842,179.5867877920,187.4742295288,195.5629820118,204.0540507373,212.6793993651,221.4428301945,230.7853619975,240.1877559812,249.8408735430,260.2011985566,270.5948434493,281.5955264110,292.6528654609,303.6436293275,315.4975850771,327.7108366312,340.2368173774,352.6150879169,365.4918056708,378.7192973698,392.5694566560,406.7173031515,421.3171374984,435.9071950202,451.5884104094,467.1903931640,482.0299720714,498.9525540035,515.9823934831,533.0228098603,549.2368585800,566.6359931717,584.4888049981,604.7292478560,623.6647367421,643.0579862509,663.3712243116,684.7479545899,704.3248244546,725.4959514963,744.7723184906,765.4432650209,788.2479251291,812.0906515867,836.1041968285,858.5132541033,882.9356742847,908.2539444735,933.3382624903,958.5461760114,984.2087046674,1009.8796535965,1037.1110076844,1064.6076931173,1090.2327875065,1117.4196450997,1145.6810069752,1174.4067966966,1202.5798582583,1231.7915411740,1261.7353618112,1292.8340010494,1324.2058887669,1357.9126620526,1390.4196314706,1421.8377828062,1454.5312487801,1488.8576980013,1523.1826390700,1558.3202887465,1591.7011051549,1626.6989972537,1663.1473005503,1699.3810271708,1738.7785589014,1775.1636025724,1812.1635150336,1849.5543224190,1886.7921537268,1923.7497349042,1964.7023025329,2003.5296583613,2044.0692128941,2084.8073499946,2125.5120304426,2165.5348493315,2204.9310347039,2247.7472217544,2291.7594848262,2334.6326913498,2377.9732492289,2421.8820687221,2466.6017075601,2512.4798251646,2560.9952519601,2615.0395137366,2682.7040384988,2785.0286337791,2977.6613111449,2683.5444589691,2749.3115333635,2811.9100303279,2872.0209493382,2930.2439051668,2986.8826925903,3042.4163750581,3097.0516963492,3151.0237550945,3204.5599357488
