,0
2786,2132.2739126013275
2901,2140.3976884249637
5004,2131.203866041296
5038,2126.5526733188663
5346,2123.874691680531
6016,2119.861654782545
6120,2132.891847303267
9563,2094.5457509994644
9581,2152.77258613799
9877,2100.163474946585
13194,2134.705528028263
13585,2141.4734296777924
13769,2132.5946494119294
15776,2102.242023778068
19468,2149.7130058882667
22019,2129.7068533386614
22567,2107.2057369715935
24094,2109.141394674281
25818,2112.2720993187772
26647,2138.270537521956
29956,2131.594087546074
30535,2113.5007612524064
33039,2122.0342186638863
34871,2115.340291152288
36954,2140.540714692461
38247,2123.522645573748
41330,2119.5274912343816
42646,2139.082881823134
42785,2118.3669395992083
43322,2121.446482111475
44325,2102.528722607027
44652,2176.924099185298
50056,2116.221084513317
51743,2096.899457967731
56868,2107.9409631850417
57077,2137.1312640483466
57705,2109.591337571319
58900,2112.132993619057
64361,2134.2334872043975
64612,2104.7382594367396
64903,2114.5441797562944
64985,2121.011650559885
67694,2113.2965868055257
68986,2118.8510308775662
69541,2104.80259717446
69979,2122.8985595051254
70325,2115.423547313143
72139,2126.4691552226996
72520,2120.6891427344735
73922,2143.069953531604
75033,2117.263514046562
76914,2124.3316263764673
77258,2118.2163466259835
77427,2166.273651481448
79370,2110.779415183994
80563,2118.7136059347135
81278,2136.577703325878
81592,2130.187770161184
81643,2141.004410615341
85666,2112.280470256954
89496,2098.398980653418
89842,2106.2426345651647
90327,2128.7249173647488
92069,2112.6070655242843
92864,2145.9930664936146
95235,2122.9202894771906
95869,2137.101901260638
96826,2115.6692668301457
97396,2126.8836652767363
98202,2132.3489786068203
99476,2134.835643161144
101793,2107.6059796231075
106903,2135.9255057143464
107117,2121.8682291710497
112839,2118.262689004991
113685,2121.296405184258
113888,2126.6465907789734
118835,2136.810856983667
119039,2120.4206443309135
119139,2121.5992066263357
119893,2119.4216267774905
120965,2130.243694174401
121182,2125.2853210455232
121795,2146.9097297383896
121884,2146.9515494585567
123143,2153.924758445136
125469,2116.674885672456
127215,2117.3991092663864
128486,2151.2512435020103
129818,2141.456808634928
130496,2164.983894054762
132384,2096.65914476792
134380,2125.461970374359
134950,2140.2764986400703
139975,2113.7917413836176
140404,2117.214557194843
140668,2116.717066891752
141139,2143.931880865834
141353,2148.9061824464216
142364,2145.573396478803
145453,2123.026882872902
148002,2138.2942207793394
148401,2100.7487195528092
149343,2106.225895401762
149569,2122.908474922683
151295,2113.0515540650044
152689,2122.3684436015064
154985,2122.6540862547804
156501,2144.414006675637
157828,2121.490672193179
158489,2143.2939406713663
158660,2131.0659200735577
161775,2114.93610089564
163837,2110.112049950999
167743,2131.305365709698
167904,2136.395565909672
169111,2102.467892753999
172703,2151.1322304938676
174227,2169.289863132611
174262,2133.5393090005887
176865,2133.205185129621
183750,2123.7258950680243
188286,2131.4693434505652
189506,2159.090356558395
190269,2105.13840274559
195129,2118.891368924602
195453,2112.545974516502
199945,2138.1976405705855
200780,2126.5350818882607
205068,2131.356743513763
207641,2112.173408097773
208398,2135.686725646755
208882,2146.0064481237505
209601,2101.6781744608948
209931,2127.6324174603574
212953,2110.225248949271
213060,2128.715479768909
215331,2184.853926261742
217003,2119.6750087548508
217159,2105.8354843994675
217226,2108.3870258534844
220051,2138.068703449065
221808,2110.9233019648786
221853,2113.835443706479
223384,2116.3866087396395
224808,2160.3121809429404
230253,2137.6974229979846
232172,2145.261771552093
232506,2136.743566509231
234254,2116.585168063282
234865,2140.0165491760226
235078,2131.423520149811
238195,2142.8130147748648
238267,2137.5604318733103
239841,2147.594777968113
241555,2117.629541914812
242404,2122.510276047316
247612,2119.5806114685724
249664,2119.38747172227
249827,2138.2851267462743
255375,2121.8873189498336
256899,2107.457977882369
258265,2153.094844174777
260903,2118.1736615610143
261475,2150.8235829487335
262649,2137.0216418814744
263424,2101.3744404788804
264288,2138.316717286974
265211,2132.1522610817556
266589,2140.751232468346
267831,2108.63593266316
268229,2144.778496886487
270829,2140.057563285508
271462,2131.281891736311
271492,2131.697368566167
273300,2118.0725294555136
277306,2134.5722077008295
277740,2109.266399273563
280031,2123.2233334287853
280461,2126.026412122055
281734,2114.600072855004
283101,2134.2402448741636
283136,2134.4253532695466
283202,2138.0832324394178
283257,2136.4175653307757
283499,2136.529456600327
284692,2140.8605722057287
285130,2122.8963726169227
286718,2121.8603589476816
288714,2118.8410242556656
289571,2130.9116040212034
290137,2116.982651190337
291909,2145.342006691972
292672,2130.7730764182093
293167,2140.744589423525
294400,2138.6725549561042
295550,2138.0513289565606
296225,2149.787350307851
300443,2105.010709662586
303392,2115.3226547612876
310505,2111.8133309233986
314455,2123.0879674323924
314978,2143.598321154526
315323,2116.542131101944
315351,2105.533709800098
315442,2139.614446546866
317511,2114.365398299968
320469,2139.361485456936
321115,2113.350902258558
321475,2146.3063500632443
324049,2112.372596498977
328259,2136.178634867676
329230,2158.7791832517655
