,0
2786,2097.263559424854
2901,2107.62823504824
5004,2099.4057541416573
5038,2093.7064701778327
5346,2090.176629823983
6016,2092.339681287898
6120,2098.589614071524
9563,2073.175712794317
9581,2110.4717672883926
9877,2076.1545124078275
13194,2095.5766357092316
13585,2106.1543753822752
13769,2094.692316858999
15776,2076.6572714992626
19468,2105.707084558421
22019,2096.005918581661
22567,2081.5478405882477
24094,2087.259110801073
25818,2088.2959614813026
26647,2100.1322038378335
29956,2099.9190969109054
30535,2089.090128386729
33039,2088.2022124585387
34871,2088.2931742011474
36954,2103.0764736545752
38247,2091.795363824354
41330,2093.89266966377
42646,2101.675111179034
42785,2090.3265985492403
43322,2095.4198918822876
44325,2072.9587436252623
44652,2119.14547052048
50056,2092.4310585879866
51743,2070.809618689831
56868,2083.814219127713
57077,2093.672053550295
57705,2086.343633209694
58900,2090.0438068995113
64361,2101.0393111308563
64612,2077.312219081174
64903,2089.0058320135445
64985,2086.7638550489996
67694,2087.5815823736943
68986,2093.141369473403
69541,2080.379915475881
69979,2093.594118399597
70325,2091.4513854001448
72139,2092.6330935365177
72520,2095.9378575558567
73922,2104.309952425246
75033,2092.61390618101
76914,2097.770148372773
77258,2094.056749369235
77427,2121.712731845121
79370,2084.3174687365236
80563,2093.2586812284885
81278,2101.6213290714277
81592,2098.9698430623866
81643,2104.2270711939104
85666,2086.8637022184953
89496,2076.6926030881436
89842,2083.4834041186587
90327,2096.5188151799193
92069,2089.586763598163
92864,2107.1690525316135
95235,2093.262898298325
95869,2099.339854330205
96826,2085.9688026750923
97396,2098.2363135795163
98202,2097.9925322913105
99476,2099.757318601246
101793,2082.2070320762614
106903,2094.6919576459572
107117,2094.2613057977187
112839,2087.3067948435155
113685,2088.4715562031643
113888,2095.3777776723964
118835,2102.4096398338957
119039,2093.877147254828
119139,2085.06054252635
119893,2089.381163184734
120965,2097.6288520113385
121182,2092.3268997225673
121795,2102.676955456208
121884,2110.917102977612
123143,2105.673578408339
125469,2091.0860534963745
127215,2091.135490970696
128486,2111.541725613076
129818,2103.449447207984
130496,2122.7845860432412
132384,2075.432700823424
134380,2096.078180945989
134950,2103.9410549914755
139975,2084.802742234315
140404,2091.358062086643
140668,2091.892863817684
141139,2104.583837036282
141353,2110.127580743711
142364,2105.0298151187726
145453,2092.559424680144
148002,2104.2439716682325
148401,2076.826461577803
149343,2078.6894419372297
149569,2095.339616828764
151295,2090.822463069677
152689,2092.8860891768545
154985,2091.2633154084565
156501,2106.5374332413403
157828,2094.333429663032
158489,2103.3812713128236
158660,2099.0204565650556
161775,2086.741738877719
163837,2080.9402203786626
167743,2096.9099497018715
167904,2097.6618522808812
169111,2076.189182715897
172703,2110.1850436801424
174227,2118.2893193687523
174262,2098.1864582776075
176865,2100.092923760481
183750,2094.3948688036235
188286,2095.0735555564656
189506,2118.0823451201627
190269,2080.5902429823927
195129,2090.7697766832666
195453,2088.4919057523593
199945,2097.973041542494
200780,2097.590193256244
205068,2098.6489523437085
207641,2087.748639895579
208398,2098.660111803253
208882,2106.2281918630374
209601,2075.5823978440117
209931,2093.059479443503
212953,2085.721370977775
213060,2099.5440036084187
215331,2140.539832365619
217003,2090.462763917322
217159,2081.6352074913193
217226,2085.790537361214
220051,2100.845097733294
221808,2084.873457785578
221853,2085.563477245068
223384,2088.70580210805
224808,2116.598302495131
230253,2103.144586920302
232172,2110.35098945239
232506,2100.444779804874
234254,2088.6812967428677
234865,2101.0177493325064
235078,2097.3930823617484
238195,2105.25572632912
238267,2101.892793742054
239841,2104.2022861202554
241555,2092.1032600796143
242404,2090.324166113775
247612,2094.351210387828
249664,2091.561815215872
249827,2104.148412537043
255375,2094.1312991326317
256899,2082.2703049581905
258265,2113.7178764395653
260903,2089.754670486853
261475,2100.5422977841527
262649,2103.197783225139
263424,2077.4940493367826
264288,2103.313102865472
265211,2098.9969125506577
266589,2097.8114392708335
267831,2080.0621802571486
268229,2107.9484442679923
270829,2106.179591014887
271462,2098.3633202357064
271492,2099.3511115309634
273300,2093.1910535612146
277306,2103.006329731881
277740,2084.0229978358643
280031,2094.074294487317
280461,2095.9444340663867
281734,2090.3356434992124
283101,2099.5252379536405
283136,2097.1629798343624
283202,2100.3298122606466
283257,2097.5670603791114
283499,2093.0111601626877
284692,2106.409574541033
285130,2090.6740352183606
286718,2090.0682222312726
288714,2091.147396025912
289571,2097.085664465424
290137,2088.2575589357753
291909,2106.351648461402
292672,2099.7637796464733
293167,2103.167191130568
294400,2100.8819478826126
295550,2099.675171406819
296225,2104.9579134973383
300443,2078.3730528559277
303392,2088.775592468486
310505,2087.4582985228935
314455,2092.501718089641
314978,2104.3974394552683
315323,2092.4101741631475
315351,2079.1846577495644
315442,2102.2485711951886
317511,2091.05957383841
320469,2103.0487653659306
321115,2089.254974155723
321475,2105.0457221626903
324049,2084.7213676061046
328259,2102.1430135413375
329230,2118.077330115183
330317,2103.889253346967
333081,2094.9959067470318
334804,2071.595122741644
335624,2078.7965409898043
337938,2106.288794948095
338665,2091.9853970763265
338700,2121.75122532376
339708,2095.8335614824914
343585,2105.9080367647466
346813,2100.3511402134172
347117,2101.030349527471
347221,2116.567101696115
347511,2095.8237275727274
347749,2088.323207802229
348894,2099.723508820966
351224,2111.7657785513547
352498,2105.334246243579
353144,2106.0170522163617
353206,2097.831378211317
354277,2100.1353436252966
355875,2094.042396649779
357912,2089.891668167103
360047,2086.420706374213
361594,2081.943209672973
361852,2098.1850547599497
361918,2075.845255184953
362405,2106.3428614403774
363700,2079.719993287145
364025,2108.746720156974
367454,2114.1447728531643
371681,2102.0236363109016
374920,2097.46060473029
377508,2099.5045617449227
379373,2094.6712519056614
379581,2109.445610479404
379765,2098.4936527012715
385243,2091.2501522122075
387518,2107.6320566862396
389937,2094.97249456519
390157,2102.0713974090304
391343,2089.0129865233307
394166,2090.7132527945855
394446,2109.4856347794707
394806,2100.072572151473
396340,2097.255310364302
396680,2111.320568476686
