,0
2786,2052.814251143002
2901,2076.621697705413
5004,2061.9210624725106
5038,2048.4824354659363
5346,2040.0607672386259
6016,2040.441435656017
6120,2056.376086535405
9563,2040.0611862733272
9581,2077.3063061193884
9877,2040.0586185418208
13194,2046.6429681156112
13585,2074.240654866516
13769,2048.563711688029
15776,2040.0599692628434
19468,2071.2655292270947
22019,2059.2383753558192
22567,2040.6987739213912
24094,2047.2760109463413
25818,2040.8198980343834
26647,2048.315837881514
29956,2063.991793270894
30535,2040.9591143900004
33039,2040.0603001285804
34871,2040.3928663561078
36954,2066.31266127509
38247,2040.0624071343932
41330,2048.3411863694278
42646,2060.603777011176
42785,2040.1523547941806
43322,2056.475210542026
44325,2040.0561744188608
44652,2078.8192353727645
50056,2050.766459140798
51743,2040.0542687483498
56868,2040.0620144059749
57077,2058.4330597304
57705,2044.621945454625
58900,2049.6902108145246
64361,2062.628433876333
64612,2040.0546899312951
64903,2048.7041048817023
64985,2040.0595585322976
67694,2041.4296419233865
68986,2055.785353554123
69541,2040.061801817506
69979,2047.2151413794597
70325,2048.3909178042218
72139,2057.7464469847077
72520,2054.6009726988464
73922,2065.200890295496
75033,2049.495226411995
76914,2063.831094754166
77258,2058.121278398672
77427,2083.0365575805936
79370,2040.0619063192726
80563,2053.4876116934106
81278,2065.83541905628
81592,2067.291791235821
81643,2068.9406842737626
85666,2040.0622348100399
89496,2040.0592414040361
89842,2040.061036815309
90327,2052.452797482204
92069,2054.785693812602
92864,2073.4995146967326
95235,2040.0622271618945
95869,2056.3777667840295
96826,2040.0625409617824
97396,2061.5998343882143
98202,2054.4038401524645
99476,2058.964338965435
101793,2040.062481400675
106903,2040.7437903583607
107117,2049.1074583804457
112839,2043.9494781615524
113685,2040.061055847496
113888,2041.1995541517772
118835,2067.3828547896364
119039,2053.9174124053807
119139,2040.0611201295665
119893,2048.221482894271
120965,2048.292225439801
121182,2041.346185520914
121795,2059.0764537398427
121884,2079.9808429390487
123143,2065.033901171544
125469,2052.512660064172
127215,2050.3484847376976
128486,2078.6599381367723
129818,2067.3692820591573
130496,2087.1743526007067
132384,2040.060625018103
134380,2065.357805691358
134950,2065.3163055330356
139975,2040.062471511945
140404,2050.4913759820897
140668,2055.677031222563
141139,2071.2089340229654
141353,2076.036119444811
142364,2066.137210879753
145453,2045.4354209403996
148002,2071.91834480973
148401,2040.0555328853145
149343,2040.0550876943662
149569,2050.734461636158
151295,2054.0110186196653
152689,2040.6689078382544
154985,2040.0618429629617
156501,2071.5260112467536
157828,2054.537006415179
158489,2063.385711221541
158660,2061.281095958444
161775,2040.0622918460906
163837,2040.05877057097
167743,2059.180044603067
167904,2056.3195794607564
169111,2040.05681622264
172703,2076.263179321051
174227,2076.2413609722453
174262,2064.606851209645
176865,2057.6420337734917
183750,2057.793428757366
188286,2040.0624568052763
189506,2084.7429848469465
190269,2040.0578826432088
195129,2043.3432000051803
195453,2043.0481855501703
199945,2040.061223816541
200780,2064.8456277901164
205068,2062.6052286614818
207641,2048.707991528759
208398,2060.427333847559
208882,2070.7889745957946
209601,2040.0576396965157
209931,2040.693515292453
212953,2045.7435294432103
213060,2061.9020416711937
215331,2100.3258913729483
217003,2040.1799059116902
217159,2040.0595627540497
217226,2040.644533345173
220051,2063.31030350191
221808,2040.060821904075
221853,2040.0597907096699
223384,2040.602187297358
224808,2082.596647986611
230253,2068.7993538371957
232172,2079.4094404305692
232506,2062.824707715403
234254,2040.1187325693577
234865,2059.2937283648434
235078,2065.3385185191155
238195,2071.112578068321
238267,2066.4273724305694
239841,2060.650427870355
241555,2053.4160610725667
242404,2046.6553130500497
247612,2056.9244039612895
249664,2049.330815692373
249827,2072.181846060922
255375,2043.2252861372012
256899,2040.5314193920524
258265,2082.181132408893
260903,2040.6244131046442
261475,2052.2599519067207
262649,2071.891004620459
