

"Period",1.0000000000,2.0000000000,3.0000000000,4.0000000000,5.0000000000,6.0000000000,7.0000000000,8.0000000000,9.0000000000,10.0000000000,11.0000000000,12.0000000000,13.0000000000,14.0000000000,15.0000000000,16.0000000000,17.0000000000,18.0000000000,19.0000000000,20.0000000000,21.0000000000,22.0000000000,23.0000000000,24.0000000000,25.0000000000,26.0000000000,27.0000000000,28.0000000000,29.0000000000,30.0000000000,31.0000000000,32.0000000000,33.0000000000,34.0000000000,35.0000000000,36.0000000000,37.0000000000,38.0000000000,39.0000000000,40.0000000000,41.0000000000,42.0000000000,43.0000000000,44.0000000000,45.0000000000,46.0000000000,47.0000000000,48.0000000000,49.0000000000,50.0000000000,51.0000000000,52.0000000000,53.0000000000,54.0000000000,55.0000000000,56.0000000000,57.0000000000,58.0000000000,59.0000000000,60.0000000000,61.0000000000,62.0000000000,63.0000000000,64.0000000000,65.0000000000,66.0000000000,67.0000000000,68.0000000000,69.0000000000,70.0000000000,71.0000000000,72.0000000000,73.0000000000,74.0000000000,75.0000000000,76.0000000000,77.0000000000,78.0000000000,79.0000000000,80.0000000000,81.0000000000,82.0000000000,83.0000000000,84.0000000000,85.0000000000,86.0000000000,87.0000000000,88.0000000000,89.0000000000,90.0000000000,91.0000000000,92.0000000000,93.0000000000,94.0000000000,95.0000000000,96.0000000000,97.0000000000,98.0000000000,99.0000000000,100.0000000000
"Year",2015.0000000000,2020.0000000000,2025.0000000000,2030.0000000000,2035.0000000000,2040.0000000000,2045.0000000000,2050.0000000000,2055.0000000000,2060.0000000000,2065.0000000000,2070.0000000000,2075.0000000000,2080.0000000000,2085.0000000000,2090.0000000000,2095.0000000000,2100.0000000000,2105.0000000000,2110.0000000000,2115.0000000000,2120.0000000000,2125.0000000000,2130.0000000000,2135.0000000000,2140.0000000000,2145.0000000000,2150.0000000000,2155.0000000000,2160.0000000000,2165.0000000000,2170.0000000000,2175.0000000000,2180.0000000000,2185.0000000000,2190.0000000000,2195.0000000000,2200.0000000000,2205.0000000000,2210.0000000000,2215.0000000000,2220.0000000000,2225.0000000000,2230.0000000000,2235.0000000000,2240.0000000000,2245.0000000000,2250.0000000000,2255.0000000000,2260.0000000000,2265.0000000000,2270.0000000000,2275.0000000000,2280.0000000000,2285.0000000000,2290.0000000000,2295.0000000000,2300.0000000000,2305.0000000000,2310.0000000000,2315.0000000000,2320.0000000000,2325.0000000000,2330.0000000000,2335.0000000000,2340.0000000000,2345.0000000000,2350.0000000000,2355.0000000000,2360.0000000000,2365.0000000000,2370.0000000000,2375.0000000000,2380.0000000000,2385.0000000000,2390.0000000000,2395.0000000000,2400.0000000000,2405.0000000000,2410.0000000000,2415.0000000000,2420.0000000000,2425.0000000000,2430.0000000000,2435.0000000000,2440.0000000000,2445.0000000000,2450.0000000000,2455.0000000000,2460.0000000000,2465.0000000000,2470.0000000000,2475.0000000000,2480.0000000000,2485.0000000000,2490.0000000000,2495.0000000000,2500.0000000000,2505.0000000000,2510.0000000000
"Industrial Emissions GTCO2 per year",35.7403846239,28.0900768485,28.4438251845,28.0406078351,26.7724859509,24.5282143715,21.1949044388,16.6525633289,10.7594079951,3.3271385331,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,-10.3973336788,-14.8871430507,-15.9455502519,-15.7585030230,-15.5592453798,-15.3478637986,-15.1247802809,-14.8907743428,-14.6467995834,-14.3938778434,-14.1330448015,-13.8653214206,-13.5916984112,-13.3131275742,-13.0305169769,-12.7447283727,-12.4565759983,-12.1668262628,-11.8761980563,-11.5853634667,-11.2949544620,-11.0055641365,-10.7176902206,-10.4318061820,-10.1483614811,-9.8677728173,-9.5904203547,-9.3166472050,-9.0467604702,-8.7810329444,-8.5197050448,-8.2629867806,-8.0110596786,-7.7640786385,-7.5221737084,-7.2854517841,-7.0539982327,-6.8278784453,-6.6071393199,-6.3918106772,-6.1819066096,-5.9774267638,-5.7783575580,-5.5846733311,-5.3963374231,-5.2133031805,-5.0355148797,-4.8629085514,-4.6954126805,-4.5329487362,-4.3754314529,-4.2227687336,-4.0748609543,-3.9315992972,-3.7928624907,-3.6585109061,-3.5283762305,-0.6791019375,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,11.0989895940,10.7005379835
"Atmospheric concentrations ppm",399.9434343764,415.6372784728,421.9701019796,430.0065295834,437.9297174063,445.2417011918,451.4795617220,456.1396780290,458.6708284369,458.4562052723,454.7918901119,450.6535674876,447.6522135607,445.1562288648,442.9766705736,441.0340103544,439.2825823530,437.6904211822,436.2323235629,434.8885571426,433.6428950713,432.4820164198,431.3948693380,430.3722569979,429.4064475590,428.4908968942,427.6200347209,426.7890949254,425.9939798719,425.2311514372,417.8174641837,408.9919821216,400.7686241939,393.4634358889,386.7368753075,380.4531704473,374.5520398243,369.0009488365,363.7773995679,358.8624468761,354.2383710887,349.8878790910,345.7938729127,341.9394395910,338.3079368548,334.8831257419,331.6493266206,328.5915830974,325.6958209467,322.9490458877,320.3394335929,317.8557856871,315.4884562285,313.2292821942,311.0714269383,309.0092542785,307.0381996729,305.1546308084,303.3557006008,301.6391983175,300.0034047937,298.4469570059,296.9687261028,295.5677116344,294.2429533728,292.9934609221,291.8181603425,290.7158563138,289.6852079151,288.7247158882,287.8327192234,287.0073990229,286.2467877979,285.5487826129,284.9111607608,284.3315969201,283.8076809864,283.3369359880,282.9168356788,282.5448215588,282.2183192149,281.9347540101,281.6915663048,281.4862266006,281.3162513014,281.1792202720,281.0727981897,282.7443288282,284.0816854666,285.0643678303,285.8998669209,286.6389985423,287.3106009477,287.9314646118,288.5115488885,289.0569548572,289.5716082011,290.0582059249,290.5187462329,298.0857073702
"Atmospheric Temperature rel. 1850-1900",1.1134731581,1.2077512834,1.3452261348,1.4156507145,1.4826769994,1.5514224292,1.6147602628,1.6728438278,1.7218541996,1.7576210022,1.7797757224,1.7856860543,1.7886684784,1.7976270563,1.8096794380,1.8243022852,1.8412044831,1.8562398470,1.8714096661,1.8854810502,1.8985888562,1.9107408034,1.9223073926,1.9333945834,1.9440480683,1.9542938239,1.9641433343,1.9735992250,1.9826649800,1.9914360582,2.0000000000,1.9780318166,1.9449110692,1.9116672334,1.8811477186,1.8522595648,1.8243838186,1.7972782712,1.7708584223,1.7450957153,1.7199774205,1.6954916477,1.6716220361,1.6483461780,1.6256355665,1.6034562576,1.5817699284,1.5605351789,1.5395344849,1.5185494789,1.4993720366,1.4818128354,1.4654134042,1.4498556107,1.4349372661,1.4205305193,1.4065544386,1.3929582774,1.3797112142,1.3667958999,1.3542042430,1.3419345284,1.3299893517,1.3183740758,1.3070956446,1.2961616580,1.2855796516,1.2753565445,1.2654982279,1.2560092729,1.2468927387,1.2381500640,1.2297810254,1.2217837499,1.2141547682,1.2068890989,1.1999803546,1.1934208633,1.1872017982,1.1813133136,1.1757446822,1.1704844324,1.1655204851,1.1608402903,1.1564309648,1.1522794366,1.1483726039,1.1446975217,1.1531127897,1.1606686402,1.1658961587,1.1700133908,1.1734728792,1.1765048528,1.1792382990,1.1817475630,1.1840765132,1.1862519487,1.1883376892,1.1904889346
"Ocean Temperature rel. 1850-1900",0.2349714451,0.2582687240,0.2840431174,0.3114585247,0.3398805445,0.3692858079,0.3995733783,0.4305902984,0.4621247830,0.4938699839,0.5254870785,0.5565986678,0.5870382025,0.6168987475,0.6462941996,0.6753038057,0.7039957955,0.7323650716,0.7604069089,0.7881121187,0.8154641193,0.8424479482,0.8690552680,0.8952826858,0.9211285056,0.9465918731,0.9716723553,0.9963696658,1.0206836045,1.0446155999,1.0681692729,1.0908419381,1.1122244120,1.1322572143,1.1510182705,1.1685881149,1.1850261903,1.2003814633,1.2146983378,1.2280189653,1.2403840138,1.2518328449,1.2624034783,1.2721324881,1.2810548880,1.2892040304,1.2966115304,1.3033072224,1.3093162355,1.3146576850,1.3193784179,1.3235353096,1.3271746492,1.3303325910,1.3330384679,1.3353171308,1.3371904393,1.3386782161,1.3397988720,1.3405698259,1.3410077917,1.3411289764,1.3409492162,1.3404840660,1.3397488553,1.3387587169,1.3375285967,1.3360732468,1.3344072084,1.3325447870,1.3305000220,1.3282866541,1.3259180923,1.3234073807,1.3207671680,1.3180096793,1.3151466904,1.3121895068,1.3091489452,1.3060353200,1.3028584319,1.2996275620,1.2963514679,1.2930383843,1.2896960261,1.2863315962,1.2829517953,1.2795628373,1.2763689093,1.2734476572,1.2707465348,1.2682228915,1.2658524516,1.2636190126,1.2615107727,1.2595184981,1.2576345116,1.2558521255,1.2541660987,1.2525744255
"Output Net Net) ",104.8688191911,124.4132284607,146.2173360799,170.2637686053,196.5453708239,225.0574532968,255.7877711679,288.6748574758,323.5711850285,360.1329664811,400.2694188765,444.5855285401,492.2458358800,543.1306878941,597.1914756141,654.4030091012,714.7557263068,778.2753103505,844.9651261755,914.8444983841,987.9259906800,1064.2197962848,1143.7290939138,1226.4544470658,1312.3945160352,1401.5488130011,1493.9236441418,1589.5436958668,1688.4741662714,1787.8294533356,1890.8050625880,1998.1013060845,2109.2362005660,2223.6536480323,2341.1138621409,2461.4698371628,2584.6002443779,2710.3946667775,2838.7476810926,2969.5557370726,3102.7154180372,3238.1225037181,3375.6715230503,3515.2556105368,3656.7665506402,3800.0949386887,3945.1304170801,4091.7619686388,4239.8836584807,4389.3922587001,4540.1233387912,4691.9522659828,4844.7691348268,4998.4673534814,5152.9411477245,5308.0849275358,5463.7932801982,5619.9612102357,5776.4844632871,5933.2598604923,6090.1856127430,6247.1616044305,6404.0896451129,6560.8736908779,6717.4200379888,6873.6374911368,7029.4375081994,7184.7343229416,7339.4450464368,7493.4897477630,7646.7915133348,7799.2764833648,7950.8738619594,8101.5158924909,8251.1377850135,8399.6775683176,8547.0758202607,8693.2751908531,8838.2195704237,8981.8526361331,9124.1153126990,9264.9413246112,9404.2493943670,9541.9295361394,9677.8189595879,9811.6596333448,9943.2270817434,10071.5130205466,10194.6290282899,10310.7966171945,10416.1037563073,10595.9675977463,10758.6701995089,10908.6625021854,11049.0948136443,11182.2050367966,11309.5871049138,11432.3785292172,11551.5857921887,11667.4013421548
"Climate Damages fraction output",0.0029259810,0.0034424451,0.0042707347,0.0047295980,0.0051880614,0.0056803113,0.0061535837,0.0066042393,0.0069968852,0.0072905865,0.0074755398,0.0075252723,0.0075504304,0.0076262528,0.0077288576,0.0078542660,0.0080004801,0.0081316782,0.0082651310,0.0083898915,0.0085069496,0.0086161958,0.0087208271,0.0088217145,0.0089192020,0.0090134639,0.0091045473,0.0091924216,0.0092770666,0.0093593295,0.0094400000,0.0092337593,0.0089271226,0.0086245530,0.0083513715,0.0080968426,0.0078549681,0.0076232937,0.0074008173,0.0071870474,0.0069816407,0.0067842729,0.0065945957,0.0064122265,0.0062367507,0.0060677298,0.0059047108,0.0057472373,0.0055935928,0.0054421423,0.0053055549,0.0051820155,0.0050679500,0.0049609118,0.0048593461,0.0047622604,0.0046690131,0.0045791853,0.0044925032,0.0044087892,0.0043279312,0.0042498603,0.0041745372,0.0041019401,0.0040320577,0.0039648827,0.0039004075,0.0038386210,0.0037795064,0.0037230399,0.0036691899,0.0036179168,0.0035691728,0.0035229031,0.0034790455,0.0034375319,0.0033982887,0.0033612379,0.0033262975,0.0032933827,0.0032624063,0.0032332798,0.0032059137,0.0031802184,0.0031561049,0.0031334850,0.0031122727,0.0030923845,0.0031380191,0.0031792780,0.0032079807,0.0032306779,0.0032498111,0.0032666263,0.0032818230,0.0032958044,0.0033088078,0.0033209771,0.0033326657,0.0033447428
"Consumption Per Capita ",10.5048678045,11.8059309815,13.2267098141,14.7698134049,16.4348484266,18.2211998590,20.1292222883,22.1614142258,24.3270374540,26.6519772003,29.1962019561,31.9792002101,34.9861765628,38.2077086016,41.6391730765,45.2786140174,49.1256539992,53.1815147374,57.4471734409,61.9239240358,66.6127934098,71.5144511357,76.6289903261,81.9558890527,87.4938114612,93.2402271696,99.1906989304,105.3375303878,111.6671980828,118.1621130790,124.8726501425,131.8301541772,139.0273017921,146.4449705482,154.0673908967,161.8830408059,169.8827539906,178.0585573108,186.4030589105,194.9091259925,203.5697126934,212.3777688852,221.3261944539,230.4078198141,239.6154014947,248.9416257762,258.3791156116,267.9204411432,277.5582474157,287.2851220272,297.0920424288,306.9707056231,316.9135321104,326.9133104899,336.9629944364,347.0556135481,357.1842447765,367.3420130726,377.5221047606,387.7177854223,397.9224184024,408.1294822691,418.3325866098,428.5254860287,438.7020924215,448.8564856440,458.9829227066,469.0758456682,479.1298883312,489.1398820028,499.1008605235,509.0080649337,518.8569486057,528.6431835919,538.3626704326,548.0115542579,557.5862531499,567.0835080369,576.5004721129,585.8348692892,595.0852756129,604.2516170626,613.3360495782,622.3445106591,631.2894593607,640.1947107032,649.1044289754,658.0995051799,667.3070860638,676.9940233535,671.8139036857,683.4145974044,693.9084421191,703.5825120224,712.6399935573,721.2252252463,729.4410111619,737.3607173127,745.0492587321,752.5190472879
"Carbon Price (per t CO2)",2.0125964256,81.9907650447,101.6419442973,125.4217782217,154.0169941545,188.2197294770,228.9534277746,277.3320793860,334.8163482419,403.5433082648,426.9812914710,416.3067591843,405.8990902047,395.7516129495,385.8578226258,376.2113770602,366.8060926337,357.6359403178,348.6950418099,339.9776657646,331.4782241205,323.1912685175,315.1114868046,307.2336996344,299.5528571436,292.0640357150,284.7624348221,277.6433739516,270.7022896028,319.9403516804,337.5101633594,335.8889910464,327.4917662702,319.3044721134,311.3218603106,303.5388138028,295.9503434578,288.5515848713,281.3377952495,274.3043503683,267.4467416091,260.7605730689,254.2415587421,247.8855197736,241.6883817793,235.6461722348,229.7550179289,224.0111424807,218.4108639187,212.9505923207,207.6268275127,202.4361568249,197.3752529042,192.4408715816,187.6298497921,182.9391035473,178.3656259586,173.9064853096,169.5588231769,165.3198525975,161.1868562825,157.1571848755,153.2282552536,149.3975488723,145.6626101504,142.0210448967,138.4705187743,135.0087558049,131.6335369098,128.3426984870,125.1341310249,122.0057777492,118.9556333055,115.9817424729,113.0821989111,110.2551439383,107.4987653398,104.8112962063,102.1910138012,99.6362384561,97.1453324947,94.7166991824,92.3487817028,90.0400621602,87.7890606062,85.5943340911,66.3682066125,60.7804981613,59.2609857072,57.7794610646,56.3349745380,54.9266001745,53.5534351701,52.2145992909,50.9092343086,49.6365034509,48.3955908646,47.1857010930,0.0000000000,0.0000000000
