,co2_forcing_2023,effective_f2x
134950,2.3657554002096113,4.099984121389339
139975,2.1689026801714872,3.5948776954502177
140404,2.355148030841275,3.9684775518479953
140668,2.4095227967340267,3.9562244066051
141139,2.2931040629512265,4.005980250238207
141353,2.2937097058350844,3.976281779419781
142364,2.2226095291604744,3.72817595908318
145453,2.2847279633449267,3.770399360160083
148002,2.3223038996254157,3.9231126760694686
148401,2.401510852008805,4.198017978346165
149343,2.255700850367517,3.865725073741919
149569,2.2501088792512114,3.8921021133544476
151295,2.382530035959082,4.069399447291148
152689,2.2045298147788364,3.6219618500866484
154985,2.115735175551797,3.6983136111073995
156501,2.3977163009148286,4.198434531761837
157828,2.4886373523833805,4.30006304803771
158489,2.4045683025239826,4.101237945401838
158660,2.2625937322619456,3.7650831552131563
161775,2.2837400600881774,3.863317991614927
163837,2.2055511077042538,3.8241540105877245
167743,2.3369037259198895,4.008167916678136
167904,2.249967827793062,3.888456677394022
169111,2.4999644204399627,4.079955427522832
172703,2.1037387128144314,3.580845197384075
174227,2.1658674497829966,3.8917885580389338
174262,2.2638354404880787,3.77809446298951
176865,2.471706558274356,4.107804971965181
183750,2.4771390593751352,4.297313670553171
188286,2.4478710604334952,4.2502457120540775
189506,2.171526443316505,3.621149634071948
190269,2.2225443628886508,3.7734205932790514
195129,2.170407241204153,3.6329402219564737
195453,2.3261340154097625,4.016030511442973
199945,2.1070988309041567,3.751600570433092
200780,2.52215243779673,4.218961665619539
205068,2.425078799288644,4.00336032049471
207641,2.121323787655921,3.5934083491241733
208398,2.6141386829659763,4.259357100434969
208882,2.175819621347189,3.7902990156287313
209601,2.208431372427134,3.7938616868661192
209931,2.3241734907740472,3.965783758080492
212953,2.7114993037736794,4.640052165145766
213060,2.174338893553128,3.723287176809561
215331,1.962096225526594,3.2480153727721404
217003,2.181459221231252,3.7179511084493875
217159,2.4644741801521985,4.218245993130271
217226,2.18584399001483,3.6937155435169777
220051,2.448430522625523,4.081184721188605
221808,2.306171874743752,4.010650851761602
221853,2.2219538559097276,3.6509603967628435
223384,2.5145861967924326,4.279874649365834
224808,2.2535382568548075,3.7569163833269985
230253,2.3158698412294747,3.9594022506856055
232172,2.223562685626156,3.776883777132287
232506,2.429073108036918,4.19631975815009
234254,2.333797355840083,4.011265367738564
234865,2.214593971167279,3.786840012152256
235078,2.47939116108697,4.2145043181538435
238195,2.2200964932242417,3.8426186115027683
238267,2.14993395138002,3.7814183031399717
239841,2.135743790332104,3.6703597888581405
241555,2.3462611588213975,3.9613716422267324
242404,2.2968800036978694,3.8326661229974643
247612,2.5353769519378933,4.373993882524376
249664,2.259027852284552,3.801442817852191
249827,2.3699153558460417,4.034924812145809
255375,2.438622792151367,4.0318495024078995
256899,2.2530000065807028,3.7774517790680466
258265,2.159423284618783,3.577129424428748
260903,2.2086075938612124,3.7518845062644037
261475,2.2139186456321442,3.7577216788269086
262649,2.2622031883977725,3.7535313188547548
263424,2.5969595287940566,4.526893256810439
264288,2.268746235780783,3.8540127391786623
265211,2.2801667630261266,3.89086023107949
266589,2.1992377058885912,3.6943267273504796
267831,2.192423178809153,3.623120556324739
268229,2.1683672903748388,3.6454957204464664
270829,2.310609081617897,3.8712951337440287
271462,2.239755235687484,3.8466782366615613
271492,2.475930688858003,4.124535344416458
273300,2.517188633686082,4.3285251262147115
277306,2.4602547425318617,4.178458849759387
277740,2.260767939693582,3.893623698575982
280031,2.2607572059525993,3.8243530979976934
280461,2.288853652290255,3.922311216798039
281734,2.390039957872088,4.053661423031143
283101,2.3509470246070654,4.011744772533993
283136,2.182366068911142,3.6836170715614625
283202,2.4547060711941766,4.158432492490683
283257,2.5863716198440874,4.401873472442022
283499,2.0165397386650845,3.531510602848751
284692,2.372487577330671,3.997698469785669
285130,2.333604202397188,4.033981596454812
286718,2.434785851588677,4.102780207295716
288714,2.4338789117275144,4.141803115836914
289571,2.0362150994869066,3.543427692015119
290137,2.0231042112527957,3.4077086123853837
291909,2.279210678947324,3.8941698756161367
292672,2.213838225879625,3.723533017242775
293167,2.2471872271903854,3.8090886675498163
294400,2.3895125876948184,4.100709094337179
295550,2.581293808428233,4.385525302958404
296225,1.9379602600875352,3.274023249054426
300443,2.396143817018012,4.015068038008266
303392,2.3992650856530364,4.127056237042391
310505,2.540753210727717,4.21830320058454
314455,2.232771335964219,3.8698716808375635
314978,2.62346413740464,4.257288366277816
315323,2.441252258749471,4.0637930834948754
315351,2.4802541853454723,4.2582619314957
315442,2.3911461250335724,4.038453055922562
317511,2.3718263861248716,3.962610724918723
320469,2.3294459410651607,3.888754641616674
321115,2.3630512026438963,4.040746893237345
321475,2.3461912580480684,4.0780217018183285
324049,2.220911873782845,3.7213376968014757
328259,2.242850485835238,3.827427650469753
329230,2.1512011256875114,3.6328838415431597
330317,2.1684458528563,3.7475519285785857
333081,2.373036666806361,4.0040028935958425
334804,2.245174559226598,3.8368101410044226
335624,2.238962991242285,3.815181345458124
337938,2.4305353251531927,4.113307286725318
338665,2.1318317202775514,3.5820112902734627
338700,2.15279270057196,3.792210777172209
339708,2.226886659460819,3.6873124221932865
343585,2.0405186692217367,3.541084524210035
346813,2.3409199253945827,3.935150724443141
347117,2.2493169210575026,3.7612740950342447
347221,2.4970142375328623,4.300744949509658
347511,2.268626684559639,3.9799774255299187
347749,2.4436354913179015,4.1341903029102145
348894,2.255199348500477,3.7097867547369234
351224,2.211183049485362,3.7896481628268783
352498,2.2321234474459923,3.8640572732800815
353144,2.152639506626646,3.6064396363100006
353206,2.599621445795409,4.418414758209895
354277,2.3825105987606334,3.971524179998916
355875,2.3925841633571463,4.198001024167607
357912,2.3234851273265664,3.922996277752635
360047,2.434932886917974,4.158439964761733
361594,2.6566904869246493,4.575932070446484
361852,2.2777289784598893,3.8713278431317604
361918,2.273362392090309,3.9371363086072275
362405,2.066360803573626,3.6143078920065905
363700,2.1439022396352923,3.565529309307856
364025,2.2292075789141355,3.7818599764973935
367454,2.037836768589274,3.4930863157438803
371681,2.0574907106520635,3.4439929580258286
374920,2.663627956276833,4.326243322552608
377508,2.309058193412465,4.016599594201859
379373,2.5028735378431812,4.193973888063662
379581,2.0581068050170885,3.5654218369448345
379765,2.4279219196729205,4.273025462730709
385243,2.4412947779492176,4.150460401927615
387518,2.107244724895467,3.6899235384463465
389937,2.0531566383813065,3.525258668897222
390157,2.1238395698006722,3.7031599166138682
391343,2.488615231375959,4.195895261420904
394166,2.043834590244876,3.593685148797982
394446,2.038465898326598,3.504615222092141
394806,2.372936722788312,4.175800916270843
396340,2.408239055286151,4.198059934709336
396680,2.3978292207705696,4.19660740465532
396896,2.0996713358324794,3.699483557583793
398055,2.608848375354499,4.262696447172271
398715,2.163413709388483,3.724854133115267
399547,2.195690457235973,3.6338871499121894
399764,2.207644505573027,3.697830789840594
405816,2.7220733468266864,4.659043148879521
405855,2.0872563596267604,3.6149585557830988
406964,2.256423713183389,3.77768844366685
407780,2.1645537621740085,3.797456991210177
407806,2.414856622547315,4.06844440895773
408895,2.381060772195684,3.986208685448958
409525,2.091069194624937,3.5363448305127725
410186,2.4439647133525155,4.133964614460569
412708,2.3594033160260532,4.013932356645223
413058,2.176496541713215,3.756092578725596
414746,2.2286720901240353,3.817662398404975
416683,2.1995166910023753,3.653773142518952
416730,2.1345902241897217,3.640982160294549
417517,2.499568817856919,4.235237649774725
417901,2.316620901322634,3.926260209426643
420257,2.207031703543288,3.868529828084263
420627,2.3773497599287077,4.065252135035722
421180,2.419907697279607,4.100576415343037
422370,2.5183934445221983,4.356698994117341
423249,2.434557285278622,4.024273213054343
423735,2.3806731164897434,3.977317219289912
424853,2.4535945802593173,4.234814353121571
425483,2.2413312820101745,3.8772036442444318
428230,2.241598152674168,3.8925596323608307
428681,2.4956486317527964,4.234707900087261
431107,2.417089420207953,4.09077870429495
436141,2.518429474858526,4.273750426489039
436273,2.1832707658622614,3.808517525593989
437095,2.375987762673894,3.9642712239866547
437733,2.3026813514584865,4.020943744342946
438499,2.3267426685361334,3.90410193804652
438806,2.520904809320624,4.199139663894326
440432,2.424448252252104,4.112987277029357
441224,2.162142883778755,3.5714310648447363
441266,2.0858524539089873,3.4712072852259706
441514,2.48825128202007,4.243949600955552
441872,2.075425962094078,3.487466953362222
442224,2.554897201717697,4.319476575980156
442360,2.511487321835088,4.071689766100738
444587,2.225440749047931,3.7703728222830506
445905,2.413150953735021,4.087726468360633
446825,2.243120341022297,3.7502547507169957
448690,2.3678999334039315,3.990971665713623
451538,2.0778654645650327,3.592888101035277
456834,2.569188458480598,4.2797497048704916
457587,2.1240905447037255,3.535185896089989
458579,2.3618732054085205,3.9523488167340246
459365,2.250007906006623,3.7507967567086413
459766,2.1488660904180064,3.6332209896562517
462420,2.1308181510014133,3.5850280296139387
462997,2.2606687055733543,3.8434957593178134
469553,2.124834469649607,3.565626501517886
469815,2.452744282572218,4.097727344542502
471649,2.4713801735833414,4.107807756885358
472575,2.317106605554178,3.9236591768213507
474168,2.31770118426478,3.9417720714832165
474733,2.3746386718130355,3.992400255157605
475218,2.2526192366393345,3.879828584021495
476467,2.288741265651017,3.710779382367312
480239,2.1334284840003215,3.5436678565767514
487670,2.4839239687442887,4.193008118337782
488277,2.2786772456754076,4.105551851122668
488721,2.438491075620548,4.045673598666937
488957,2.4437793519194484,4.100640098095142
489665,2.492480250655254,4.353367008501794
489714,2.4419485526559925,4.241719442189193
491206,2.4168254667326927,4.099273044105035
492084,2.458946545886176,4.30214715641839
492097,2.32845423644474,3.9205559809989183
496271,2.23780048509907,3.7980669765730863
497167,2.2564182309981766,3.7991854541214116
497324,2.338119658532129,4.031842284658226
497541,2.2516496275510893,3.7622157158201786
498616,2.3146801032122197,3.960467234675963
501024,2.2085134364605135,3.856048258678522
502546,2.423542371939703,4.145840916107005
502717,2.4429334332721533,4.159995716688264
504263,2.282962836899126,3.8666076665835574
504421,2.4944578839308607,4.247790339930213
510187,2.424522358942563,4.1665975114674545
510554,2.4851554454921465,4.276593504882696
512404,2.492513963022618,4.2054172461951245
515320,2.072353319839709,3.665593118748669
515341,2.342338315255651,3.9927552261773136
515767,2.4933715453009873,4.160618402407976
516569,2.330082668015198,4.001788770953787
516750,2.3319131792717944,3.950919780271552
517571,2.22232454308048,3.7772342324665855
521544,2.1841067966898486,3.695668648964499
522134,2.3535641103747147,4.010016695260196
523961,2.547315310402778,4.273179595509332
524070,2.125575821082522,3.61270613581897
528578,2.5795575132965705,4.421379810966826
529197,2.542055905624101,4.304717287342773
532901,2.371093907781182,3.9206282910872465
534247,2.335806320546254,3.927366396008715
538355,2.2860897117437102,3.9428889488407104
539932,2.396544934899574,4.261097872501089
541441,2.082955527650713,3.5093323716880316
542868,2.190745928870781,3.708871435378222
544115,2.427473515900375,4.011575955452058
544746,2.283245770531444,3.895176135023168
547380,2.492178174930946,4.194571859587427
551395,2.307751828824495,3.9639481139702903
552886,2.4272922324596817,4.177808280382495
552968,2.49310432250272,4.18458278529418
553448,2.585230507951481,4.486577420756599
555049,2.2153091329153125,3.72241215497196
555853,2.608186552163128,4.361434548821368
558382,2.269540316545904,3.865418760986193
561347,2.2465990444185797,3.784601382221875
561728,2.39278252046621,4.005387131995585
562175,2.2155836027254296,3.8626373576820674
564444,2.397423082262007,4.053015903545166
567031,2.2611221589597372,3.8339952064140608
567405,2.4505198995751956,4.118013862765973
568036,2.5292948085677436,4.229978504041461
574842,2.1458211942210688,3.663628799548297
575816,2.548992221779027,4.313405897778744
578176,2.22325737802344,3.9093004664986952
578730,2.472295694323999,4.202106362922793
579854,2.2909065109213267,3.8471103238745985
580622,2.5450242446876685,4.183577711001149
581368,2.208279891671673,3.7842982566422014
583958,2.136229409009552,3.571821325962158
585306,2.086895772120783,3.6512729679752103
585721,2.1868453739697844,3.8221649238667257
586952,2.4466172606608976,4.213575210905198
589413,2.119089110778766,3.5434461741105987
590859,2.352736832263981,4.00132026321426
592041,2.5512366263086657,4.449165369183163
593989,2.211885490311294,3.755498657227179
595578,2.2153696097073046,3.7733111713048815
596053,2.551529511487482,4.402288779569828
599045,2.2126173551565036,3.7994937502055
601402,2.5233666365563376,4.378236417716751
602246,2.1289703462192944,3.67487177870923
605491,2.3419812652328584,3.922691772621817
608093,2.509520141834983,4.277204408458154
608158,2.5043150028235885,4.179052227935044
608335,2.3311388376000606,3.908855063733678
609394,2.4782648232004942,4.276386680838221
610638,2.4848769521895413,4.271994016758615
613054,2.582558214891218,4.449098140546685
614842,2.2234223528848416,3.697346197246942
615956,2.344692117036385,4.082566162418712
616387,2.1894252778245904,3.754747757427307
618619,2.2286476459534654,3.825172121750257
619951,2.2207382717583997,3.773511066543684
620357,2.533667696209325,4.274866762028304
622126,2.3764499928262355,4.102507609832867
625784,2.4589123672198516,4.127047292167917
627297,2.145513278614221,3.654272330085189
631067,2.2486909613879877,3.9291542711695615
634354,2.364831004784605,3.9025405955137242
634963,2.366024151299573,4.034738613649686
635627,2.496834358978485,4.1183752227571135
635645,2.360277238886936,3.8472348442807967
641153,2.353632127837408,4.018439329920602
644677,2.1449994070357095,3.6438248771799557
644711,2.4485381156672346,4.148162270242432
645916,2.379149432615427,3.9578760480324626
646996,2.2175350679993606,3.801488541141502
648534,2.5005205563985027,4.222718152102988
649611,2.0702429609241664,3.622915813072635
649922,2.1860009472640716,3.79924508367187
650138,2.3587616920964845,4.0223305968610665
657517,2.4680706770014433,4.232504545639471
659426,2.236419404365935,3.800074088168986
659953,2.5858664656971877,4.427305720849363
660337,2.0891914718182263,3.5847484102090577
662347,2.2376543070689405,3.8582357128962537
662929,2.3678646859936183,4.062198386132248
665298,2.295279779649972,3.9590409954507977
665722,2.5095477420938317,4.337775444985571
666955,2.2825084891342455,3.8879097214782448
667362,2.3573122370363437,3.9555418731596506
667519,2.297271892907832,3.800196179691217
668227,2.4833236760003405,4.0968775366792025
668467,2.0167277334573157,3.423930730396767
669803,2.3191605375255886,4.023959977340887
670493,2.3972723778141822,4.109780242612575
671644,2.2276053518936885,3.731128213375658
674421,2.334685804154542,3.8594982545010965
675582,2.2216355302681556,3.7754399690993927
675845,2.384261512306169,4.12856451526333
675920,2.366904106452463,4.0755021365199005
677450,2.426331770069653,4.093353590856336
678200,2.397214072097558,4.089754330133483
678279,2.2638905733595154,3.6225285299020515
678337,2.3650802772699193,3.986449071101064
679727,2.2114515289483734,3.7410117291745966
684225,2.5103793050302716,4.277814709096945
688179,2.294602566747216,3.918254927864949
690329,2.4051240050933407,4.164206754917132
697412,2.288146273649545,4.134080513059462
697436,2.3118591145370435,3.9756421140583407
698534,2.344910703372854,3.9621926903647853
703628,2.472597316583982,4.1964609450162955
704893,2.4989632928331913,4.275307714918321
707646,2.4363346993400423,4.164384245162805
709178,2.286653678538402,3.8893964980864753
713386,2.5969402444330876,4.1927846214261955
714275,2.4695454242573542,4.259726451412584
714327,2.4420982693737585,4.09722812279514
717039,2.3146249964711187,3.943858476277856
718527,2.5565484820261455,4.296182645218464
720138,2.413017504877168,4.022833079307853
721530,2.2437767059442817,3.747533924431881
722827,2.145001195626857,3.68438687404489
722976,2.1947871467805666,3.645011367964115
725776,2.3871750888469423,4.062733318369858
726030,2.3552063380155777,4.082684404552899
730441,2.3643375521098053,3.9421299254301934
737284,2.414059661142955,4.165451039407126
737587,2.2716067101844146,3.7100048196480024
739753,2.386077466665034,4.236821872266998
741749,2.376720145256642,3.941672287411606
743557,2.222965395336689,3.804407883548821
744115,2.2899429306345764,3.941022415163503
746422,2.071049778646035,3.587331908688066
746788,1.9891184512136795,3.4996498283186503
747734,1.967879118046784,3.4454714730190577
747946,2.383142870686762,4.162275931347228
749409,2.123948735534701,3.581120391711876
750378,2.458443010144616,4.118637253963526
751423,2.320755590933687,3.9065381165713964
753631,2.297292901254931,4.009987136536266
753863,2.4100458707163632,4.096699277196956
754115,2.352114016895003,4.060481189145615
755528,2.187356313649345,3.6750735647722084
758142,2.3409019754556533,3.931135541521861
758366,2.5384060658677656,4.3284081918645265
759122,2.15852879806967,3.6261342079903285
761740,2.2244768358965814,3.6743293793555165
762439,2.2662439024973677,3.8591364404551034
762543,2.3944058313616634,4.057925765205758
764149,2.2119933372057696,3.78227236091566
766253,2.4725859291848833,4.246763604585454
769835,2.1815021913623482,3.8120544880087026
771812,2.076871144527578,3.6239010226795396
772795,2.3278917096554093,3.969999040745397
774092,2.3522731720015617,3.9566532052745336
774099,2.1189903698743535,3.575112923061492
774391,2.1516507114610395,3.720633562410029
775100,2.2768258632631317,3.9737268982009066
775102,2.2308171763360276,3.8725289536481484
775138,2.2715081036532787,3.8716944304480636
777522,2.416861043405595,4.116163647642015
782648,2.1653912382867473,3.702384983279673
783197,2.1491629558756657,3.714354754477023
785535,2.141950602903149,3.7050607417684427
785687,2.367561273028826,3.887784372513222
788158,2.266415747238115,3.8894422322507554
789138,2.1677234533371386,3.6521555005277135
791495,2.391074088338897,3.97933263728865
791911,2.30668783105683,3.867616778103295
792138,2.4892365151163394,4.314815472805457
801055,2.2077698035336293,3.880295133924332
802100,2.349170586761335,3.92249324592339
804013,2.330286252483989,3.9705766257803456
805573,2.2612988930156352,3.874961325132929
806399,2.044346590557506,3.5432273077571286
808953,2.633914698679111,4.562666059321289
809077,2.536169601349633,4.182695568490391
809275,2.106358088742141,3.797937347177226
809979,2.450125475115286,4.361961281057625
810040,2.108442900955429,3.6382579162208284
810079,2.578014993919802,4.307546161584733
812314,2.3550372540883107,3.9749013136116935
812898,2.2265605378838456,3.7959163154845834
813290,2.6525010868618657,4.367795761865995
815290,2.4297116732369513,4.155824284039043
815420,2.2780316590988807,3.784861973264981
815595,2.3539975812870058,4.030303910798329
816037,2.6277941764577686,4.473086607919961
818239,2.076075501115508,3.5561819810700315
819294,2.331533629644777,3.94035414013013
819755,2.4149027303398247,3.9726715937039585
822172,2.328816724927573,3.9376524588416695
822600,2.5345375056510715,4.2522569195034015
823622,1.9351483184338714,3.2754946298232817
825223,2.3049764280392244,3.9993661363615813
826343,2.287556831893416,3.9555409476722683
828524,2.4366610392893366,4.161575099537893
828742,2.4288466597226486,4.1318246566266765
832006,2.4553485460379934,4.186262038157606
832271,2.425265672678479,4.119783582743587
833565,2.444132930299227,4.123444268584204
835717,2.205598116905908,3.6312701623268024
838316,2.64350728107032,4.424480389444216
839186,1.961616083514894,3.378506658451313
841347,2.26549806262848,3.9075777618124365
845628,2.3528044342648036,4.010073193765994
845904,2.320000333074309,3.9048580755744853
848077,2.161274100333182,3.684045010323288
849324,2.453806365326437,4.153253453480946
849719,2.536170368341293,4.256487323236842
850574,2.417325947746598,4.148724141308571
850949,2.46888193031627,4.238489182008657
851280,2.578708664441278,4.236059083763039
852550,2.4991193868741695,4.199677996774426
852685,2.2933964701551632,3.946068679578452
852969,2.4473728449668952,4.093624559140911
853138,2.162038411038843,3.6655478582494134
857056,2.1746239523224684,3.5589332142206884
857229,2.2026355341057884,3.667994787593028
861121,2.5813072842143647,4.38521152357753
861227,2.4594270497532253,4.104271815190182
866225,2.505898648233943,4.175595100918684
866805,2.2791247156839756,3.8554696372346595
867317,2.288611699380938,3.8185772189954332
868976,2.7064355617328966,4.477723397110655
871519,2.562944935780278,4.339905786107424
872692,2.390546436121774,3.968134066956454
877112,2.4373966533197846,4.198245542062076
877941,2.2752831899835697,3.879153044560046
878138,2.169525153663316,3.685103172451469
878761,2.2218306593352652,3.7310938303280783
879323,2.35491615295376,4.024358503429128
880191,2.1204148561182037,3.735535931129914
882560,2.3047829511115365,3.9625939681876656
882882,2.530201373204658,4.293398629431662
883138,2.543217049672712,4.274762956480415
883483,2.343967993377107,4.11251645950702
885883,2.205640346941315,3.7737761764404056
887607,2.0532077984544954,3.516743032717036
888493,2.213233497716312,3.6949818812764894
889185,2.1842014525641624,3.7039277525364502
891929,2.329047237341241,3.9834336281628078
899202,2.36079895564853,3.9395793075520014
899394,2.2493781736864027,3.859098403272251
900764,2.173664098613737,3.782404349407613
905120,2.1958991246927817,3.6607467534321536
908471,2.335761500179238,3.994857604502231
911121,2.367757594410638,4.054255980847061
911283,2.37121384314549,4.163777872689156
915188,2.473137807115495,4.2638429211661535
915871,2.3616141583470682,4.013820822821334
918463,2.0678426061237762,3.5227059658165794
921583,2.438527379246718,4.2493248262694
924745,2.392881547620938,4.082886142517876
924991,1.9881533220523169,3.360515538654163
925864,2.4515295668315558,4.138692269157103
925899,2.254035965493507,3.861781303233007
926206,2.34064627196397,4.024875813493859
932039,2.208855561868685,3.6362464517477933
932217,2.235454259712939,3.7518289468104142
932602,2.370064432287875,3.9744679139140633
937186,2.429810119739868,4.082069309020247
940417,2.404239899068536,4.1469304581175255
941666,2.5157376204601376,4.2284613075231
942110,1.9915372363772466,3.4833997219728072
942413,2.1392040452800996,3.6396582821732264
944638,2.370877426546109,3.9185727667488734
944719,2.1970793822564136,3.6831132544363614
945546,2.3497221820884358,3.951571396153744
952511,2.1028060828635744,3.645938115965904
953662,2.3076733806652974,3.9820853232761007
953757,2.1906007070133287,3.790984519449903
954721,2.358403381402535,4.011744119252668
954901,2.3125050091401746,4.020523500077594
955388,2.242873941853427,3.736488714481341
957932,2.1148763450747903,3.6785772759652797
959413,2.421785960753751,4.106734965954868
960753,2.518443758263669,4.282990631720589
961090,2.420677415961534,4.076164025277792
961331,2.42604862597389,4.2046869133144975
962020,2.3120918251414935,3.801570887088517
964835,1.9044981882327205,3.3228003246574835
964893,2.2569777921499106,3.8224873837644946
965555,2.1679188581623987,3.7466193538553987
967636,2.3439615502038116,3.99217780926397
967926,2.118590967305949,3.6422620520851656
968364,2.392032093056142,4.106096006572522
969660,2.305412561879399,3.9088830881646044
969855,2.671368725856019,4.365305557798054
971093,2.2673889747855873,3.816811454199976
973617,2.2938140565814154,3.8387876813177884
973831,2.1091060465952163,3.6759153251137473
974620,2.1389762715231804,3.714374255133236
974964,2.451635179913647,4.176176801585694
975757,2.2955588798717326,3.778373621731107
978467,2.2280152642792292,3.7993010561369607
978613,2.3559415828888812,4.022687903070697
978862,2.469260399887825,4.2598532590896
980698,2.278532643208677,3.8186820524825804
983330,2.416317175840181,4.012574841050203
983454,2.1020563375829213,3.6016395219201924
986106,2.1652927718035317,3.6992481465944875
990387,2.190978434749205,3.8191307787500346
993236,2.1352747087605315,3.6710807650860326
993837,2.36658640921165,4.037240463349086
994890,2.1849248517438102,3.8108521067155534
995111,2.4247163787279837,4.014903395162991
995807,2.3045210884662177,3.8635383049846546
996455,2.444493570553806,4.102473703640248
998161,2.3294116639095663,3.989808652074625
1000720,2.178055700368296,3.614140289837593
1000994,2.6854407002640013,4.502953160875265
1002969,2.19118749474136,3.6691867370204223
1005821,2.240619104402044,3.77287570557704
1008028,2.5080612685539667,4.328608372652913
1008630,2.1434412419881763,3.758090862688232
1008935,2.372965089197592,4.083427669352467
1009409,2.1924752516999138,3.7126626947468186
1010205,2.1713282552589126,3.786439573493978
1011649,2.1080009859148867,3.6138614058188785
1011808,2.1838851729880076,3.806222107601101
1012553,2.4639154975427564,4.263553423851592
1013908,2.2245181719344425,3.723950061796296
1015492,2.1451280995134714,3.689379683866292
1015904,2.3506291545453473,3.974811522544089
1016943,2.688657618527554,4.627845431767815
1017758,2.4407046984075937,4.167515934694332
1021390,2.4155671286002383,4.212498655043276
1022339,2.5171421426612675,4.44524330880864
1023315,2.0312984929521924,3.5617870813525103
1023906,2.1706363077878206,3.644851968692603
1024440,2.204144471906502,3.7380896229978124
1024521,2.3381814313235445,4.0656831826569375
1024751,2.452748727343214,4.057162972543663
1024817,2.3823437712476556,3.991854747704725
1025403,2.1714970305713606,3.5886180618475674
1025785,2.354672853965458,4.067511293482046
1027344,2.5671483361004266,4.34823522025244
1029923,2.291104849587696,3.9485559866788167
1030940,2.50795907405497,4.31689356722615
1034569,2.2838092695008183,3.8618330490502144
1037162,2.259011385098623,3.8851721127459147
1037196,2.3920759844254564,4.1659410882464725
1037763,2.2735471824572793,3.8557115503777992
1038924,2.3292138841377104,3.9810658470528493
1039973,2.4558930203491194,4.056894600222438
1040084,2.187791190142646,3.7305410818479277
1043049,2.2747852214447737,3.896863037987386
