,mixed_layer,mid_ocean,deep_ocean
2786,1.2573548975248876,0.9606479365227026,0.3442072793097183
2901,1.2152304204344928,1.0112446886560884,0.013112887878076185
5004,1.2901163611236433,0.8904081373793667,0.21985576977741694
5038,1.3104841213673541,1.119090701875399,0.2865217014771675
5346,1.287868426281019,0.7501282043048039,0.345394260784071
6016,1.3508772360466637,0.8135652452268949,0.1923546469861226
6120,1.307140442155672,0.8826718422734753,0.26204614317985386
9563,1.533193944435665,1.1214844639857344,0.18897660566770447
9581,1.22579765341663,0.8076865846177044,0.2155811884131995
9877,1.4227421998188823,1.017049154261104,0.37028738625323354
13194,1.30909886951005,0.9805660911385872,0.4385449139626296
13585,1.2552335145178204,0.2838110023156567,0.07626420710859183
13769,1.3939258229174374,1.078101943247882,0.2517095232190081
15776,1.419861199722183,1.200985913198507,0.6808126848766345
19468,1.3160832462085037,1.0595673526285956,0.1057995528971728
22019,1.3484126550337727,0.9314146457563192,0.5574335674497423
22567,1.4735868870668103,1.127533272315179,0.6158440112314256
24094,1.4757902235973144,0.6504457977372458,-0.16870067557211343
25818,1.3642809857629807,1.0121476740876647,0.20353884967324176
26647,1.2299873409063236,0.8026760783723802,0.30735247377170716
29956,1.333055304109322,0.7903881425163091,0.14293405759057665
30535,1.3192996455818284,0.7745023270138258,0.4107947117990065
33039,1.3454503999626124,0.9503513117519976,0.31604416856727535
34871,1.466288565285369,1.1402971877944845,0.15394094379726897
36954,1.2535626486069849,1.0454502519309676,0.45190985207806866
38247,1.2527663594645295,1.116592860308379,0.46637104251650563
41330,1.4285570037311965,1.0588961026491785,0.1765737003123815
42646,1.2502874467046112,0.8429853485765711,0.2500622311547279
42785,1.3104031503067564,0.7187649104446224,0.28110611249466866
43322,1.362116176114157,1.0655314279841117,0.15161476871387436
44325,1.443362375217807,1.1062451520817334,0.6124153071261289
44652,1.1794593735534815,0.7264354476705956,0.24510989208078593
50056,1.3282038788983659,0.5540215624855342,-0.021898123664485403
51743,1.4571020341591014,1.079145370542548,0.5801532961757099
56868,1.4427604302845407,1.100026995191695,0.16674948221547392
57077,1.2936713287671182,0.9292870415374488,0.03342518217474566
57705,1.4409922649193416,0.954096891106333,-0.058797655241356495
58900,1.4854859398716715,1.1434481990324172,0.003692413629763136
64361,1.2394060776572067,0.9698157913208325,0.24891293275140214
64612,1.3144035535758796,0.8896577943059414,0.40437109962411366
64903,1.4643999899577032,1.1334503247505436,0.07633102686722171
64985,1.3251496645889214,1.0247903672727796,0.36557187068012986
67694,1.413919971078005,1.011077059927235,0.1715259810055768
68986,1.4156409271176496,1.1477369888226123,-0.030254960038579526
69541,1.3624801034874898,0.9713751208844522,0.40961332634826386
69979,1.2736301615817816,1.0007555373723673,0.3281087333756183
70325,1.4853701358792066,0.7181376610069963,0.030802127480835106
72139,1.3545887949201694,1.0156353149819348,-0.07203714666094785
72520,1.358744124547517,1.0729212750146382,0.27542406730452695
73922,1.1931695535727849,0.8515726724307116,0.3425984119308756
75033,1.3509349810256106,0.9955108772199447,0.08931678022314393
76914,1.368197595883554,0.9971039071276722,-0.11733772865680392
77258,1.3336947507997998,0.9043581610787454,-0.1068475639053037
77427,1.1240255612878673,0.7975138682462712,0.36318634889088286
79370,1.3165240820620698,1.0029978639221468,0.3763479291439291
80563,1.4093426599177346,1.1404550061763599,0.273359387551078
81278,1.3313081648863205,1.046643215221938,0.2344832145361887
81592,1.4313788510326493,0.17334027326662382,-0.09103731494425704
81643,1.272696779472971,0.7311901330155774,0.23713678206928734
85666,1.3750707444791392,1.066336378708244,0.3051917739724912
89496,1.543151876250283,0.9260824364817664,0.1508658415704418
89842,1.4783505783426052,1.0906445637281141,0.13174205046330922
90327,1.263826082152136,0.6743594246958329,0.1533254417886447
92069,1.392051742466298,1.2492229583356964,-0.18503696667693237
92864,1.1580271275392195,0.9521585404752015,0.41036519738151855
95235,1.326077011468604,0.8164124273097864,0.25510872842729926
95869,1.3091528613160799,0.9185692461467435,0.2685769174614693
96826,1.4319593277967533,0.7214092318130061,0.396313891155321
97396,1.2931929819482764,1.0238102942092704,0.03701180329471432
98202,1.3070718969641557,0.9323498383620572,0.2317506476573885
99476,1.2535368929535922,0.7655344673584445,0.1053797724192358
101793,1.4516981986920874,0.9610330315602924,0.0025482925470838858
106903,1.293542154496014,0.9286647857334589,0.42016370466199193
107117,1.290180955538677,1.015841319560645,0.10716162334730484
112839,1.411175423615817,1.087054619427832,0.40302495962751395
113685,1.325846596497457,0.9633267694380735,0.37703372042559236
113888,1.2980523176865795,0.9696398900385413,0.23215506893001858
118835,1.258934192818683,1.0344574068541241,0.21059682644854616
119039,1.348341583630941,0.6308582239423796,0.23344455050555102
119139,1.351609926869016,1.1777959929625914,0.34096161514392886
119893,1.3509183785031889,1.1677968234358231,0.8452086974228288
120965,1.2648370779489455,0.6644145773467508,0.24851362921414466
121182,1.2606678055462266,0.6923562955631846,0.23864774650891385
121795,1.2268957497505897,0.7409840596266142,0.29539955922710637
121884,1.212208718715801,1.1084599807247475,0.48848900186869004
123143,1.2136113882563233,0.9730919423120952,0.5546632044710069
125469,1.307421503575665,1.0431857828899727,0.6124488049460316
127215,1.456885158444064,1.2007252151672636,-0.1202209669794807
128486,1.181174844661872,0.8244093735699943,-0.03367329413647413
129818,1.2064615454376986,0.9159912729120178,0.4834940414456764
130496,1.1410593467161045,0.7893241194069741,0.37927767187381833
132384,1.5530282553532462,1.0465828231495526,0.23598363222156338
134380,1.3702470803754774,1.0985644279772306,0.04953114809336501
134950,1.2413051434797122,0.700240881196421,0.21437381309682457
139975,1.3238658640087264,1.0567703036366467,0.6579776715685984
140404,1.3555552424051258,1.1204921978974631,0.018089649629061455
140668,1.5228991430477048,0.6928843658371828,0.01570310842526146
141139,1.33345500130702,0.5596602105771828,0.026214981270955895
141353,1.1659648876911815,0.6994985921247887,0.22798310418945
142364,1.1657055595803736,0.9450576953673512,0.42220543195753935
145453,1.2888795685782746,1.1046152876387787,0.4037658110180715
148002,1.251408517100538,0.5769350931722674,0.005066533590817324
148401,1.459995377150745,0.925954261882122,0.22170893620123178
149343,1.391103058595688,1.0230684327051076,0.2969036983407485
149569,1.404536911499593,0.6451577041734794,0.05971835255048974
151295,1.4483917737345056,0.20787617946302572,0.003034097409162606
152689,1.3066177057814472,1.0616460133127226,0.3710391452159587
154985,1.2724213329922511,0.9955145213931759,0.44405425050861125
156501,1.24011368688719,0.9384547672118242,0.3971777306262687
157828,1.399196414225802,0.8522127245358839,0.38883922697928663
158489,1.2415114709661004,0.7931124372555344,0.3560962248151348
158660,1.3124007946105618,0.49422184825389914,0.006312223368579062
161775,1.3234751797377022,0.8677225003012087,0.49446945110867013
163837,1.338398952521299,0.9976394279043358,0.6379923215704767
167743,1.409719107802638,1.0177039412167475,-0.03729655741895055
167904,1.2531997021704726,0.973885503642314,0.38561399030543897
169111,1.4275596749420418,0.9014042238660628,0.472070818882126
172703,1.1639169352579415,0.908186621529959,0.27790656137403036
174227,1.162722789834469,0.8824733107330404,0.45150864217558573
174262,1.3725368995446954,0.9822672919724721,0.04305430161914969
176865,1.2224956449930557,0.5457506685708776,0.09374819763194442
183750,1.4289018552554205,1.0639539110506249,-0.05198658516862398
188286,1.3346310945920181,0.9813514769198594,0.20539354396056908
189506,1.1503797574529024,1.0127207707027137,0.3662829948921864
190269,1.4447302550153904,0.8370919186739479,0.2347477636790899
195129,1.3214829314265488,1.0613929146443808,0.4114829176178654
195453,1.3481999062269772,1.13009857072515,0.44157431665082736
199945,1.2273459908141122,0.7429454268757508,0.22822611047608776
200780,1.3173076685330187,0.9687132214452326,0.027011121825065598
205068,1.2665193893719535,0.9943725516052305,0.3080714789060547
207641,1.4085385493657863,0.7041504336377326,0.061754165079480616
208398,1.2879592934571322,0.8555513944489949,0.347200937883258
208882,1.1756594954628246,0.8516010498779968,0.5208070294385264
209601,1.4293655801516527,1.072339726939438,0.4051906264705476
209931,1.3704139499295036,0.8118625483408851,0.22020227388820224
212953,1.497708589105807,1.2113411640799319,0.783560933674682
213060,1.3215182518024573,1.0391345090544926,0.06479495954232928
215331,1.046111125496168,0.8656127481899255,0.27252773724061485
217003,1.3096224494742266,0.8186682506069729,0.338891993732781
217159,1.4254061182315625,0.8183441264296003,0.25745190316179345
217226,1.4782475572158997,1.0396783292481993,0.054034118741487336
220051,1.2506746149313843,0.9495855864123304,0.39802827407595687
221808,1.3559699212895437,0.7184443791858072,0.3564653121868874
221853,1.3221315822598612,1.0034720050046728,0.30995106027000685
223384,1.325571757300853,0.9945092452150328,0.3212279653030865
224808,1.1893554666053898,0.7992461884765304,0.1804877666396255
230253,1.3154129773935619,0.9502993171088004,0.0176006919737125
