,geological,slow,mid,fast,co2_2023
2786,154.80698964457258,102.52086776321968,33.51508044836627,4.63871034858026,417.35882039732303
2901,154.80698857407432,103.29056217122881,36.168677962023416,5.23884675489977,418.6819502906503
5004,154.80698729831488,102.89359519146024,37.31513126369129,5.589214114875765,419.5364015403439
5038,154.8069911238878,103.94674993636332,34.496937932212305,4.817992911783329,417.7824814475934
5346,154.8069881906728,99.85041280938411,28.74903549572472,3.683979892053858,415.80095487979145
6016,154.80698805641453,102.09392525326889,34.04311202488403,4.778358449979796,417.77062948650365
6120,154.8069911008834,103.346503280177,33.01877435059451,4.487867043548232,417.35541818961894
9563,154.8069892237162,104.46159737554926,39.051559033672326,6.149587522273633,419.7706124341741
9581,154.80699678589528,108.284420704225,34.137424593858704,4.465848237287145,416.6063865950947
9877,154.80698965659923,106.50011218749556,42.897803991363695,6.989094402278857,420.3053651713226
13194,154.8069951080636,106.66181869137678,33.609506475823906,4.47407682619389,416.3610870862684
13585,154.80699310190442,105.76170792705334,35.159851614663886,4.835185288269231,417.3826744756524
13769,154.80699249077173,102.59232226293234,27.99600461541265,3.4367198651856654,415.8861074761562
15776,154.80698738363137,101.84531129222651,34.75848075728012,4.991346766438347,417.99383682167974
19468,154.80699305698545,103.44063208474549,29.826168570846832,3.7952933329592637,416.37718501627063
22019,154.80699117044426,103.83430939855076,34.27983426483657,4.784074472906712,418.8549885725373
22567,154.80699218585914,103.09210642060123,30.28271585955671,3.9144610700118316,415.3842347521461
24094,154.80698473234452,100.75598994366239,36.29225387868795,5.4978266701945255,419.80149981700015
25818,154.80698617936218,102.13278870928156,36.709108509901164,5.477701297715323,418.8618711798358
26647,154.80699788732178,110.35966374909864,37.59328477144051,5.146893272202182,418.07522871906383
29956,154.8069869748327,101.38486224849571,35.124223941056435,5.136892560318658,418.6533898206492
30535,154.80698576496013,102.13706239963234,37.70006161914911,5.786644816785722,418.4747891940092
33039,154.80699066314676,101.76266418017148,29.396444888564922,3.757729653384334,416.0152431445274
34871,154.80699551858294,107.02004824636204,33.600356848634284,4.4038892034423895,417.2933747377643
36954,154.80699010061372,103.00910383871467,33.57964842344135,4.6307797521611915,417.5382205308284
38247,154.80699052575778,103.58457878289084,34.70652873135721,4.907303804167745,417.5168895255266
41330,154.80698723490445,101.6513126058939,34.85817333926669,5.032872822218468,418.42974300765303
42646,154.8069907767152,102.16677704286376,30.02351103079767,3.8589937225960593,416.7309491806279
42785,154.80699311944147,106.70348266837321,38.04427194285813,5.559740129653051,418.5286864602184
43322,154.80698114089995,97.83547652747897,34.38352415699471,5.162509154423321,418.50726962080967
44325,154.80699609084377,107.48167454004813,32.69028788591163,4.163878382264051,416.1836023361052
44652,154.80699561856932,105.47171248504655,28.53477574468803,3.4302217276281204,414.5461001140668
50056,154.80698660663128,101.9556026027668,35.863185237420986,5.260440619619045,418.41814552591484
51743,154.8069860784543,101.47845473722273,35.45710108135752,5.180731769200449,418.73027860446825
56868,154.80698694374723,102.14219306195302,35.889123497894616,5.250413255099495,417.90809425695005
57077,154.8069959635985,106.12577526867516,29.17675516818148,3.515311631311238,415.52350850019536
57705,154.80698402781942,99.44841234083208,34.039075427787985,4.955953180552881,418.19102434791125
58900,154.8069856485515,101.9321889274525,38.795718184961615,6.229796913018653,419.95218420942354
64361,154.80699257139793,106.31327876217901,37.87419550644938,5.500014361437818,418.6609551905683
64612,154.80698912284126,104.0761415763722,37.66094500110272,5.620982739025231,418.1344454110107
64903,154.806993620847,106.02767544585863,35.34469917641651,4.9324169413705246,418.1745767641203
64985,154.80699330716442,104.87798793904375,32.415984647041874,4.261175387710649,416.0621556907557
67694,154.80699322797423,106.55077766184164,37.37929006844243,5.416941010559445,419.76339956472987
68986,154.8069956011208,107.85804714907712,36.19525928660135,4.998927797385284,417.8678016283395
69541,154.80698721765197,100.50880558961462,32.83920746573083,4.6732840573911245,417.50795383955756
69979,154.80698436618067,102.9157842007278,40.669762217305426,6.512924053271836,420.4918468758548
70325,154.80699009178244,102.0682897787971,31.176109230245856,4.127208057350313,416.6592654307064
72139,154.80699663664316,107.97989250255101,33.50698131800634,4.376654495480467,417.9866430594203
72520,154.80698827007686,102.94555428137629,36.262248264265594,5.304301082556861,418.6517023251893
73922,154.80699061532545,104.99804485611656,38.040712800907556,5.601819915233691,418.735896125343
75033,154.80699148114064,108.08126198783644,44.4341040548299,7.342227743675406,421.21784416660466
76914,154.8069869755738,101.59110747010942,35.22731700421171,5.144673332424904,418.87855313366265
77258,154.80698554763157,100.58098229100564,34.213051815106965,4.91532729319046,418.3742159388662
77427,154.80699101980446,102.20040900398435,29.95000759868996,3.839154244954593,416.0576525263218
