,0
2786,0.3240412019780608
2901,0.6725748976036852
5004,0.49300930847051816
5038,0.41248106046218613
5346,0.3546361997538084
6016,0.6057580878121925
6120,0.4854862174966481
9563,-0.11587334158383755
9581,0.5632832706142169
9877,0.08722146687900548
13194,0.3455655181397986
13585,0.5114020056861016
13769,0.3579413504070109
15776,0.06754438157786707
19468,0.4837702373045103
22019,0.7628795120484555
22567,0.036509832311630824
24094,0.5731072033877616
25818,0.1872419833556791
26647,0.495365293584161
29956,0.5419328154817351
30535,0.2789821813449529
33039,0.3167792780085448
34871,0.10669502687838885
36954,0.46207320807582575
38247,0.19369801111696786
41330,0.4618693863066031
42646,0.4265630658483089
42785,0.13181985021760534
43322,0.3129273404954881
44325,-0.026111136885569312
44652,0.6698296694833256
50056,0.3311614832947744
51743,0.2805333887551598
56868,0.2020418062289415
57077,0.04214360707749466
57705,0.37744984081670163
58900,0.48885349358401975
64361,0.6127071388447761
64612,0.13085408922698952
64903,0.33593475651394783
64985,0.5961741003963592
67694,0.24295701421963634
68986,0.25984795815599093
69541,-0.06134760980571621
69979,0.440973942651539
70325,0.18398213236919048
72139,0.2771371599026668
72520,0.1482476665882569
73922,0.7984047220231386
75033,0.37592000218889976
76914,0.513864951632833
77258,0.48896952291656304
77427,0.9232592170759648
79370,-0.021998212611805346
80563,0.3378804774115159
81278,0.6442680208121188
81592,0.357335837417327
81643,0.5301698642456735
85666,0.44608055739236807
89496,0.05746098405308245
89842,0.4018173892403493
90327,0.32349647920750996
92069,0.3589768541874372
92864,1.1872284143362473
95235,0.5624035955569775
95869,0.57788487473156
96826,0.22081752540356944
97396,0.47866544585450077
98202,0.5953286145511315
99476,0.5178660800043338
101793,0.1441390695907403
106903,0.40081750316315695
107117,0.4558425250263929
112839,0.2284587143370178
113685,0.31592373759372866
113888,0.47502066328935005
118835,0.276237808013218
119039,0.5441696408152703
119139,-0.193123475993023
119893,0.47902708763478047
120965,0.5029503919429601
121182,0.4841202406865953
121795,0.7551025152827253
121884,0.638053209319481
123143,0.4583528779598486
125469,0.46408972595823894
127215,0.4200142548058793
128486,0.9396671592057423
129818,0.8100426154511464
130496,1.0670767690785294
132384,0.2737816289778676
134380,0.046823373109277866
134950,0.6125372172481844
139975,0.31631287198419394
140404,0.5912135893488161
140668,0.3637879921910248
141139,0.3458266562673784
141353,0.8834986180119875
142364,0.9375714164485549
145453,0.7927001215337994
148002,0.8056075260986103
148401,-0.098960044803029
149343,0.7345758997632733
149569,0.5871285180964039
151295,0.06695964295672895
152689,0.39724965835404497
154985,0.3061509617486557
156501,0.6733073275321714
157828,-0.27213006385795213
158489,0.6801925735187752
158660,0.7569891206626137
161775,0.3343354004764988
163837,0.14885891869680956
167743,0.523117407097137
167904,0.19315800386239412
169111,0.38500768308633293
172703,0.9950463946760799
174227,0.5082096787695191
174262,0.2992540981956112
176865,0.4757867111777579
183750,0.41729550055058073
188286,0.4935123789577197
189506,0.9235953406310736
190269,0.192639010130215
195129,0.6474242706795588
195453,0.33853275183303455
199945,0.6391368077408197
200780,0.3401237306000982
205068,0.4548432386190594
207641,0.1557711244019811
208398,0.17075099753978673
208882,0.9703872745879842
209601,0.2859966594265029
209931,0.275887536115512
212953,0.20258153361928677
213060,0.3630361084194273
215331,1.6411650909591946
217003,0.6164826972716942
217159,0.08773333530289007
217226,0.4185598418477052
220051,1.0549675444345041
221808,0.20030092623879464
221853,0.5371279122025499
223384,0.3160885441189481
224808,0.6685511005496327
230253,0.7483209818175615
232172,0.5769735220661111
232506,0.5604015375273207
234254,0.21010205364256776
234865,0.6798146237102061
235078,-0.25319244588567924
238195,0.5794681476005721
238267,0.8346137792658312
239841,0.6939377629440872
241555,0.4419248837425429
242404,0.07116814820614475
247612,0.47034131531732026
249664,0.4541698681800935
249827,0.7369673877291962
255375,0.38534171749556845
256899,0.21346783416659562
258265,0.9448964432467954
260903,0.13168541866574623
261475,-0.056893776753582176
262649,0.6892331715696115
263424,0.025494874302794568
264288,0.7456770503357368
265211,0.7283634051018038
266589,0.5404849276691612
267831,0.5271954383374277
268229,1.1445406651634644
270829,0.49238073537822397
271462,0.6444750693125427
271492,0.42877771100814177
273300,0.5183884088395493
277306,0.5835480756085786
277740,0.25280629525966747
280031,0.6717276813219356
280461,-0.0038981322859097944
281734,0.037889996909466234
283101,0.35845947675858175
283136,0.7322233705230371
283202,0.45775165314773303
283257,0.28001181917672974
283499,0.4711578844136553
284692,0.48451778888858665
285130,0.49646134778067913
286718,0.5953333960520839
288714,0.8736221892173441
289571,0.47355222748969683
290137,0.3770005526213718
291909,0.9750802655904321
292672,0.475494258436325
293167,0.37354677515642765
294400,0.3521990036186031
295550,0.5569330853372749
296225,0.6639276607318159
300443,0.33945627178618515
303392,0.01579035365819552
310505,0.31995331475627536
314455,0.43050219284898505
314978,1.0707482523826242
315323,0.4229140612914374
315351,0.021154159325698446
315442,0.35572812690347533
317511,0.2227155490673044
320469,0.793447769971579
321115,0.21614831723693295
321475,0.5740744428267642
324049,0.18054762276811115
328259,0.7893476323876731
329230,1.2072130446009572
330317,0.8129133154827938
333081,0.350614590115391
334804,-0.06234457914326663
335624,0.2061089201820388
337938,0.1225834849839686
338665,0.2740324141526178
338700,0.7476403381351404
339708,0.8769197129355211
343585,0.41547413816994383
346813,0.17136071580050455
347117,0.6088764791872714
347221,0.7873007594695438
347511,0.5003042020571586
347749,0.35897437609268745
348894,0.7265290462213337
351224,0.9684662704261494
352498,0.6467884348648718
353144,0.45695286297564874
353206,0.1443631323903733
354277,0.6851786928138636
355875,0.3288607200690033
357912,0.21267394779671744
360047,0.016637433188907758
361594,0.3992748905931657
361852,0.403481096273854
361918,0.3227116451697488
362405,0.42004379562938526
363700,0.39855488008476003
364025,0.7763462912686783
367454,1.103655857408047
371681,0.8198311943862148
374920,0.5177540444457055
377508,0.6816613830539506
379373,0.5277350304452784
379581,0.8820368015848681
379765,0.04999021151324043
385243,0.16075785509654272
387518,0.7769462191186957
389937,0.24696304694103108
390157,0.4643103100383314
391343,0.36591523179778324
394166,0.6383684568535306
394446,0.7266408186472147
394806,0.8186473761038829
396340,0.7141517543128973
396680,0.8899151760896893
396896,0.25611066146490963
398055,0.2960228151984106
398715,0.5577769077391872
399547,0.13627157571092088
