,geological,slow,mid,fast,co2_2023
2786,154.80698959642214,102.52056800686464,33.51412374820029,4.638143908048301,417.3579641769056
2901,154.80698861504564,103.29145163647084,36.17174716842897,5.2408842025299505,418.68476663138375
5004,154.80698725759387,102.89429919974582,37.31765660554359,5.591009164401861,419.538761435037
5038,154.80699120558216,103.95004185191955,34.50764057860013,4.8245344447213,417.79212709884337
5346,154.80698821077561,99.85091938558776,28.750430918006785,3.6846433085825723,415.80215984081974
6016,154.80698801748522,102.09481030153835,34.04599948888639,4.780123670013921,417.77323048960864
6120,154.80699104716206,103.34680882436119,33.019725418611436,4.488409250017477,417.3562630527956
9563,154.80698919948398,104.45135088232465,39.01351824416057,6.119862525561323,419.7339707802755
9581,154.8069967303115,108.28702655066017,34.14545525621149,4.470229355966225,416.61344020901686
9877,154.80698967593563,106.4993490703476,42.894720103834274,6.986442622978942,420.3023127619781
13194,154.80699511363179,106.66165446718426,33.609001566036135,4.4737960194453175,416.3606409105533
13585,154.80699312363433,105.76381275926164,35.16672016163538,4.839319285235181,417.38883089859866
13769,154.8069924622978,102.59239931697958,27.996204888740504,3.436806688092657,415.8862785007849
15776,154.8069873610473,101.84471939262276,34.75649927153583,4.990076492652435,417.99203148010463
19468,154.80699308594035,103.44809139724268,29.846843857375934,3.805244522522726,416.3950735707559
22019,154.8069912294551,103.840385036701,34.29947128421502,4.796029779903249,418.87268089306025
22567,154.80699219899694,103.09258353828179,30.284065550375498,3.9151333726897,415.385408567607
24094,154.806984689562,100.76284656626558,36.316621267712186,5.5152522297076,419.8243500482626
25818,154.80698612393954,102.13272719353658,36.70889020028156,5.477548302392193,418.8616678619504
26647,154.8069979079216,110.35998589707452,37.59436934932992,5.147564342686398,418.07620465037115
29956,154.8069869846953,101.39503595501168,35.15886181390755,5.159963150258019,418.6852734492262
30535,154.80698577345785,102.13913353916448,37.70763374423128,5.792266356332823,418.4819589346256
33039,154.80699067814285,101.76300447156574,29.397387945045473,3.758182234410305,416.01605850123985
34871,154.80699546142154,107.02017777834202,33.600753671788965,4.404104278388937,417.29372295373355
36954,154.80699014173842,103.01158961862477,33.5875617113561,4.635446727363823,417.54529693051234
38247,154.8069904874375,103.58340300288084,34.702667139541234,4.904892326351639,417.51339085208963
41330,154.80698715101883,101.65323036096468,34.86462736979526,5.0370563445057055,418.4356400796629
42646,154.8069907120378,102.16759124404554,30.02581329532662,3.8601237750226094,416.73294370034637
42785,154.80699310227158,106.6983256896795,38.02606723122535,5.5471976331586035,418.5118225893408
43322,154.80698109809322,97.84086796708455,34.402108458725685,5.175260283870788,418.52451987052723
44325,154.80699616036975,107.48248719088419,32.69269120043031,4.165100667160682,416.1856869736496
44652,154.80699562493388,105.47216129528994,28.535934980139753,3.4307119819707554,414.54708566907976
50056,154.80698664330518,101.95435144548847,35.85885196752155,5.257520548794974,418.4141510594798
51743,154.80698611494594,101.47938722520863,35.46030542786622,5.182866967840727,418.73322453727155
56868,154.8069869314135,102.14107667585576,35.885261049145036,5.247820292018671,417.9045378480518
57077,154.8069959601559,106.1295457931181,29.186684510520468,3.519592464753463,415.53195386633934
57705,154.8069840982249,99.45153406917122,34.049536863087305,4.962743877675913,418.20059379400055
