,mixed_layer,mid_ocean,deep_ocean
2786,1.2615537594055173,0.9629772283808541,0.3442768187364763
2901,1.219144021107592,1.0139829576133639,0.01313412522686197
5004,1.2929933012438584,0.8909285781088266,0.2198605452962873
5038,1.3144308454102425,1.1211584217514847,0.28656596061759476
5346,1.2919904949219077,0.7508746393576258,0.34542946482982684
6016,1.3578343030131967,0.8155355895440004,0.19241234414848152
6120,1.3097984164165242,0.8834740655104308,0.26206180199796403
9563,1.5394652972107679,1.1228465877436982,0.1889800864918133
9581,1.2303808558991196,0.808621574567671,0.21560118146245255
9877,1.4277649133534855,1.0185751453427376,0.37033772754766436
13194,1.3131080672955966,0.9823753594516023,0.43860656835722733
13585,1.2613467791852866,0.28406557946880884,0.07627492513233147
13769,1.4005967156861312,1.0810953368674479,0.2517764076109408
15776,1.4245546574885928,1.2033537116307407,0.6809850511692728
19468,1.320731384215187,1.0616109781229732,0.10581754647265085
22019,1.355409818038639,0.9331607636217653,0.5575847584144439
22567,1.479152895238344,1.1291180823956521,0.615948896302118
24094,1.4840475460952103,0.6515706731118103,-0.16869209991666434
25818,1.3673416103114338,1.013124183384594,0.20355102545696235
26647,1.2325838444087274,0.8036210308573103,0.30738434237682977
29956,1.3400825669211502,0.7926246949415374,0.14297528530342385
30535,1.323129281232633,0.7753314954873263,0.4108442683182567
33039,1.3499981773880543,0.9514102573839333,0.3160702817695774
34871,1.4727381317664532,1.1428696152833895,0.15396558103735614
36954,1.2600605512508982,1.0496708507014734,0.45208288144427766
38247,1.2557564472030531,1.1186148997147756,0.46641532314497713
41330,1.4350650664788211,1.0616153575477665,0.17661614721010221
42646,1.2540170131075472,0.8440378262916458,0.2500846180735846
42785,1.31527868920083,0.7193509293960233,0.28111649858727106
43322,1.3675256452572668,1.0677892613669786,0.1516326271210644
44325,1.4483079999624429,1.1081275636403247,0.6125548628759425
44652,1.1820602574125854,0.7269348510242695,0.24512059852469803
50056,1.3325815240908336,0.5544048353756394,-0.021893895383846673
51743,1.4617034817225656,1.0809119972313515,0.5803120893058751
56868,1.4472776588310134,1.1017871189157566,0.16677105931435177
57077,1.2987681487098373,0.9300798411073146,0.03342605500038909
57705,1.4473435381277509,0.9553676869180521,-0.05879091916165902
58900,1.4942764286887245,1.1473812486795743,0.0037278857381091157
64361,1.2440659692321763,0.9729183232326104,0.24899359701355683
64612,1.3170436460164787,0.8900938561585667,0.4043835148876551
64903,1.470902001832607,1.1354916298647297,0.07634985221097468
64985,1.3295441976409226,1.0272533527599403,0.36568357479978264
67694,1.420597044814743,1.0125165467594135,0.17153961590619315
68986,1.4210887188965704,1.150328675399018,-0.03023568684693101
69541,1.3662060888479166,0.9720595899494974,0.40962751488487414
69979,1.2774132215920369,1.0029136968502161,0.3281695332733099
70325,1.4934533957136669,0.7190763313599355,0.03080989287461211
72139,1.3597439257851693,1.0168862075714933,-0.07203452467332572
72520,1.364363565938258,1.0749886004760674,0.2754532707683466
73922,1.1967115611394126,0.8526873467633276,0.34264145649384714
75033,1.3567126874680397,0.9984072381637589,0.08935598928503541
76914,1.3751228941323066,0.9987020117763747,-0.1173337969310958
77258,1.337359681212537,0.9051763228526364,-0.1068427069557597
77427,1.1264342285090643,0.7982747679097781,0.3632167070225587
79370,1.3205647518799104,1.0046476790798202,0.37639836576868047
80563,1.4155586822531256,1.144276027034543,0.27344986192657683
81278,1.335411781278725,1.047797031753128,0.2344941127975837
81592,1.439933581587971,0.17352847792315163,-0.09103520146479249
81643,1.2780699128410513,0.7322309097003881,0.23715996411137974
85666,1.3809216247484142,1.0691829660649042,0.3052764547380842
89496,1.5517442172506293,0.9282205141283448,0.15090628771303427
89842,1.4842960007943953,1.0932644422560003,0.1317844369142961
90327,1.2681901376887237,0.674823045011022,0.15333360914194016
92069,1.3969938943740046,1.2516978089265807,-0.18503446390670542
92864,1.1597236177082146,0.9533451168979401,0.410460819523214
95235,1.3308182086861704,0.8176901571070536,0.25514185106977827
95869,1.31408366064099,0.9204798814928535,0.2686278628530224
96826,1.4389228193975816,0.7222443099669618,0.3963735278106648
97396,1.2970543778913561,1.0250566250700488,0.03701886805435528
98202,1.3127720437093646,0.9345347886761342,0.23179718999607313
99476,1.256429334144369,0.7662398678799773,0.10539258344124236
101793,1.456753290861781,0.9619799948779673,0.0025531282200146332
106903,1.2991005319644204,0.9313475448153608,0.4203057279021074
107117,1.2939941355931524,1.017817476137795,0.10718682710987848
112839,1.415704967859271,1.0887632067773774,0.403095523483346
113685,1.3307507466126829,0.9656596312683722,0.377142944656374
113888,1.3030971941439944,0.9721127710594194,0.23220644138785296
118835,1.26381406004752,1.0372158823774844,0.21062294033496698
119039,1.3555456474543748,0.6316048306933651,0.2334729501125693
119139,1.3546981912550677,1.1791311230178283,0.34097442907399833
119893,1.3556871647509645,1.1705677174149112,0.8456430741869112
120965,1.2677993409191632,0.664857820732614,0.2485212394511892
121182,1.2640493571952833,0.6928068294503664,0.23866328542724147
121795,1.2296814049908653,0.7419311582568955,0.29544757210174444
121884,1.2161983254682394,1.1111276024211754,0.4886088589347628
123143,1.216298577007541,0.9740369389861447,0.5547108301443611
125469,1.3117777714857959,1.0455528536999639,0.6126635473047001
127215,1.4631645321519395,1.2041019515039866,-0.12019508501985388
128486,1.1838671693543508,0.8247650943988615,-0.03367288817712266
129818,1.2103286275866663,0.917742870036434,0.48359820121018415
130496,1.1445790096576336,0.7900006604811954,0.37930202209715247
132384,1.559865943176333,1.0493196930983906,0.23606593726258218
134380,1.3767569986199888,1.101389219411054,0.049541099172071834
134950,1.2457430043748712,0.7011075729855846,0.2143974886997423
139975,1.3281030513509688,1.0589737098543628,0.6581793518749267
140404,1.359426661170472,1.1218302198835766,0.018098641870476606
140668,1.536164849333509,0.6942315140615627,0.015715579986642858
141139,1.3390256036849144,0.5603422256598458,0.02622228573831409
141353,1.1688123859818529,0.7002481080872889,0.22800947631802515
142364,1.168192303512626,0.9465672389410061,0.42228426826604915
145453,1.2919030132402642,1.1065627711688892,0.40385926638030756
148002,1.25625560066721,0.5778752865161487,0.005081087118468552
148401,1.4665226333801438,0.9281008290798899,0.221761127124961
149343,1.3963371888908869,1.025720548322905,0.29700064688267647
149569,1.4114068457892124,0.6469472680217391,0.05974578153501886
151295,1.4552984247555878,0.2080475124902652,0.0030374150847733983
152689,1.3111918517926022,1.0645363119922528,0.37112859733626813
154985,1.2769622569578805,0.9979594525354362,0.4441451757391671
156501,1.2429614318295508,0.9392033725758997,0.397197070373575
157828,1.4047119860861055,0.8530816317085748,0.38884937482436066
158489,1.2455188514546096,0.7937513545063907,0.35612125841414544
158660,1.3165411299869085,0.4945549770411255,0.006317680882326426
161775,1.327376948418479,0.8685171872097152,0.4945250335449384
163837,1.3423834261907968,0.9989906619319048,0.6381068772072148
167743,1.4153416651810986,1.0191821347408345,-0.03728733773384696
167904,1.2572433023598777,0.9754285493397472,0.38565872309638016
169111,1.4339802369836594,0.9033010990591922,0.47219939695673874
172703,1.166196249003333,0.9089710199316994,0.2779316014997435
174227,1.1666007144897277,0.8839069353719698,0.4515667922840484
174262,1.3800227287573668,0.9836096561230946,0.04305682966698521
176865,1.2255486992142361,0.5463493175918871,0.09376110089582512
183750,1.435881593300878,1.0656944764327023,-0.05198068965127567
188286,1.3399383353075325,0.9834021877897784,0.2054289038947138
189506,1.1522727918229851,1.0137076516715948,0.36631291689665013
190269,1.451523365833303,0.8385642498381741,0.23478433682367872
195129,1.3257369676466983,1.063521029399432,0.4115943377995541
195453,1.3539894826430157,1.133569723341847,0.4417274214240333
199945,1.2314356485233513,0.7444650353352057,0.22827594193886236
200780,1.3218530062634581,0.9696805789415223,0.027014309658869085
205068,1.2716734476876317,0.9975463187184531,0.308153028587283
207641,1.4155558114860227,0.7047061086681111,0.06175549664760893
208398,1.292796927126194,0.8568402893167871,0.3472353759556507
208882,1.177921678040661,0.8522398655855384,0.5208603139574329
209601,1.4339822506513138,1.0740153527136034,0.40526230603336577
209931,1.3766238949128646,0.813132729410395,0.2202330493161352
212953,1.5036524367063433,1.213942738671113,0.7838412722192725
213060,1.327563057789599,1.0423301457212522,0.06481665051899121
215331,1.047595467614924,0.8667859257665508,0.27257240208982136
217003,1.3146125025437339,0.8199837729401898,0.33895484909583495
217159,1.4310353446848505,0.8193750092138148,0.25748310294240473
217226,1.4826896839222226,1.041213809752937,0.05404763398447521
220051,1.254712908822402,0.9511040919320013,0.3981036293749103
221808,1.360168050133025,0.7189388419673332,0.3564865911969298
221853,1.3266203826858936,1.0060830331706325,0.3100446624515687
223384,1.3299199433088795,0.9958077244174983,0.32126739654530656
224808,1.1942172448707793,0.8015499612985194,0.18053698970650067
230253,1.3213266217164472,0.9528805746043668,0.017620807677388828
232172,1.2234051567862174,1.0242223166058841,0.09879889867244529
232506,1.2962840320312226,0.9078620083549986,0.262247293743733
234254,1.402920111753827,1.0355095534565946,0.247821190825248
234865,1.2470088488716846,0.6994255291673327,0.31277097338816306
235078,1.3767542244356004,0.43777785415054193,0.19984840711487817
238195,1.2891233588619257,0.9030708140006543,0.06761293945427338
238267,1.2852098011384343,0.8959535916424199,-0.02780393311782492
239841,1.2654502881903262,0.9139598171979875,0.45728900350949186
241555,1.3694709753658694,0.9993370244434747,0.048961831321088445
242404,1.3263631338311828,0.9875406947321403,0.39127504909456534
247612,1.3821864197676101,0.858937078806062,0.2813641287580462
249664,1.3740208141819639,1.055187576560662,0.5686047254276796
249827,1.3198679103739166,1.0848678227103226,-0.101890650624612
255375,1.3192367788187394,0.6759859193739284,0.21064337525856636
256899,1.4028193622042335,0.8585165308752754,0.07367619391828206
258265,1.1897825557993253,0.9755427142294723,0.04329728605420469
260903,1.423275573711908,1.211216402890407,0.2398402034677244
261475,1.301195647291322,0.9768184058843894,0.3523223933929418
262649,1.2757283921177063,0.5783932658265509,-0.010141314196904783
263424,1.5230691763635615,0.7570959415449016,0.14136175324152223
264288,1.2573111435232414,0.927200858204608,0.03744131402346873
265211,1.3851919773438635,0.6828756056313076,0.13070968698695917
266589,1.3426581083176017,1.1724343461222064,0.3557463078547626
267831,1.4550393943099738,1.2664012647681258,0.47526614712693505
268229,1.299469172991542,0.9326679129472424,-0.06542242726515402
270829,1.2249379419382922,1.0597030047434177,0.03350845426557747
271462,1.2970109675655013,0.9935379051168934,0.27965158197208495
271492,1.385629103690584,0.9767761422279713,0.14962370907391565
273300,1.4204077864973998,1.184162704665422,0.9532744860811107
277306,1.277384553167097,0.9092232054946097,0.08299334093327149
277740,1.402825945374846,0.9625399519286577,0.47228828071495954
280031,1.3522989674185595,0.9371485830604784,0.33415467796086173
280461,1.2517083751851596,0.8756187637005043,0.405212638277502
281734,1.3411882385488196,0.32730665348258425,0.13941306781422902
283101,1.271108077105291,0.8900926086390335,0.35206221136265525
283136,1.2623539156139376,0.9066603392789603,0.45605177840865885
283202,1.2541002137794122,0.8904871039995339,0.4749735370885535
283257,1.3942284603953734,0.7892542461306616,0.0524741830622536
283499,1.3187642534430304,0.9455003717528605,0.5167634821778562
284692,1.2472885823288418,0.9851134158403853,0.3264781480361899
285130,1.3847545818325346,0.9950098143424525,0.1696083575165942
286718,1.3669614140953412,0.9741130417702653,0.22835318351751321
288714,1.3767188532984849,0.9950460104616938,0.15338420949233567
289571,1.293117637280131,0.8258841946658205,0.2868619819701673
290137,1.2915431484646767,1.138554002776172,0.7662907536542092
291909,1.2108074015537498,0.8431426639785569,0.22486789681526176
292672,1.317108388257643,1.1110763724864903,0.09456829710390346
293167,1.2133637366468346,0.6464341177528901,0.307213789424128
294400,1.2296206029764911,0.6737697155672183,0.24412168171122783
295550,1.3075741251471698,0.9590112576288488,0.3678649744824998
296225,1.2463655586405318,0.8294352011700814,0.36341130045050507
300443,1.37244834815369,1.0278172231022256,0.6822102108992876
303392,1.513681236392849,0.40745858854582306,0.0687826658812436
310505,1.356908832547624,0.765834323394652,0.3916916417316151
314455,1.301344773328049,0.9335020415928378,0.35631482775775025
314978,1.249889339538189,0.8075670219370268,0.18570552447922783
315323,1.4562057112938924,1.0579679426722812,0.10116910404838564
315351,1.4679197998348679,1.015836672035336,0.20482882110972855
315442,1.256318955641746,0.7914046744891059,0.17602097564932984
317511,1.423039819271961,1.2659694124504064,0.022259887672008816
320469,1.2409095928530125,0.8023283554777312,0.18844865567477553
321115,1.3437157927181065,0.9091311679646845,0.31947949880988413
321475,1.3803100321261184,0.7052219589538846,-0.0470182356688893
324049,1.3216873244024407,1.0322063240594717,0.23590098617234667
328259,1.2956506312273819,0.8518937670596964,-0.01641453280708216
329230,1.1799291650541037,0.7124853755340883,0.011024061888031511
330317,1.2970306457710943,0.9256507125969993,0.1140145875331795
333081,1.346967583993516,0.6560332802841874,0.14940822399103004
334804,1.4724333134585779,1.2341447705133262,0.48838356072993305
335624,1.4622484495856245,1.1320337224542079,0.3870722424487858
337938,1.2525674712629926,0.7312649260270025,0.29990580838948344
338665,1.2279891001790997,0.9195173535403361,0.5180123326228757
338700,1.1140847220050971,0.6766722718701407,0.3014964322115631
339708,1.3536170691668947,0.9112526533559206,0.02421899089395474
343585,1.3135525172525646,0.7853076352269521,0.1772148141879376
346813,1.2472747220406348,0.9703969523991371,0.2929906446405284
347117,1.2588536128705754,0.3245588057969001,0.10995729487591543
347221,1.1388091475047912,0.7931422222359017,0.37211601158591434
347511,1.305589461623336,0.9405771786772013,0.4829680359639499
347749,1.3418875401318315,1.025454038505731,0.1579096234270917
348894,1.3127842694774443,1.0112628305857714,0.18030664446340605
351224,1.1978730990113169,0.3659345216863077,-0.062241740657685174
352498,1.261492987550946,1.0760914922619635,0.08653625340316884
353144,1.2752510795948555,1.1345848853760776,0.08375845200592424
353206,1.4485228461606212,0.1595428073700007,-0.13982101194693963
354277,1.3149058363499206,0.7613326676300713,0.02543280493674005
355875,1.3616606658200054,0.9095032393052084,-0.026059362654544893
