,co2_forcing_2023,effective_f2x
2786,2.0890390952751563,3.5825216825441926
2901,2.367089025160166,4.006992476684089
5004,2.5161927068562244,4.250952166116576
5038,2.1905939107464287,3.720599419849564
5346,2.247474535679059,3.9738163704352796
6016,2.313726158699814,3.9679926739949836
6120,2.2895319107393814,3.9227708086165882
9563,2.4853096056668993,4.13821437512008
9581,2.626177580356918,4.378948389374583
9877,2.617953519704496,4.247026653062347
13194,2.2364674468395798,3.759644446573126
13585,2.213334946606291,3.716057469352673
13769,2.601225350847334,4.5667132093894445
15776,2.2371567724822605,3.828596296005717
19468,2.387487325246282,4.1439270226264995
22019,2.305088984779859,3.9333841963137335
22567,2.5083657984680436,4.337343249510382
24094,2.5780022645044056,4.417986513209193
25818,2.5098276839297378,4.257894122111947
26647,2.467530106586125,4.028760126107305
29956,2.32440311449545,3.9844235998189763
30535,2.5935422946730853,4.371257619538799
33039,2.1180792799996246,3.7059995495930433
34871,2.7126834643372737,4.567002649368767
36954,2.1723160148596286,3.7185442988246282
38247,2.182995799519431,3.7063610524340795
41330,2.2645356762050572,3.881169117852404
42646,2.3816218644183906,4.155636914296428
42785,2.562739310064504,4.238897228857636
43322,2.29989982542391,4.012284488825862
44325,2.540752927503286,4.275344097688852
44652,2.2494660849765986,3.8771953102578904
50056,2.3359819548074134,3.9783694992528758
51743,2.0190216648171875,3.455059910603411
56868,2.158148281682975,3.666862148922789
57077,2.0736244795513215,3.5630055464928705
57705,2.1860714169656497,3.7932124229461692
58900,2.4638366022255944,4.149122121839609
64361,2.4694188934628496,4.095326431395464
64612,2.20522955745267,3.6867488861976248
64903,2.6323701128287524,4.420620840111918
64985,2.113419323771235,3.596717153766601
67694,2.344089015652109,3.9061553807261156
68986,2.438858709480016,4.045726608545877
69541,2.2043925014668866,3.8249617793129067
69979,2.2249808011681527,3.704531397499436
70325,2.6613147237578145,4.617167820019243
72139,2.2909105018805107,3.852434078926638
72520,2.611997055978118,4.4246850071987645
73922,2.2892734834959403,3.813104111204674
75033,2.327638705901827,3.733805167534758
76914,2.205717762296309,3.7785861784882586
77258,2.3105547223393805,3.9900107347507174
77427,2.320775792196837,4.04260023771746
79370,2.3421989998746504,4.008571217527023
80563,2.377633524835078,4.109338898944243
81278,2.216845759336668,3.7645100892288212
81592,2.534849629435063,4.330413227765581
81643,2.4133217365128954,4.119989478477403
85666,2.5360316625884107,4.140133147415778
89496,2.466759472142803,4.1331958163002875
89842,2.243688438134706,3.8188833857959503
90327,2.2074289428874287,3.795137545252919
92069,2.3045174626418534,3.8527130508647227
92864,2.313829284662853,3.8947604521613313
95235,2.086676696968697,3.5338778601146172
95869,2.3544117573073473,4.166725654718664
96826,2.498188993718585,4.23943669028904
97396,2.4388163888744474,4.128448232138796
98202,2.3428109151344954,4.021440752090622
99476,2.1193023093694494,3.608105018040026
101793,2.4690615868741497,4.117227455582516
106903,2.23711712926801,3.852347911873556
107117,2.2387956842359467,3.797600251069409
112839,2.2661392808690355,3.8760606573853775
113685,2.262293276615007,3.9020887851284107
113888,2.1217979001472673,3.7625792866084247
118835,2.1831990751058896,3.7104565179496873
119039,2.358103538246523,4.073212987893357
119139,2.311631443570012,3.926503075502243
119893,2.026932776550734,3.4240788769893467
120965,2.5215013533386466,4.204987736194214
121182,2.1487678848378944,3.6964403413731515
121795,2.322833120061468,3.9145896126009405
121884,2.1811982381858677,3.696344314802572
123143,2.0993991521776927,3.607324636253698
125469,2.177175363272601,3.739513670712632
127215,2.2985203411572273,3.9062580607441024
128486,2.101349545303256,3.5697956303966696
129818,2.3209546963341228,3.987290164132671
130496,2.400273777111538,4.069385923978019
132384,2.485437114172603,4.102823662855488
134380,2.375388402043847,3.9409595284563412
134950,2.365748851335441,4.099970582980375
139975,2.168568801472474,3.5948542486683546
140404,2.3549970059827077,3.9684592157934264
140668,2.4089124895508878,3.95618996285395
141139,2.2930741849623497,4.005966204599538
141353,2.2937053177777917,3.976268716759578
142364,2.2226396262579247,3.7281652516512054
145453,2.284734541450797,3.7703878160343143
148002,2.3220816059975653,3.9230918394804504
148401,2.4007437701488272,4.197975997360158
149343,2.255224427904607,3.865695010946976
149569,2.249577439491302,3.892069722125505
151295,2.381884866847273,4.069362477748108
152689,2.204263551432203,3.6219407477514554
154985,2.1153832334427727,3.6982885666383947
156501,2.397664129591638,4.198418864851565
157828,2.488740367937874,4.3000530070301775
158489,2.4045098381690773,4.101222765080527
158660,2.262366886836928,3.7650629473262
161775,2.2835916061711243,3.863300197009712
163837,2.205430844963286,3.8241371953361427
167743,2.3370025133566052,4.008158737243668
167904,2.2498347103272405,3.8884392825288
169111,2.4995296878464,4.0799266290770415
172703,2.103893056015269,3.5808394182492984
174227,2.1658873653166038,3.891776338778817
174262,2.2638906240596897,3.7780847401555406
176865,2.4715647742886637,4.1077868530194115
183750,2.477066721002393,4.297297050628667
188286,2.447948414258245,4.250234801995977
189506,2.1715252919602506,3.621138226449398
190269,2.2221544224637215,3.7733940475194054
195129,2.170325128002259,3.632925758493959
195453,2.3259681950451983,4.01601125637747
199945,2.1071542218759087,3.751590151705126
200780,2.5221202694640077,4.2189471813954516
205068,2.4245478275154486,4.003328168881317
207641,2.1207074458367052,3.593374248825427
208398,2.614110369902683,4.2593430328437405
208882,2.1758215032874504,3.790286666099065
209601,2.2083622914021928,3.7938468914517
209931,2.3243432902070977,3.9657773761934756
212953,2.7116103497954276,4.640041401695378
213060,2.1740742322831443,3.723265438593404
215331,1.9623073146623082,3.248013001109318
217003,2.1813914983164295,3.7179367043113314
217159,2.4643581030769486,4.218228046662125
217226,2.185460369760065,3.693689517051038
220051,2.448418561091618,4.0811713175091855
221808,2.3058054726913877,4.010624120542216
221853,2.221754118747747,3.650941714532589
223384,2.5145611160186743,4.27986004667488
224808,2.253464929843657,3.7569019749931383
230253,2.3153661517915554,3.959370938122192
232172,2.2234699827935116,3.7768682541188867
232506,2.4288324392635707,4.19629723491892
234254,2.3334187614950372,4.011238589444076
234865,2.2144296934909775,3.7868218407194623
235078,2.4795590790640074,4.214497104239641
238195,2.219726819636447,3.842592552239358
238267,2.1498005381835537,3.781400948684967
239841,2.135855312031282,3.6703521583698473
241555,2.3458010667928315,3.9613421084511296
242404,2.296976972392745,3.832657800050462
247612,2.535214754494148,4.373973730788048
249664,2.258619951836384,3.8014156582689154
249827,2.369887619443299,4.034910898448534
255375,2.4382760846614993,4.031824059863676
256899,2.2519107213925666,3.777399799687448
258265,2.1594470064833637,3.57711906942541
260903,2.208312086913437,3.75186169909777
261475,2.214138539820119,3.7577179239755276
262649,2.262133057963687,3.753516910131993
263424,2.5965424984543324,4.526863054359537
264288,2.268784850846643,3.854001789685218
265211,2.279490188408849,3.8908226681467255
266589,2.199231664737792,3.6943149419132872
267831,2.1923496331540173,3.6231066027739227
268229,2.1681759255799196,3.645477077589607
270829,2.310582005719399,3.8712818895679155
271462,2.2396790858433087,3.8466629867235103
271492,2.475496547528991,4.124506405298779
273300,2.516797619451513,4.328496658894328
277306,2.4600597822057084,4.178438191752802
277740,2.260192697993876,3.893589872001131
280031,2.2605896845461344,3.824334772185056
280461,2.2883920141635414,3.922281752230693
281734,2.389782563734588,4.05363899385555
283101,2.350467477782403,4.0117139824858645
283136,2.182138232718895,3.683596943250992
283202,2.4544492344179862,4.1584098314293465
283257,2.5857209555792013,4.401835673245493
283499,2.016600868376103,3.5315013861085656
284692,2.372388443429686,3.997682038111022
285130,2.3332525530838915,4.033955622851736
286718,2.4346613209728893,4.102762704487148
288714,2.433532314448284,4.141776934347626
289571,2.0361808485761563,3.5434149512481286
290137,2.022957022786753,3.407692193293703
291909,2.2792057716647522,3.8941572507184508
292672,2.2138217086336613,3.723520570268023
293167,2.2470510974421747,3.8090715383378995
294400,2.3892314687884393,4.100685524500794
295550,2.581265347799188,4.3855103247740015
296225,1.9380357273968047,3.274015671233022
300443,2.3959265469156223,4.0150472698978925
303392,2.3985635897946698,4.127017263764543
310505,2.5403010052996877,4.21827318773776
314455,2.2327907338324233,3.869859793132274
314978,2.6232424153745972,4.257267131636872
315323,2.4411141453724166,4.063775185635931
315351,2.4798565035578917,4.258233615636213
315442,2.390724968554917,4.038424872431744
317511,2.3710915663591057,3.9625709004055087
320469,2.3293842838084653,3.888740153663146
321115,2.3623753286612166,4.040708764327439
321475,2.3459965806433036,4.078001434029752
324049,2.2208399485214296,3.7213233524980756
328259,2.242817836008354,3.8274141460063325
329230,2.151305913285139,3.6328761397923683
330317,2.1682140629916122,3.747531282312348
333081,2.3727458916315483,4.003979451794965
334804,2.2447519188556293,3.8367822339334476
335624,2.238497569756684,3.8151519383206938
337938,2.430544436007368,4.113294631058324
338665,2.1314288440704727,3.581985205685621
338700,2.152785412083516,3.7921980890562295
339708,2.2267558552474456,3.687296039115901
343585,2.0405465210403055,3.5410741716793055
346813,2.3406015525497534,3.9351266905739424
