,geological,slow,mid,fast,co2_2023
2786,154.80698957543248,102.5098386451942,33.47989774901043,4.617939408479456,417.3273591862776
2901,154.8069885508729,103.29121278702983,36.17092296469711,5.240336966974868,418.68401026359487
5004,154.80698721308352,102.89283359597897,37.31239953985204,5.587273188023922,419.5338490853968
5038,154.80699112350618,103.94453847590839,34.489749888343,4.813606046053832,417.776006117547
5346,154.80698820071635,99.8538518447165,28.75851004423732,3.688487562955637,415.8091374859292
6016,154.80698798482447,102.0931740612745,34.04066145557804,4.776860991490434,417.7684222730235
6120,154.80699103823304,103.34473784853392,33.01327961810165,4.4847361858730395,417.35053759383464
9563,154.80698918314573,104.4314492031911,38.93973532765535,6.062715661282877,419.6631266378877
9581,154.8069967267523,108.28085849588203,34.12644964027522,4.459870101154676,416.5967507225114
9877,154.80698962526705,106.49264516372375,42.86763771205951,6.963207000496836,420.2755300719723
13194,154.80699518858094,106.65518914765374,33.58912979061309,4.462762884378046,416.3430884960793
13585,154.8069931313691,105.76290959138046,35.16377275744216,4.8375447544239565,417.3861888436927
13769,154.80699250680172,102.59226874707196,27.99586552168902,3.4366595667932334,415.88598869515965
15776,154.80698735539121,101.84108668324438,34.744340588254175,4.982291098314006,417.98095767974587
19468,154.80699312297162,103.44170720346747,29.829147641426914,3.7967249766422064,416.37976169202483
22019,154.80699119181628,103.8321864815996,34.2729754156057,4.779907912639237,418.84881293585863
22567,154.80699214389514,103.0849749005156,30.262549047087678,3.9044344282684604,415.36670353895147
24094,154.80698467332238,100.7518115421187,36.277412350408746,5.487247521856156,419.7875973773952
25818,154.8069861397283,102.12888025876619,36.695240568731464,5.46799318558152,418.8489619452505
26647,154.8069978741976,110.3611648598755,37.59833883295017,5.150021379245538,418.07977685919263
29956,154.80698698404646,101.38589436559619,35.12773640365433,5.139225966776586,418.6566203511421
30535,154.80698573456755,102.13400698166203,37.688893671646795,5.778366253677443,418.46422023303967
33039,154.8069906671272,101.76035633477123,29.39004990625853,3.754662625678825,416.00971495471305
34871,154.80699552798984,107.02128784922738,33.60415458019719,4.405948118416384,417.2967077845658
36954,154.80699007944222,103.00296424847372,33.56011139993667,4.619284055709151,417.52076103230866
38247,154.80699048438106,103.57302285728127,34.66859417848386,4.883681368653288,417.48254904998726
41330,154.80698719985878,101.64878347713982,34.84966358477411,5.027363658028944,418.42197052712913
42646,154.8069907123583,102.16997902766597,30.032566092356106,3.863440961485701,416.73879499791235
42785,154.80699307813524,106.68853774322696,37.99153811907428,5.523506598917889,418.4798798089443
43322,154.80698113774042,97.82754468939125,34.35620108766634,5.143835630787113,418.48193993653615
44325,154.80699610312038,107.48724374385877,32.70676162363639,4.172266375908852,416.1978954692638
44652,154.80699562474388,105.47169092606912,28.534720061024036,3.430198180818939,414.5460527770988
50056,154.80698669114918,101.94851779592616,35.83865444103155,5.243937429136881,418.3955446154795
51743,154.80698609608572,101.47813833517635,35.45601388079819,5.180007576615601,418.7292792071268
56868,154.80698694138644,102.13558257713818,35.866258633653764,5.235087406608063,417.88705154978965
57077,154.80699597538114,106.14122423535285,29.217460063319255,3.5329069767200827,415.55814782284887
57705,154.80698401393803,99.4402257508772,34.011655850329106,4.9382119553875174,418.1659675669718
58900,154.80698560832394,101.91648368656963,38.73637354005532,6.182203935347177,419.894579977552
