,1849,1852,1855,1858,1861,1864,1867,1870,1873,1876,1879,1882,1885,1888,1891,1894,1897,1900,1903,1906,1909,1912,1915,1918,1921,1924,1927,1930,1933,1936,1939,1942,1945,1948,1951,1954,1957,1960,1963,1966,1969,1972,1975,1978,1981,1984,1987,1990,1993,1996,1999,2002,2005,2008,2011,2014,2017,2020,2023
13194,0.11880667860768923,0.14028518086605368,0.1564979552133755,0.1336218424408514,0.14427949487749114,0.11980333272141819,0.10315825153728675,0.12498592111293305,0.1543409471116325,0.16402192786395686,0.1664960381066144,0.16744662457758241,0.08836643547401046,0.054881337749003056,0.09029067734000473,0.11911341838502387,0.15886414331469811,0.17890606350588956,0.17360892657147353,0.12653887311063583,0.13214690381744454,0.1513480919410065,0.11743865114480889,0.1493999959492851,0.19460161639015283,0.21095134871342436,0.22401979881485745,0.2323574948479773,0.24686438276149625,0.2616254475361398,0.27993353509839825,0.28894729519002926,0.28494839673428807,0.3124086643040316,0.3399717874168263,0.33979581136076387,0.34205690173968384,0.36591337499840665,0.35264994148109696,0.25792904269558015,0.270904623857401,0.31850480232049294,0.3589248750308563,0.3861117282578606,0.4499576938013875,0.46446405290963133,0.4940809675407857,0.5686422277266556,0.5520337262286605,0.5851015679513495,0.6801880339232668,0.8112788934674252,0.8931911924348298,0.9336955091297866,0.9882546959147933,1.0591226513928365,1.1429710084856164,1.2264828251505935,1.3074325957054715
13585,-0.014240774164503534,0.010788794216746944,0.020447865107439123,-0.02823095250458263,0.004759225857880356,-0.04593132275408185,-0.056683261382545314,-0.008556769975024081,0.02047857322136104,0.018862254538891676,0.015174957272218403,0.011339118858128883,-0.13034160201865685,-0.13703341712817851,-0.059103742212418986,-0.04247579863713569,0.0037318648694633083,0.009327566570952572,-0.01606590658689533,-0.09735518546851074,-0.06314889952829739,-0.036019816106569125,-0.10837586411448197,-0.041242610310277095,0.011845655420996692,0.00942382279526821,0.017381966249529035,0.017796676431888758,0.03558752060615056,0.055507335988655204,0.0722560190327396,0.07099988665109003,0.05898715959629397,0.1023674977914949,0.12924213186313271,0.11389349806750337,0.12127249907232684,0.1593055496626007,0.13348619087917968,-0.010435160740934313,0.08025653021618384,0.15502821040762405,0.21206941054915018,0.2520066889260141,0.35596748945776446,0.36330379099783877,0.41221227489683104,0.5286507284214252,0.4922313978319053,0.5693714808244644,0.7287992238418303,0.8360375146873323,0.8910518879971292,0.9154306313971137,0.9674087209929845,1.052751788793818,1.1426611109600597,1.2189600690404507,1.2872193945212196
13769,-0.03874831989538885,-0.011231159630704424,0.003202420701101105,-0.02436900841603129,0.010905215638082777,-0.02573476393992946,-0.025753712757333513,0.009393031457381795,0.029974936804473606,0.0328281125447728,0.03666026958321045,0.04040842490184293,-0.055192160357481646,-0.048352617009198684,-0.0007731867340888821,0.006818414404651585,0.04730849756523392,0.05388367988191345,0.04376097678288626,-0.005047942694686336,0.02759465689945717,0.04036309609304045,-0.012459376620042928,0.048681852789548175,0.08442264061703297,0.08639448862268562,0.1011074869513241,0.10859638006090722,0.13057321918740739,0.14944407897735412,0.166027954984875,0.16817853152175155,0.16101896066864263,0.20585107304662753,0.22620468878073396,0.2128708454426148,0.22087382261281385,0.24865094253979303,0.21049219611483538,0.09787139688319746,0.16468186323402711,0.18761239047215794,0.21110802083019176,0.23656080479683816,0.31702124482069527,0.3316739868916728,0.3856293772190895,0.4800289695012553,0.4640932082005128,0.556330954965058,0.6896081165951315,0.8085458239760867,0.8785791859442481,0.9209832854036474,1.0020438088183679,1.0983456864611236,1.2092856188175083,1.3124066462662038,1.412268017801503
15776,0.05937949342380755,0.08743948989664885,0.10597335093250859,0.07434257407932177,0.10879273579280746,0.06702487752282582,0.06208913654781201,0.0956296557876819,0.11972765361863935,0.12177991685465606,0.12614782025336402,0.13031116620399297,0.021388815921756454,0.019132883312988236,0.06673610136739072,0.07521443512506776,0.11693430485183076,0.12439284599517642,0.11359601506324735,0.055783098635550865,0.08800635360078612,0.09981482695898125,0.041981135790314594,0.10717678172539291,0.1418344044013945,0.14511124934666908,0.1630578019555693,0.1726243262430054,0.1941828023465414,0.2110808183288535,0.2341391730650243,0.24172161982067908,0.2379584976281719,0.2810552906491611,0.3069542405361768,0.2997383999233322,0.3076011877340096,0.3318987247930004,0.30212815253701963,0.1840469783954598,0.25275244899940186,0.28535746182045707,0.3113709788938296,0.3284567196322138,0.40118766132272593,0.39361536021761845,0.43985872763967243,0.5260930633743375,0.477537226575466,0.5566069303070684,0.6800333824617891,0.8153451490007219,0.8839803755552066,0.9263999941488834,1.0015981416618627,1.0909309548135586,1.1930932057299986,1.2996513735569812,1.4097508164104324
19468,-0.020353696520500453,0.005226755958727125,0.02069879416613052,0.0014770214631683043,0.027368779771792084,0.003078850360233476,-0.0002278905391241981,0.026597510705808847,0.046755631728298774,0.05084076944917604,0.05410987088604735,0.0578367064428279,-0.0142292377735459,-0.017514087963930947,0.01916865574465121,0.031021573529242064,0.06445673795923246,0.07385720879183177,0.067952481971983,0.03178022251379509,0.05571031889874267,0.06997313250921477,0.03261200079445137,0.07832930548233552,0.11216977908197212,0.11722019407458639,0.13159379704126084,0.14213747014000233,0.15983644052496004,0.1766542943996684,0.196252227561587,0.2028973179269854,0.19986408705785952,0.2343165969218336,0.25711411673790896,0.25223833937582485,0.26285943419744895,0.2943205369370584,0.2772261248854694,0.19447873478370958,0.24201143563657002,0.2740670168586382,0.3004820388026118,0.3244397127740354,0.39335324012205247,0.410002983321471,0.44997801383798863,0.5280324622574041,0.5244199186466909,0.5907400243962756,0.7003196008105451,0.8057232941727697,0.8732500315617722,0.9193666027495516,0.9880477041577487,1.0740032471961463,1.1668770510844593,1.2524453861086646,1.3361881147035508
22019,-0.0849167372834736,-0.06086370728969748,-0.049834146996797,-0.0840748135079521,-0.043396282961578936,-0.08591416257203266,-0.081255509207246,-0.03782955790987741,-0.016520690700191576,-0.016009833657601114,-0.011314986912646208,-0.006455063596004007,-0.11270964989684606,-0.09128410519008445,-0.027596960917734892,-0.020918861527030375,0.02167578385369129,0.02669691237542926,0.015114289248926327,-0.03804983002256779,0.008741039633210046,0.02742457510740326,-0.029393704780525498,0.04391417383899443,0.07996904042450625,0.07833446521453957,0.09409584147003702,0.10110953340319206,0.12368748037916599,0.14287923651595147,0.16024584321960333,0.16327089675040318,0.1588553000666404,0.20681309451767493,0.22733108202383645,0.21607827277827352,0.23009549867128265,0.26431354504634774,0.23144371582643775,0.11872050293153535,0.2135376860030308,0.24933812690997859,0.2772301943201546,0.3003594993720422,0.38123704223020083,0.3788375788415437,0.42944698973665774,0.5204629657452624,0.4797203231625826,0.5757435176381138,0.7110298190996306,0.8198372001313442,0.8723429282003419,0.9081849772033008,0.9883750376938258,1.0803358268629772,1.1851838358602091,1.279182136356871,1.3684637455008377
22567,-0.09455444758537845,-0.05621608154198421,-0.030649247299454285,-0.06282211533987547,-0.01970921165815942,-0.0644858050196192,-0.0660940554978372,-0.01442040143191825,0.018234122661364593,0.02610430756608373,0.036733400310446584,0.044981999361179414,-0.08929512253043159,-0.09203171048756398,-0.01733336910656913,-0.004439743883947966,0.045148093917296794,0.0649402637757196,0.05904870657752592,-0.01061845733457345,0.0332530510901724,0.0642012102674967,0.0006172568393675304,0.06897474214861432,0.11590611894830771,0.12375748396743613,0.1451393008313998,0.15349249463075887,0.1781508177186878,0.20331884194462468,0.22537431408486086,0.23586384047845677,0.23734397251881467,0.27988592976681703,0.30586873104759627,0.30320299805314443,0.31320573189121326,0.33890243383365226,0.30917739947182543,0.16240471458335703,0.22971956506512836,0.26700314570464456,0.2922137484936961,0.30589443521897974,0.37628924618043214,0.3582228461413208,0.40557256887396176,0.49967424473686406,0.42776699928730755,0.5138205099217658,0.6654250446145741,0.8070189041654189,0.8847961072167109,0.9356068184000402,1.024715138266648,1.1237735623532887,1.2412964910820148,1.360835825732193,1.4738317717694485
24094,-0.21763034473608667,-0.19238560794820725,-0.1796897332456059,-0.22728379772908547,-0.176236333959069,-0.23699445479987868,-0.2290495665684137,-0.1707398328300077,-0.14762704741361332,-0.1506791914985962,-0.14514585959959614,-0.1433519871875184,-0.2943149918028053,-0.26113233321306606,-0.1705106516890892,-0.17104242630817568,-0.12244473557002167,-0.11755968544105466,-0.1367307155128913,-0.2174318648601764,-0.15770393541482053,-0.13185845600501156,-0.21116557284692894,-0.12071092882299117,-0.0767545733594659,-0.07761977089614724,-0.06375525984425046,-0.06406027694821659,-0.033745575599837596,-0.010841624548448059,-0.0019720740615002397,-0.0007691792225582583,-0.004767842685643564,0.05221256210533787,0.06949713605816832,0.05718438977485574,0.07015083543619072,0.1009936988142851,0.06097266580122418,-0.08389835707571447,0.04675535280012644,0.0985045741754661,0.14125575307854998,0.17122748724794612,0.2691845834306007,0.25435573440511317,0.33232592850485243,0.450212124767997,0.3714794041850654,0.5059826406796025,0.6790906700385213,0.8172305297414367,0.8738208345715547,0.9230188188505876,1.0270859538414596,1.1342844700170418,1.26543708937372,1.3884976380699552,1.4989810453115262
25818,0.017715950945477954,0.045825930117799785,0.06474332861646037,0.04601876489317658,0.06682211077117872,0.04657814629619095,0.03597593519433351,0.05868251102022404,0.08259804431003548,0.08743234315328285,0.08744389966852739,0.08948853265471413,0.017436834272892887,-0.0025049096717953967,0.029282290583850568,0.047093863544906744,0.0807401469748974,0.0916161655417509,0.0833469830526733,0.044803309139378134,0.061653883063931714,0.07741366300485697,0.04062589957860796,0.08089263436404792,0.12065870672324042,0.126522573458555,0.13970366440719828,0.1534238023611546,0.16961637811923747,0.18455618762822512,0.20965765351325272,0.2212063542737457,0.2179530414339913,0.2493208364551004,0.27910750559243847,0.2768329236189875,0.2845673156030515,0.3183829075510267,0.3079513221282004,0.22350589336377658,0.25593229821346053,0.29938534455970767,0.32907106922072416,0.34971005836329405,0.41597475116063704,0.43064537255639257,0.46065474634974024,0.5354808225858807,0.5279798064092422,0.5755196154076904,0.6752046233179986,0.803081875134783,0.8835552195517823,0.9307066545900579,0.9963336105457806,1.0845022646242701,1.1785970145565812,1.2694144521864317,1.3633287653345554
26647,-0.0039662919712324385,0.013875409161622443,0.024462227798540903,-0.000928592599019118,0.020124449766487085,-0.00912157678646941,-0.014184366219779587,0.013383127068584577,0.033681331291609995,0.036260858536078966,0.039431339846721314,0.0425580119943787,-0.03609156385458068,-0.03854369108684996,0.006656800077558311,0.02107173306439236,0.05430882748502519,0.0654262268457374,0.06058167362638511,0.020693374928803077,0.048712624839523655,0.06857384118796994,0.034321069852693786,0.08235790898507034,0.11499328249335894,0.12129131156224593,0.13712477481133767,0.14713685224476458,0.16249989672003973,0.17696619248516265,0.19691826205675855,0.20700495237072813,0.2096203913870338,0.23965877076078856,0.26280991212225746,0.2664382339482051,0.2808915780847514,0.3100889168754375,0.30602719237269393,0.23585250152524917,0.2977822947947134,0.3505315879022383,0.3929304131902376,0.4209686142644632,0.4864253601575652,0.4871880568423217,0.5254418079792345,0.598412740513573,0.5692514146270552,0.6263978569676316,0.7238444452100145,0.8248723145124008,0.8758202463714878,0.9116743581272551,0.9649885787553087,1.0282845894009738,1.095454249302518,1.1615985132064037,1.226283139996505
29956,-0.005351387890404347,0.02463278730691787,0.03772982758737986,-0.01870244350751682,0.027371440116227164,-0.04104858625686436,-0.0447472292188934,0.01555351206039357,0.04603922730602861,0.045454704508217536,0.0486729542373141,0.04927186717015153,-0.1234836212406728,-0.11326830623367501,-0.016903625228004482,-0.005572418602067475,0.05355582276732673,0.06622517875011369,0.047901810636186704,-0.04428275231246703,0.014046471658219928,0.04620539666461676,-0.038618561271382856,0.050744077370913576,0.10026611827868892,0.09810323156459988,0.11608550751666757,0.11711936022664582,0.13801676826691833,0.15973012723207147,0.1785790808762323,0.18021702806849083,0.17200873172865727,0.21713010463735816,0.2398816175625731,0.2267669921495944,0.23681060623583883,0.2700000702246306,0.2338886636684534,0.05704601341699289,0.16773728170158686,0.22367042199970333,0.26560143266625125,0.2873072922245593,0.3810750534590631,0.35483191324166413,0.40399309541805933,0.5135119969333064,0.4275347605748494,0.529345852486187,0.7104903125663645,0.8293680196216308,0.8907822159815958,0.9247734694010495,0.9942128699005298,1.0854347747165347,1.1860201513817934,1.2776366630731366,1.358915956413361
30535,-1.029663044949114e-05,0.020658705101790575,0.032331641365314856,-0.005148302472761879,0.023389532553867776,-0.021723592212037124,-0.02664640818551034,0.016364213445279052,0.040843384139044536,0.042221852682927,0.047104625136413225,0.04986316775927557,-0.07121240049224942,-0.07079791423100146,0.0021757778822157903,0.01433266852312065,0.05388275554754862,0.068914164835153,0.0610135547820041,-0.003184702741692025,0.03663889480596971,0.06720008256362209,0.01390093013313265,0.07267135676058523,0.11113593758385343,0.11581156651274993,0.1318262869640764,0.1354680840658552,0.1525131594667014,0.17050230931530086,0.18626789908221075,0.19431075210140836,0.1969888301920163,0.22715168727888235,0.2470774334980239,0.24943036734907975,0.2611593786430131,0.2840944787576585,0.27438059436186535,0.164918462406072,0.24273764789654073,0.29994604076546716,0.34222323215521155,0.3655041204761158,0.4323858900898368,0.4174087120671972,0.46349818141041554,0.5499979758914607,0.4897230631102928,0.5681992726215924,0.7072984117723634,0.8164023061533001,0.8776223295693112,0.9240176096053835,0.992719004538135,1.0723099950311124,1.158863361142521,1.2461625679051171,1.3260915961891646
33039,0.03264033738356942,0.052308027480876707,0.06779193099784397,0.045907175553525525,0.07824131498252718,0.045185472574777785,0.05127753385628231,0.08455958458937962,0.10068010202196098,0.10241210499015374,0.11036038270520565,0.11411202820456856,0.02664066446219593,0.04190534804660817,0.08937448010155158,0.08760560274568074,0.11647470002593252,0.12311478238776286,0.11587753052559968,0.06867572628355212,0.10090978187170019,0.11424424749487216,0.06849450034644766,0.11878511397423563,0.14328613355809738,0.14829165774076192,0.16015498879223977,0.16256907267805976,0.18389089944593096,0.20014825722396723,0.20818226310156618,0.21379186960679808,0.21622475026067545,0.251069444899495,0.26433355552667925,0.264093071664834,0.2743202848025458,0.2909237320256255,0.2719976154121535,0.18937427944449847,0.2614254317027864,0.28922427027865616,0.31920299522792017,0.3437863934218196,0.40608339513076963,0.4069121131317962,0.4654889348171293,0.5446328605847099,0.509783492939441,0.6002677981207242,0.7124452718633048,0.8075830075615209,0.862094783266217,0.9121508889133426,0.9906949814758692,1.069205935549698,1.1635605065565007,1.2586135399297471,1.3477001209808233
34871,0.030604656873034486,0.06179284021909415,0.08285864701159784,0.05090060379449535,0.09403475812855111,0.048467985848063444,0.0492010010931998,0.08619980402505367,0.10711489919806916,0.10496343772146399,0.10849176050796872,0.10984666151428768,-0.007153964494470255,0.0031207492844526064,0.052485392898099836,0.05154742038883153,0.09030180910223229,0.08986914227929421,0.07213286215190895,0.007705186603506831,0.04034826027521832,0.04559618433403112,-0.023756974542629927,0.048403111574745195,0.08228691030989521,0.08321474610172253,0.09661323790551957,0.10164700912796953,0.13007124546250404,0.14785324178909243,0.16137656142132029,0.16287315201724006,0.15452714573467852,0.2091706296955962,0.2269720459122332,0.21006755040707403,0.2154165015232098,0.238297996853705,0.19157009062130514,0.06627495991819699,0.1513961172915702,0.1761811033682944,0.2020290711851399,0.2260683782885783,0.3128379242032572,0.3088280585805998,0.3772193842141117,0.481520016897731,0.4281632351563548,0.5347578392479101,0.6633771886204288,0.8167401968432287,0.8804995137890801,0.9261751263892019,1.0194180204731045,1.1159731764966123,1.2301903936862524,1.3440030926654951,1.4572469488815094
36954,0.11623409797744089,0.1352470262507407,0.14100215434975816,0.1084625433148021,0.13855995371802643,0.10830928658979155,0.10349875167076461,0.1305605666054418,0.15109544455316815,0.14619718053402597,0.14097930438275108,0.14164825856524266,0.06847236600737938,0.07664638668634205,0.11518718146258633,0.13050710886546524,0.1648279614146163,0.1564779595919208,0.1355858600921701,0.0968598169814141,0.12461992556850021,0.12925705061039117,0.08076257051478108,0.1474236555876549,0.1829013382867083,0.1738467488129769,0.18201864710986926,0.19233907998409094,0.20869033273600957,0.21877613161652576,0.24021965711824156,0.23648935220155098,0.21906006730441951,0.2719250288330811,0.2961311436351942,0.26960376647757756,0.2772522929097264,0.3177643732340376,0.2737648123294919,0.1789710691988965,0.2587129477984611,0.3001902519122267,0.32471805017436883,0.3498638464429753,0.43901276927602695,0.45444798790054197,0.4889390946970307,0.5762739273365632,0.5696376920974315,0.6329198485224397,0.7369555981706573,0.8491672768568753,0.8812523396724344,0.8875999265685918,0.9425037063669389,1.0229271324961071,1.1104073359783109,1.1838196083273438,1.2626879693966813
