,1849,1852,1855,1858,1861,1864,1867,1870,1873,1876,1879,1882,1885,1888,1891,1894,1897,1900,1903,1906,1909,1912,1915,1918,1921,1924,1927,1930,1933,1936,1939,1942,1945,1948,1951,1954,1957,1960,1963,1966,1969,1972,1975,1978,1981,1984,1987,1990,1993,1996,1999,2002,2005,2008,2011,2014,2017,2020,2023
2786,0.0688775409486514,0.0875308783641332,0.09864653879573615,0.06319849448332182,0.08706967373120145,0.04408224642348624,0.036596653555419856,0.07103470374498166,0.09376650978054768,0.0956742772056215,0.09887635469408207,0.09939503769498981,-0.012001560110565301,-0.01764847037047723,0.03988065957082343,0.05194436490880305,0.0903320603254264,0.10168180839631258,0.09095644325283125,0.028921466088365988,0.056294844152741774,0.07696675794640484,0.025933850514803458,0.07996912918454535,0.11735883739977282,0.12499964021307486,0.138656571562774,0.14149222737892553,0.15943491283737699,0.17593208123317672,0.18926736029214408,0.19417916786222378,0.19292906222362372,0.22591595883855553,0.24668073435005422,0.24568297958671903,0.2536947651521734,0.2724534057970933,0.25828171859729776,0.15665584915914577,0.22932385793971422,0.28588205636612707,0.335870689719206,0.36864316698710753,0.44255549562937935,0.44101132875264487,0.49075626048997656,0.5779560226599122,0.5328038717215545,0.6034037414613744,0.7271638536052407,0.8321933205168328,0.8843549992386484,0.9163945063576682,0.9675714262872093,1.0296761332557973,1.102648243941818,1.1813269025397626,1.2563240201880148
2901,-0.073549468725159,-0.04929530768009838,-0.039346514313564174,-0.07611133750839727,-0.05046092517983325,-0.0861244060174341,-0.09658769703648917,-0.0585954356681756,-0.029027547119712782,-0.024832089447303418,-0.02617602810965791,-0.024604006288329372,-0.12847813873208402,-0.1409048087817999,-0.08060644788815197,-0.05403338556896886,-0.006538678044136215,0.0067537982099682425,-0.004549642400142995,-0.05813422295143311,-0.022623475676470828,0.006256103645863487,-0.04098475650956279,0.016502286134026378,0.06083490282496662,0.05852492201413495,0.07219614024244247,0.08316253810430996,0.09378407339632433,0.10804748214779392,0.13737579451164605,0.14714877029402762,0.14151711670801892,0.17293509496585824,0.20353149616899235,0.19872482329148977,0.21206164511084358,0.25649609173896504,0.24727716882380968,0.13569316929225828,0.19923530535591794,0.2644061299084318,0.3115414140131302,0.3420348830713832,0.427875628440621,0.43890396398120746,0.46900527266381276,0.5591083545701337,0.5428113436446771,0.5989845379030108,0.7294983861491111,0.8316845507881069,0.8887773408266685,0.9144347901870021,0.9583232239908243,1.035478651275144,1.114099769636117,1.1786395993887808,1.239470598891339
5004,0.10242076597688543,0.1255572735250593,0.14457648549145308,0.1387565396212721,0.1476720043472488,0.13716594433501406,0.12636343705287156,0.14018224923013178,0.16058471771932392,0.1706731544675627,0.17565534493031165,0.17863118138361167,0.1288303527348268,0.09732174867671728,0.1142123340055542,0.130893190619375,0.15414474005288636,0.17058956875620435,0.17076614025668935,0.1410642556855206,0.13748656265315073,0.14966964164142738,0.12974544315541614,0.1423284237745459,0.17290167337797835,0.18961031236954162,0.2018263189411209,0.2101947449277941,0.22350441399348553,0.23974332614869953,0.25485962724540634,0.2641221844225906,0.26651193270985074,0.2853853512320571,0.3075094689403117,0.31511151949567084,0.3214457664482725,0.33743218389594,0.3371305739533773,0.28370145400218993,0.2865352370736193,0.3209628330066461,0.35611182905492916,0.3856123027244095,0.4352717062816887,0.46296903393120475,0.49466541111621104,0.5551796918236798,0.5715149768216766,0.6096645287350476,0.6977595106916631,0.7966366253018509,0.8738814572463113,0.929237944420711,0.9864151657357556,1.0554951851049093,1.13394251976083,1.215783825817111,1.296883746669206
5038,-0.013983210269174151,0.012894646766461682,0.027831296532777716,0.006229348971519499,0.04023979858993809,0.011249902087043573,0.011733270390145933,0.04048880269476174,0.059398649182249685,0.06079831075546871,0.06319472549557226,0.0676174740394786,-0.009058105561966845,-0.0035226524051702457,0.03159934260706365,0.039333497571024556,0.07440043815207342,0.07757253307892942,0.0700139762729749,0.034130789105732195,0.06735002537294255,0.07624970929846686,0.0336103477162053,0.09153472862288825,0.11779335013215164,0.11508878948252799,0.13203511854513483,0.14394745673662523,0.15888084419116977,0.17286184461291432,0.19834473893431348,0.2047899692214311,0.20095477029109243,0.23944710564647365,0.26244753685931677,0.2542118500001299,0.26981846467264325,0.3093444451695294,0.2891433466860607,0.20485200984624463,0.26985426467425444,0.2986169433767384,0.32322612586203914,0.3456797245227775,0.4218814661628802,0.4281584750457209,0.46933193729507583,0.5514255494698314,0.535400459822892,0.6031945254141186,0.7041155900280206,0.8109600826810838,0.8694639030109729,0.9120689029235377,0.9825973898558668,1.068843138321304,1.157138346767686,1.2368144820540654,1.320606501603804
5346,-0.01997702293785486,0.0060364062040909605,0.01864720421230348,-0.0268644974709219,0.01817209390772001,-0.035079200078952044,-0.035812880357598775,0.008605809826364719,0.0329804045835953,0.02671822017228731,0.027024807743306734,0.03024677832748013,-0.09769854393387523,-0.07862306721573054,-0.009691957971865062,-0.001926341793442199,0.04379123894102932,0.04271171264147322,0.025376139031159872,-0.038518291037614505,0.017889818109793065,0.03440594772136174,-0.03380984962995759,0.05772529169124896,0.09151900633815335,0.08247387023382047,0.10257895850574283,0.11342239503140739,0.1322460461992886,0.14664592416669675,0.17669774574882402,0.1824423872156321,0.17592733139883332,0.22581682920125434,0.2531817822936582,0.24017997028132898,0.25624596263001886,0.2979400356294216,0.27030289885759984,0.14476755904070748,0.26357824971981636,0.319416884219309,0.3534299081735721,0.3712708346880088,0.46250985810096545,0.43621299223918164,0.48389638516638567,0.582537845355871,0.5068597158826517,0.5929343047063759,0.7229532715605839,0.8476123397305249,0.8824511962074358,0.9041710375350199,0.9660306492493909,1.045222426748602,1.1248889296897517,1.2013149184881802,1.281628418352029
6016,-0.10446603442874425,-0.07943631931911355,-0.06897857333155122,-0.1070598113373874,-0.06461630243821459,-0.11186249540975879,-0.10912114499065384,-0.06704502327077899,-0.0468192047932281,-0.049191587698937056,-0.047143679645137215,-0.04430909803665939,-0.15689273235264667,-0.13553284927757636,-0.07456956501992862,-0.06966868770747947,-0.025851763339424516,-0.02514953782010909,-0.040455157084250404,-0.09701113824287211,-0.049840544678840915,-0.03565104990585999,-0.09823201191641706,-0.018780600566299932,0.016220121208468607,0.011037780947864007,0.026717252952882853,0.033816130869874006,0.055955285452404024,0.07364523957369784,0.09264366245942812,0.09386904225629156,0.08637537525227079,0.13823083635902222,0.1592653869537617,0.14344131462191334,0.1579608758273635,0.1960691451788259,0.15878081774832364,0.040646680885305875,0.14512753058606753,0.1836376076588896,0.21708062044206755,0.24842989556201356,0.34362124484843215,0.3472426293188665,0.4070725478952877,0.5113921148237006,0.47270155385410517,0.572658825659225,0.7100724993702006,0.8249411421503031,0.8754559849377762,0.9072693406228834,0.9869808073192913,1.0797912058774246,1.1842796105232738,1.2768161508855034,1.367156458926337
6120,0.011459001295677118,0.044861392216683615,0.06993131859714918,0.05887180464930031,0.06853507753798838,0.04861144095172043,0.030554716213864186,0.0498658068689225,0.07850629260383724,0.09366433694800724,0.10262867076333593,0.10833060708857256,0.03507743486046522,-0.01163595742128698,0.013996003954184877,0.040312615764896975,0.07739554606933408,0.10750477534657243,0.11632466323249446,0.07907472819894457,0.08076001101825692,0.10490352125718028,0.08292478000609438,0.10312413104799079,0.14266422510767218,0.16394429471528105,0.1826641235107629,0.19469111368876046,0.20853309588496338,0.2256315280343928,0.2447633666988327,0.25864239450701465,0.2645264111773856,0.28489194060380185,0.30835495578483374,0.31890716491344495,0.3291047618557855,0.3497907461638644,0.35022407140242545,0.27393558334470336,0.27207512911214826,0.31377597526991285,0.35896166242394073,0.39356845461924156,0.45114564046679584,0.46902649321903134,0.49665417343325824,0.5643380156728898,0.5561727894117346,0.5817085350711392,0.6762127237803992,0.7937867724425289,0.8817568289425908,0.9413132894824334,1.0027122112922084,1.0716054205782473,1.1492525210509874,1.2307582248639992,1.3092895240788052
9563,0.07591853364890999,0.10739416312599215,0.13422431486233122,0.09275292665815515,0.14406086126331963,0.08894157824623361,0.09253555033033667,0.14401814977665517,0.17629438856344604,0.17394528548514188,0.1831765242502501,0.1883576070939318,0.04356235400620312,0.06001131536379278,0.13657814958894166,0.14251633345927184,0.18879921297590818,0.1955059129194875,0.180215283810494,0.10037776045015467,0.15271615776941438,0.17024948911932092,0.09311620571303414,0.18227229313416082,0.2195236258172233,0.22348860078107824,0.24289789207579637,0.24846352383902592,0.2771882704667835,0.2938286558585306,0.31353517489696503,0.3221487904717675,0.31867664310522914,0.37600384601991005,0.3968990008878895,0.3867027829510111,0.39317178453884993,0.41517228794724853,0.36456152731236524,0.21076327043215948,0.3094441182284654,0.3480015924491301,0.36692053914032186,0.37113024658987953,0.44527394590665786,0.39681390976393055,0.4622702472245881,0.5587023651143357,0.4281251349770847,0.5311410389829654,0.6569848771392859,0.8441672692595524,0.8808344977922041,0.9159815728261371,1.0204352562973447,1.1071992287550043,1.2314124187079574,1.3623677863012587,1.491397826372499
9581,-0.014569972928663688,0.006873187027825245,0.01725849424171111,-0.023120676589974187,0.023220450630546563,-0.03081422047230664,-0.02149729682605217,0.026239901355217254,0.04334694926383742,0.039836938093477325,0.04476122899203239,0.047763288989221775,-0.07856187734599984,-0.04405382789557255,0.0289075738756418,0.02550608971615753,0.06856652861257706,0.07133920508344327,0.058722374009387956,-0.004017943365153043,0.0569130014306608,0.0761448225269662,0.011449970344724503,0.09491104367697423,0.1220453132406667,0.11639815799908249,0.13406505401255753,0.13710870599834735,0.15705225133391454,0.17396598946647035,0.1908917839380717,0.19554241261241423,0.19515445249228702,0.2356644448231653,0.2525452355597718,0.2463835668071377,0.26324626673687945,0.2958576079849353,0.2766437032632808,0.16258362021826767,0.282835389673716,0.32483886109978644,0.36197589158382304,0.3849857450226998,0.4660385184827709,0.4435557909268887,0.502287167374063,0.5941292780941103,0.5205613091008067,0.6209475091028495,0.7489408902829158,0.8334296617559688,0.8705636694934974,0.8990587140834807,0.959656667474836,1.0300967559842746,1.1032754818322532,1.1725537153880015,1.2361344729467971
9877,-0.012076187847339326,0.013733330861718462,0.028475344477421394,-0.003304775587384845,0.040159060877544506,-0.004748134662921788,0.0015589046636016457,0.04180460442247946,0.060602657057103215,0.06026585638303783,0.06606485706010679,0.07128553849695363,-0.0374831585881793,-0.015250682589039943,0.040970496458110905,0.04127897008073034,0.08216163350361783,0.08566672513461204,0.07625085940115883,0.023145081979983773,0.07184655646491378,0.08517705137506737,0.028051461547224044,0.1040553866840821,0.13155886258907845,0.13034861008790732,0.1496217425359362,0.15792925794191637,0.18036766392012227,0.19774598023005752,0.218459739142153,0.2249821588854003,0.22400496986724927,0.2694423325578056,0.2894110872379978,0.28221610048684453,0.2962669267271767,0.324386390955944,0.29560655581576745,0.18786002197677276,0.2831498692230895,0.31058399546672766,0.33295214891198244,0.34672367306994056,0.41753136785149864,0.39916664699655935,0.4512629501590699,0.5328902906859372,0.47132176393052105,0.5709952317268401,0.6929959043240852,0.8180324628502388,0.8700569279946329,0.9135946843040175,0.9997587754456081,1.090011834058867,1.1960033118437443,1.3056457328683744,1.4157370615602043
