,gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2,r0,rU,rT,rA,ari BC,ari CH4,ari N2O,ari NH3,ari NOx,ari OC,ari Sulfur,ari VOC,ari Equivalent effective stratospheric chlorine,shape Sulfur,shape BC,shape OC,beta,o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx,scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Contrails,scale Light absorbing particles on snow and ice,scale Land use,scale Volcanic,solar_amplitude,solar_trend,scale CO2,co2_concentration_1750,seed
2901,3.1744415503064847,3.68939681340342,4.21113485644626,159.74305100607071,1.6992874468836636,3.6211152094494543,0.5193166810409602,1.325755359838977,0.3716259772517372,0.39025644770698,7.445944675023219,29.661295867000625,0.0055998328549442,0.5574322679007591,0.0035131734263854,0.0216682510443888,-2.681155674598631e-06,-7.111739273434292e-05,-0.0010162936792271,-8.249555756560067e-05,-0.0030037160332058,-0.0038643029280468,-1.211920353015559e-06,-1.1834398023078223e-05,0.0147273332853457,0.6757018779172751,0.0104496755037215,-0.3154198934126322,0.00015351072647,0.0007297884952985,-0.0001349970031757,0.0002211359291676,0.0005660191824378,0.0012402112971858,0.8496357137132753,1.0105640786506298,1.0617686388300924,0.4161100016172741,0.7146312896990907,1.365808870394014,1.2525289110353666,0.9750603285495226,1.2762535475351318,-0.0133451312959458,1.036335423517136,278.0072003068228,2513262
3503,2.7181113442216085,4.033409071124018,22.398465913093624,50.43339704810644,1.384842730000998,2.602190071904083,1.5886906035134,1.5538679165037967,1.1288108735480538,0.4972427273669762,7.71342398383246,29.04712606447766,0.0066499334769948,5.190818847498953,-0.0010611272222793,6.678401024416744e-05,-9.668834369641802e-07,-5.2007300755788606e-05,-7.170507522908124e-05,-8.82271378777545e-05,-0.0074724426015399,-0.0035323903132395,-2.634182256571369e-05,-1.1411883145909928e-05,0.0397419030581857,0.0811804983603394,0.020871515014389,-0.2390397438542801,0.0001008323932428,0.0003518096463251,-0.000231010640796,0.0002503975255815,0.0004600031129727,0.0019510319224429,0.9477930168747,0.975895469349237,1.140874700382238,1.9766982994894364,1.4247138808227502,0.1036894410326518,1.576846165021046,0.8869000242654013,0.7370161044888228,-0.020375118615257,1.017416148255195,277.9189859187736,2753460
3993,7.429769891518679,2.204111333687188,38.49693850485991,216.412957234567,1.4268465866403794,1.201770043473061,0.4051748944217787,0.2572675886857699,1.1178641369382103,0.2794672122632718,8.540020953641184,33.26448539567309,0.001097798213976,2.4685729365374325,0.0033318543774907,0.0058895087775692,-3.7855749827537622e-06,-2.916878942693092e-05,-0.0007569935189348,-0.0001334897977354,-0.0025532261448619,-0.0026813632529415,-7.244955466208753e-06,-2.7316198268909084e-06,0.0262466280763557,0.2303081124661509,0.0017526430167362,-0.9613747222804028,0.0002329965404698,0.0010960848555961,-0.0001457963902187,0.0002299564112464,0.0003767433597029,0.0017337965368512,1.1392006241078712,1.065128872794969,0.9507855519791732,1.2837449578265494,0.8820855742408467,1.2975250998862355,1.1959302509100105,0.9678880100476835,1.006468856739446,0.0570455020060511,0.9589495114446048,277.9991059943493,2948970
5038,23.501113056689437,2.990893552038061,20.148422723950404,62.50981182351748,1.0699068590508514,6.072684049219826,0.5884960722140378,1.4573839811907008,1.5485464697730265,0.447097438105989,8.49104676862087,32.71722319029725,0.0021681288510869,3.976623532398218,0.0002952762922468,0.0214764944685981,-3.4232153036714056e-06,-2.263372632843708e-05,-0.0008878460899815,-0.0001136901685217,-0.004863005027331,-0.0018584533918097,-2.2513047539710662e-05,-9.595128393462094e-06,0.020449299495282,0.0260364010639272,0.0226802938370951,-0.7096821071882243,0.000114216394566,0.0011667236731007,-0.0001718352357262,0.0001635681204687,3.3476687622330985e-06,0.0010353647867751,1.082345177756703,0.8752254320553011,1.10998901848827,0.2353696689186462,1.1141848590986487,0.4022886413890968,1.2909018862172663,0.8644560845452256,1.4417777676022454,-0.005409546240975,0.9624135404614786,277.7823968632848,3365925
5346,12.546730680510947,4.837204503021356,31.40948590887044,55.97087684094668,0.9456543633558708,2.4656985850215567,1.3289187785883558,1.4355592695388442,0.997395021020416,0.4575218367459654,7.568713408383652,32.906019964806454,0.0005279045028025,-0.8285184358003411,0.0053440999405282,0.0178017551086076,-4.450337250912219e-06,-3.216099935365054e-05,-0.0001577571080331,-4.816317688436645e-05,-0.0075731783439192,-0.0019061632867039,-2.086270337397508e-05,-6.101079661935651e-06,0.0132416685504181,0.671048632194256,0.0155542833299277,-1.070800203283476,0.0002682533931862,0.0003220446199739,-0.000167120708349,0.0001648156761541,0.0003089165689555,0.0016810873742174,0.9736044340899904,1.1952631837181986,1.080876842357457,0.5780723951632547,1.425870452314685,1.2150280787114536,0.8287189188230294,1.078441336248012,1.3418922671708544,-0.0180715818338719,1.0276517781527676,280.95725486641646,3488817
6016,16.74165479772206,3.837815582290681,16.273788883772234,74.98210145582884,1.088052603258588,2.3575573226700373,1.0679550980904169,1.4317906161229563,1.51630730482485,0.336224258415616,7.588848934067494,30.42629278841216,0.0041708952518328,0.614547311715108,0.0035721771845198,0.0335855171647999,-2.3302818224016565e-06,-6.584462654792151e-05,-3.617743881045659e-05,-0.0001054751165795,-0.0061923871375773,-0.0043143953559844,-1.274040516982136e-05,-2.1467421033066955e-06,0.0270665214449883,0.0883593358699546,0.0224250627930057,-0.5749686876295825,0.0001764791485861,0.0007391687768408,-9.058740039341248e-05,0.0001893327985531,0.000159439218986,0.0010837886399149,1.029292724944127,1.085697890074047,1.0338305517929276,1.5918175381726465,0.6340883837402418,-0.2026056435216594,0.9892734592107744,0.8420086747625313,1.020540949022902,0.0449078226299817,1.0262275575106088,278.87257462279115,3756147
6120,0.9874004710123748,4.867632171674891,11.795975716836017,78.36544101008155,1.241254427147244,2.3279131713895302,0.8335583448876305,1.479020566576342,0.3358652341409605,0.5061759896677017,7.752527249199774,33.05244440700774,0.0007084857195017,2.170297924757773,0.0034664234375192,0.0070010253036974,-2.272224152868644e-06,-4.929306064999927e-05,-0.0002736031894162,-1.3569257445475464e-05,-0.0041577400983781,-0.001108429631889,-1.7240170851666715e-05,-6.589759030834329e-06,0.0070619738143979,0.01445088271222,0.0171713309367314,-1.38006030244706,0.000102090396433,0.0005770613619148,-0.0001440616085431,0.0001735489029031,0.0003158447766299,0.0021819567611763,0.9450252282170588,0.9188167349851784,0.8256094044752935,0.3545128628207877,1.4234748724629038,0.236805128329128,0.907335114775727,1.3112218922616403,0.7826207258766226,-0.0480015304705083,1.014650306499366,278.48660063728744,3797643
8254,9.722590812804324,4.931963058660624,29.125769900855524,48.66280381268102,1.311363722430441,3.941229995308444,1.502797068472858,1.6207570126399284,1.2903060725988134,0.6634327457506896,8.01928446478605,32.57593950849992,0.0003501329807494,3.381513446991535,0.0030298562897201,0.0089476389771572,-2.324485692988884e-06,-5.024234886146905e-05,-0.0007199222534422,-5.244771060812862e-05,-0.0034103246311158,-0.0037668765869283,-9.983679299096634e-06,-3.113972333223914e-09,0.0126867226484537,0.0509311484089175,0.0300106271760578,-0.7849856763948795,0.000190433755144,0.001301914373824,-0.0001094466493513,0.0001819978713327,0.0007108855541451,0.00170224499818,1.0060217839920955,1.050123829272271,1.0470429280325098,2.1137684017126777,0.7769631842739697,0.6908883041591971,1.0186503373194704,0.7470736880850846,1.1601496762674577,0.0434088645470864,0.9957821061430348,279.4160692714971,4649109
9877,14.915400407396229,3.0631839136997434,24.829919030637,44.1149788160282,0.8479534936104016,3.570530805758149,0.7284493650434188,1.6143173678634033,1.9160304367653027,0.4427459491701953,6.561875108564982,27.61545105550408,0.0108239732511541,2.3581258248509345,-0.0003487933554889,0.0096925053236874,-3.5438833466695677e-06,-1.7570785696393854e-05,-0.0007398815619681,-6.549568476973119e-05,-0.0072330712430931,-0.0025857485168121,-2.3440806892042076e-05,-9.567139292090068e-07,0.0035707159677989,0.063881891946511,0.0015684681708603,-1.7067973288384923,0.0001500382506804,0.0007543835619653,-0.0002286366041106,6.672005563675394e-05,0.0004659436472479,0.0013141368739419,0.967278275492934,0.8852012163960765,0.9051389315581704,1.3469834662653342,1.3451780559646869,0.2271400311274408,1.2361875484206113,0.935932182129577,0.9120094132508596,-0.0088655423949409,1.0988671967334962,274.1404358713781,5296686
9965,7.514167177865817,3.233382517565224,10.754323255859246,85.1738816830158,0.9789535358256124,2.94693365369012,1.0234929908548525,1.4923461653390808,0.922756332164717,0.4568434951132463,8.121410855413373,28.981568857338416,0.0059483052205359,4.6203869136570175,-0.0008813621304978,0.0372637745925705,-3.428400271037788e-06,-6.481754260876407e-06,-0.0008471787728446,-0.0001279364330129,-0.0051444800119229,-0.0016363681330769,-1.298629833661896e-06,-7.392874147583101e-06,0.0030126024228649,0.01846173357875,0.017803104988395,-2.9253774699977955,0.0001432014049521,0.0009293086040888,-8.698491805575658e-05,0.0001833109995159,0.0001555680495285,0.001446115891125,0.9362044100767208,1.1028048925415173,0.9331662482208064,1.414678704275702,0.677854574289519,0.4060156677830745,0.9112287025561469,0.8521644563978684,0.6459088991019784,0.0061850183738365,0.9885585294694283,279.40661055391564,5331798
13194,1.4434435001275634,3.942209753862105,7.966533211701166,68.31797647881791,1.1020524833419645,3.592425042348842,1.2228412774876267,1.530300793682132,0.3992427391126141,0.4788441605806687,8.341024120282459,36.40900404599864,-0.0022321420785944,3.5187633656073203,0.0029434073909681,0.0126734511299127,-3.184962903437628e-06,-7.075964048763761e-06,-0.0003583872530601,-2.411453519306812e-05,-0.0028432171675506,-0.0014310994016789,-2.1306818671855936e-06,-7.606323768198129e-06,0.0156665539271452,0.0526145971108944,0.0391029745598548,-1.366524921209924,0.0002025437822728,0.0014939117053932,-8.315431544719869e-05,-9.508356823545912e-05,0.0005638505003526,0.0018548600857209,0.8196077218987371,0.985096902027022,0.7617057452035583,1.2338945574763638,1.0687323291556852,1.5349141126093035,0.8730154502873799,1.0938311445216766,1.2470073907327426,0.0724464059544631,0.9730249024844904,275.664110568358,6620169
13769,7.149348589171305,3.848522809470824,13.831681383176017,70.58992130528873,1.1022934637685775,4.029844927225214,0.7750243976597952,1.4530419621787427,0.9566585240611868,0.4612822135769858,5.3991985887155804,36.56538405992865,-0.0028832629790406,0.0333071471466275,0.0048167393250739,0.0360540179674066,-4.163759951617484e-06,-3.691897712201283e-05,-0.0002947225057878,-1.8735451783411194e-05,-0.0001501215246534,-0.0029525826484512,-3.158753230233733e-05,-6.638194535072172e-06,0.0064752798097069,0.0098164880383094,0.0061899145684839,-2.0081457218280216,0.0001276236008939,0.0007171106797704,-0.000139977235393,0.0001674605255145,0.00015862945981,0.0010476507070357,1.003600608150507,1.0559623188683958,1.1164121667132414,1.3255494344570262,1.1495633636806235,0.6087250619019,1.2627506459638125,0.9032467441771794,1.086716554214018,-0.0133270750936054,1.1811053228059474,280.2243834005354,6849594
15776,11.819992244755475,4.616736555044223,12.94574404613452,20.865145242727458,0.885356808401522,4.863196497328697,0.7934209307458732,1.5685707255213863,1.0852621393802049,0.2811218672573441,8.098713596910814,29.81740212609431,0.0044035268561082,1.0840886920786907,0.0039332566652908,0.0382357718439161,-3.5768732102402863e-06,-3.651887316165837e-05,-0.0001129687588287,-4.2969870457922974e-05,-0.0060004540993236,-0.0047142534406512,-8.170199115181288e-06,-1.4264846414555351e-05,0.0072306088554176,0.724685219988535,0.0037077237945631,-1.1602660716111537,0.0001892228507106,0.0010724387250656,-0.0001396261153756,0.000127748020174,0.0001104281327838,0.00134830651072,0.97706492119131,1.0917584329502423,1.061768321706694,0.9475566304534678,1.0368320215400328,0.8732416154098266,0.9594642780508308,1.0797076437701405,1.19468728679404,0.0271956782398106,0.9901639459153322,278.7765132639725,7650387
