,surface_warming_2015
0,1.1636462084918615
1,1.0466215544978583
2,0.8640227820089585
3,1.154093382977127
4,0.9970006217984805
5,1.0883421111092741
6,0.8534859508692696
7,1.1655721228367932
8,1.1411454516266466
9,1.137658962688497
10,1.0578395655535169
11,1.2540408985425868
12,1.0393388399090622
13,1.0345471461342775
14,0.8871892599096685
15,1.1291489277228042
16,1.098391018476605
17,1.0484581392559584
18,0.9380163849936337
19,1.0643787200606543
20,1.1852641435870601
21,1.104121279689085
22,1.1438615657481308
23,1.1802014759509927
24,1.2017769303843004
25,1.1797426444808798
26,0.8956093253009053
27,1.0575364999710914
28,1.0763105715601529
29,1.2080814733961414
30,1.0288106911927946
31,1.1299201851384395
32,1.215144359277883
33,1.1730409723409672
34,1.3130709677596726
35,1.0964411800110994
36,1.4078340235396887
37,1.2280665645706415
38,1.2411015439895756
39,1.088333141224802
40,1.2688361122981147
41,1.3089352343980845
42,1.04952116576366
43,1.263352039726584
44,1.1989694201419487
45,0.8417560051006598
46,1.0599041206232487
47,1.3580041475841145
48,0.86353112399567
49,0.931721830298926
50,1.205365950360338
51,1.175934486048574
52,1.0247822990365982
53,1.0917262457605208
54,1.2379510514692913
55,1.0990878780437212
56,1.195186270274669
57,1.0317132096299773
58,1.1288621467931343
59,1.1654212591846536
60,1.0951047437125645
61,1.0486220772517538
62,1.0347342962674881
63,1.1968650601963118
64,1.2455509569313996
65,1.2072702313749941
66,1.1591585834131908
67,0.9685455343864341
68,1.0115126039004299
69,0.8447061146483922
70,1.3021290485804133
71,1.222732450997782
72,1.2228437181522898
73,0.9954594824651998
74,1.2241740195320951
75,1.2907970234387198
76,1.3587682764208173
77,1.0027752571954918
78,0.9657195715418896
79,0.9392628365373179
80,1.0535890436078876
81,1.1001428828658804
82,1.0261746092444288
83,1.1545520552192148
84,1.1704162225305588
85,1.287282261964839
86,1.0765839013085614
87,1.1810919249895409
88,1.0083180009849704
89,1.2080140014858687
90,1.0689507251562205
91,1.2058703722936919
92,1.1931638137520975
93,1.2837298362822231
94,1.2717591720287382
95,1.1031850941037495
96,1.039459959918604
97,0.995203589108605
98,1.230828404130353
99,1.3721615810563472
100,1.2036011861678402
101,0.9810339114279535
102,1.0477726190934975
103,0.9783898168769524
104,0.9175118967765187
105,1.2811154105697766
106,1.2149057011819266
107,1.1827414477755505
108,0.9182105174955225
109,1.2130822753698842
110,1.01263552237831
111,1.1582297612664738
112,1.0147924890343147
113,1.3261983919183757
114,1.2661918468768065
115,1.4261291066905928
116,1.1081883671909636
117,1.2330191880552834
118,1.15269254009669
119,1.1338529211317967
120,0.9624717386586612
121,1.0096427973182434
122,1.0607582732684735
123,1.0404072568422773
124,1.0627463030885216
125,1.22617136942986
126,1.1512277030892997
127,1.1998627758511415
128,1.0487983851815832
129,0.9822254623889254
130,1.2470916111484915
131,1.1809033567099227
132,0.9342737369421766
133,0.9065929397658398
134,1.1031600429108268
135,1.2095059785493119
136,1.0564998411116462
137,1.111724186696509
138,1.0822748428902251
139,1.2202485189617613
140,1.1345584030925533
141,1.3185204968938211
142,1.1248982716423912
143,1.1520375229131066
144,1.1393604414408545
145,1.2141039029005007
146,0.9304708075957606
147,1.2286059326920444
148,0.9829379634892298
149,1.192444949991093
150,1.1926162568472258
151,0.7640063007171778
152,1.0705553271346355
153,1.1279066282190406
154,0.9902810288005309
155,1.2216909200219384
156,1.0584607173053264
157,1.2148070931265509
158,1.1530587810373985
159,1.1990260870400644
160,0.8199864576694849
161,1.184124531097675
162,0.9822808708329528
163,1.2797784709683842
164,1.077370826135446
165,1.0301289004691174
166,1.3869610946761934
167,1.1006125479558957
168,1.1522208849372704
169,1.2501010932777583
170,0.9496098401749645
171,1.0520486174023893
172,1.2119525863080698
173,0.9736709741952901
174,1.0668739576121813
175,1.2295348493861442
176,1.0768178829877173
177,1.3064401092171312
178,1.1251510914627518
179,1.0848231634127452
180,1.1105447193072284
181,1.1429754856003997
182,1.1437694448341458
183,1.2881062155630514
184,0.9386053739794471
185,1.0063156914818658
186,1.0366923329490536
187,1.1525954230382087
188,1.1796661025478792
189,1.3079433409130012
190,1.3225237687931712
191,1.2818367276612008
192,1.1555589257710621
193,1.2941560883502876
194,1.222656396945479
195,1.1021966329843202
196,1.158211641405623
197,1.190278470011477
198,1.3138674885287864
199,1.212295820267033
200,1.0745969970253566
201,1.1436978555719102
202,1.269130528678828
203,1.106454652037586
204,1.1788249980875398
205,1.1368477407821804
206,1.099484613022256
207,1.0002941259388036
208,1.3153186564823018
209,1.1112207124808995
210,1.168751719398177
211,1.2353891934370766
212,1.0281086109878426
213,1.1062703331661923
214,0.970998326263473
215,1.141261378251592
216,1.2583171497567576
217,1.0412504720410083
218,1.226952823394869
219,1.0644955913982939
220,0.9936366413307368
221,1.033367567049602
222,1.1264413803725981
223,1.1182639627712918
224,1.1463275671658812
225,0.9924865769429619
226,0.9954123337050821
227,1.3493646299849997
228,1.1379926158693672
229,1.310126709904643
230,1.1166090760051182
231,1.3685130635000151
232,1.1941495954906953
233,0.9853134432088232
234,1.164097730620302
235,1.1531485028273871
236,1.0876036604711756
237,1.2407231015928355
238,1.0557995536739315
239,1.1577526696954359
240,1.0654019907660892
241,1.199785601701131
242,1.1775532189335434
243,1.2282265001181671
244,0.966898405669397
245,1.0771278516199296
246,1.1405669580998898
247,1.274947827495398
248,1.2896892805806264
249,0.9710906614511147
250,1.1896895796715938
251,1.2028990902815888
252,1.1489755753210353
253,0.9229985072980985
254,1.0389868583906798
255,1.2792702984031799
256,1.0127784109425475
257,1.0567220575008252
258,1.2034012163478756
259,0.8091015308498182
260,0.9455984346070009
261,1.0919799677347588
262,0.960817140964762
263,0.9403993048783483
264,0.9562724393581762
265,1.2380164330298564
266,0.9890763748389887
267,1.227389829271619
268,1.4079099743724623
269,1.1890819292553396
270,1.1386604050868083
271,1.1214595045017508
272,1.3896089862909071
273,1.0357360090878251
274,1.0502113054811604
275,1.1158507677294769
276,1.1901705795914106
277,1.071552819677097
278,0.9296846556025076
279,1.1180320752687143
280,1.131987475757557
281,1.1991046250175161
282,1.0322419266504563
283,0.9210988700032273
284,1.1164927795925692
285,0.9822061617711314
286,1.0778486212316554
287,1.0043138387410555
288,1.0482550580854118
289,0.8415468576598614
290,0.9268280695254023
291,1.2692330616961112
292,1.0209959016919572
293,1.0945111265844658
294,0.9983842995604372
295,1.1394691051054209
296,1.22868026784744
297,0.9351037089915334
298,1.118348675754676
299,1.3559309499032195
300,0.9253002456850429
301,1.0717787945829214
302,1.1156278647030864
303,0.7892294818725922
304,1.1063844213676197
305,1.0910725734403894
306,1.139170829913036
307,1.0473586498001834
308,1.1119185078659903
309,0.938710099162605
310,1.3665147606887755
311,1.1076589206535643
312,1.2612554572159969
313,1.079009728889205
314,1.0139811008578206
315,1.2154830696519494
316,1.2544062701964918
317,1.1206641590047943
318,1.2908428361173292
319,1.2951295727966188
320,1.1191074915800328
321,0.9547219041698151
322,1.279184856521408
323,0.9714863394630989
324,1.0486215601823923
325,1.3549667016311875
326,1.1553826096710154
327,1.098592892544017
328,1.1074357436240683
329,1.1242454946767748
330,1.1887476235911985
331,0.9688745779950451
332,1.3294248352604172
333,0.8683053347251467
334,0.8811253401224709
335,0.9725424645687427
336,1.1459502478717387
337,1.0828947526188903
338,1.3118246732618126
339,1.1208523924654905
340,1.047925454721026
341,1.2526973524077576
342,1.1217795937343156
343,1.0711683569634136
344,1.333574509171056
345,0.9450577475406475
346,1.0920631785625776
347,1.0461409482149615
348,1.023656070011287
349,1.215550614351887
350,1.0030970789896316
351,1.1279102217674466
352,0.9988956135744195
353,1.0324621890519556
354,1.2615203790258995
355,1.1767661734042756
356,1.1969525159084249
357,0.9051846232872376
358,1.1478691721780536
359,0.9392002527827893
360,1.1429450394454772
361,1.2075585827286344
362,1.3095371411394203
363,1.336262905870694
364,0.8950897642470554
365,1.1305403470575737
366,1.153643467300573
367,1.124887799784481
368,1.175856872146841
369,0.8530147287341348
370,1.0266669466794451
371,1.094706392171651
372,1.0116564298617408
373,1.217944633895128
374,1.1504201732753359
375,1.066053884066315
376,1.2455392831532515
377,0.9554869333357368
378,0.8074328069461847
379,1.24013396449106
380,1.0686107591269516
381,0.9704967316063677
382,1.0697684169301858
383,1.2104577869884903
384,1.13597624164542
385,1.1003234875917909
386,1.0996205111216164
387,1.2876795135370553
388,1.0427049858745896
389,0.9387677400104886
390,1.1352197443596692
391,1.0907052593603215
392,1.0418665126414073
393,1.1037113198411186
394,1.2527853187410831
395,1.0002288557973151
396,1.2442289724247217
397,1.13399491879906
398,1.3213884004686833
399,0.9031052387473263
400,0.9453991684513107
401,1.1963013287151956
402,1.339026479612484
403,1.1480406466440232
404,1.130329863206875
405,1.1034290518466894
406,1.1816708187799998
407,1.1342616351547083
408,1.1300848710793416
409,1.283699861809859
410,1.0104523116378186
411,1.0982195190479027
412,1.0835594087274587
413,1.0964243071076067
414,1.0771701664493785
415,1.116910419025794
416,0.8347229724627941
417,1.2105888897418038
418,1.0795822943315705
419,1.320363598045987
420,1.0506142097411733
421,1.207693536765782
422,1.2445213877626449
423,1.1073875175005568
424,1.1168844038523003
425,1.0688375514725554
426,1.2641209905474837
427,1.1649375797370722
428,1.0882542609086192
429,1.2000493059749258
430,0.7655533770153683
431,1.2077108910735244
432,1.230113099496033
433,1.2120890760409382
434,1.0285866226080964
435,1.1316423866770307
436,1.0294569385091448
437,1.054741949948256
438,1.0199236221426542
439,1.1672531702815938
440,0.9816596682427919
441,0.7991800574908644
442,1.2992769976329557
443,1.1227032180012895
444,1.141864851258223
445,1.2916483853010838
446,0.9633287356601256
447,1.1349164831666863
448,1.238828597881561
449,1.1217023779749797
450,1.1340226073470445
451,1.0698943594143562
452,1.2507231488825852
453,1.1575608349120712
454,0.9787493729252777
455,0.8880247322599446
456,1.097030592559256
457,1.0127711865634574
458,0.9006750979701384
459,1.272598944899706
460,1.0863375597855396
461,1.2032207245479194
462,0.9896357978134666
463,1.066988107755976
464,1.2931877598184562
465,1.2041269008728577
466,1.1542338977912898
467,1.286931851846357
468,0.8756947047783822
469,1.2319762574896376
470,0.9594739096284534
471,1.300032264900291
472,1.225756088274926
473,1.1706721559922935
474,1.2158713769642766
475,1.1584703061227075
476,1.0908961976906415
477,1.2210000061297288
478,1.3190608203302334
479,1.2072827515295819
480,1.3452754406572671
481,0.9628527645676083
482,1.1119503497841579
483,1.1124482908663142
484,1.2422091257286665
485,1.129343394864288
486,0.9009124944293837
487,1.0330203374234026
488,1.1035782062456967
489,1.1220605560683623
490,1.1831259019479283
491,1.0857552020999068
492,1.2945733156354535
493,1.098359463937045
494,1.340008688694735
495,1.1500463740136602
496,0.8321700762924319
497,1.0570748053633552
498,0.9478352951279428
499,1.1032323776282764
500,1.2792366021450259
501,1.0819170618601213
502,1.1376268378663088
503,0.8435501282821367
504,1.0307696052337723
505,1.1378673053419943
506,1.3375899002953409
507,1.1814226996275479
508,0.9875447619238827
509,1.2612399500301268
510,1.0974258576284872
511,0.9508711180742706
512,1.2894827590865336
513,1.1429968357968123
514,1.1991416205026284
515,0.949358699217412
516,0.9825742416887872
517,1.1969019319139798
518,0.9981589634162588
519,1.218990746778628
520,1.0081780137068486
521,1.367198695152961
522,0.9525556290237396
523,1.2403048871627926
524,1.2303944552638195
525,1.0676960256817933
526,0.9965060364838806
