,surface_warming_2015
527,0.8942689999191287
528,1.2069818703750235
529,0.8871148005988523
530,1.2735635486839665
531,1.1827649120980488
532,1.0893644165311756
533,0.9686194028889423
534,1.1019075373422735
535,0.9699598131734283
536,0.9716329496287516
537,1.2369536565522137
538,1.103896002971239
539,1.2345956579061435
540,1.056634910256212
541,1.20387385240159
542,0.8683106144758058
543,1.0695310406489034
544,1.0776210108361766
545,1.2755045381176537
546,1.2740221109425098
547,1.098064775386847
548,0.8753145830141744
549,1.042088250070746
550,1.054081811767904
551,1.0484191889562364
552,1.075546971736118
553,1.0263512123385619
554,1.251042900891473
555,1.2040804191295167
556,1.2182835708628748
557,0.8897556078364269
558,0.9501957953989184
559,1.1074260232785882
560,1.1091677978122325
561,1.172736589906842
562,1.1593429701693805
563,1.3040499839479054
564,1.0297241012767109
565,1.0242366978656339
566,1.0438119063427598
567,1.0401448406638112
568,0.939160622597286
569,1.1856086056446333
570,1.1736446909253448
571,1.2797815162513793
572,1.1605471498646405
573,1.296202388580408
574,1.1461357788703919
575,1.0556424700585891
576,1.0185916834379731
577,1.2141318713436937
578,1.078941366149281
579,0.9883666933302605
580,1.2025512488446881
581,0.9695357422014786
582,1.1696911894950888
583,1.162775561245243
584,1.3974299646642616
585,1.256157334741547
586,1.1650665667777087
587,0.930561163931106
588,1.072277144698806
589,0.8798290142525015
590,1.2952883084607674
591,1.2683471594362121
592,1.1852823897287537
593,1.2780270691757778
594,1.2041269643499168
595,1.1926757499709923
596,1.259593223045469
597,1.2604162524136036
598,1.2888281122214953
599,1.060783510655352
600,1.119623342416991
601,1.0573155905896439
602,1.2096293559092488
603,0.9541348575657502
604,1.3290826072710762
605,1.0685953412060156
606,1.2145187344792516
607,0.8477921797338823
608,0.9124797648200895
609,1.1446528261249114
610,0.9806317032154604
611,1.0802484543974953
612,1.0773993683893646
613,1.0735300100484189
614,1.070791371708741
615,1.132882604769446
616,1.0122126311064599
617,1.2714658712103288
618,1.2294874082761096
619,1.1645095113704174
620,0.9158034151974525
621,0.9554217066814699
622,1.1801980225950532
623,0.9273265013790566
624,1.065788945744079
625,1.006711697477114
626,1.2383645219706798
627,1.0045322244306236
628,1.0284237498611044
629,1.0174307150484938
630,1.019026447009482
631,0.9186314362677435
632,0.927772700258919
633,1.0270631720300565
634,1.2917650483944327
635,1.0755218341616182
636,1.278887985401334
637,1.0851421478088956
638,1.1534773202736246
639,1.3095873889216834
640,1.007256422626245
641,1.216332358766126
642,1.2216386439717177
643,0.9631034475180023
644,0.871204638859308
645,1.3000905702672823
646,1.1562564809033256
647,0.9343394545370439
648,1.3076420490193477
649,1.16489604804835
650,1.3400483888055192
651,1.019207047226283
652,1.021365210897161
653,0.9941278433759931
654,1.21781526810652
655,1.218571763568554
656,1.232012927961506
657,1.001784993474502
658,1.0539896982901769
659,1.101649020558681
660,0.886817303881041
661,1.0062817266888913
662,1.232827948578584
663,1.1618981406390798
664,0.9568336855158875
665,1.0967362545089232
666,1.1351380890116385
667,0.9926258649101042
668,1.1720755798398552
669,1.1142677110437766
670,1.016128740032737
671,0.9368394003744467
672,0.9859918838595348
673,0.8651866333542475
674,1.2087219479542055
675,1.120774798570086
676,1.1198550205460838
677,1.155589929485
678,1.1469296116717032
679,1.1112042305402947
680,1.2234222857291521
681,1.1718087220008369
682,1.2151723256994864
683,1.2437276035405351
684,1.1722969694269487
685,1.1779410413174674
686,0.8399043196509789
687,0.9486740181227856
688,1.0448893015298673
689,1.2275823408643105
690,0.9761856130746004
691,1.038524534452181
692,1.1745796775199135
693,1.3066750623553243
694,0.9724565785788557
695,1.2455801589078446
696,1.0425545768905646
697,0.9928039391743234
698,1.3537013371156976
699,1.0158296573705123
700,1.009355971812627
701,1.363260439529975
702,1.1628661758584915
703,1.2488647516273166
704,0.909341057297251
705,1.2016532337342793
706,1.154945322183515
707,1.181611782637836
708,1.1458216197555036
709,1.2577938129440032
710,1.1201549166052582
711,1.1373156987810185
712,0.9932890204774315
713,1.0565757081309273
714,1.2605683228203977
715,1.2213495600067628
716,0.7854078833456268
717,1.240759063285136
718,1.162752352770005
719,1.1133928348954822
720,1.1341707811266417
721,1.1424308102059322
722,1.035206886181288
723,1.0564745536133335
724,1.2302596617346166
725,1.2533671909203523
726,1.0997477807091043
727,0.974272127593245
728,1.1533729297315904
729,1.0190328036026362
730,1.0261223831100046
731,0.9390751401079025
732,1.1109899380809112
733,1.218626379448367
734,1.116097473440325
735,0.9944399703282291
736,1.3206656773385794
737,1.0498743767038192
738,1.1414634765414502
739,1.0126356365580635
740,1.0820644438909897
741,0.9752390475030596
742,1.1548766010057334
743,1.0895603260030717
744,1.1412338662638462
745,1.1027071231065135
746,1.0969213475946242
747,1.0808907968502846
748,0.9385400024490287
749,1.2583038001963076
750,1.3431538718800913
751,1.0680211578387406
752,1.2793028583502397
753,1.0999136343558513
754,1.299566185596328
755,1.3812718789386755
756,0.989446378489221
757,1.163590197578067
758,1.2647364816404196
759,0.8608482114637411
760,0.9723740778668829
761,1.076288890154947
762,0.9110722675176005
763,1.3324218815557356
764,1.1088862462253655
765,1.240349506308613
766,1.1805037871773232
767,1.1939261010905131
768,1.0414495219913804
769,1.1134731581217339
770,1.0841147222586596
771,1.0888916177368309
772,1.1616313443889181
773,1.2171082907824413
774,1.2377950405422111
775,1.1436600677550164
776,1.175840940474373
777,1.1069510299003662
778,1.2179311798677093
779,1.039622353360833
780,1.030222793184461
781,1.0287423213433193
782,0.9597337426123846
783,1.0053390369711872
784,1.2668681681945109
785,1.1238266941306798
786,1.054091416357677
787,1.1233299833874941
788,0.948147081162026
789,1.1357832154814487
790,1.2857459428296911
791,1.3101634778830133
792,1.2406259762468541
793,1.172776176814828
794,1.1433895717709737
795,1.1229635026864524
796,1.2865652457970533
797,1.028990831124939
798,1.252301880255442
799,1.1554826133664768
800,1.2075280648527276
801,1.2458630268578728
802,1.0820876804242374
803,0.9171788708557607
804,1.1420031122191086
805,0.901884287231054
806,1.0791812690613258
807,1.3288852687523902
808,1.2204650542931597
809,1.0872592347793368
810,1.027696147753117
811,1.1734723985881104
812,1.1355752831452826
813,1.155526334993516
814,1.1419572758272811
815,1.285747213188491
816,1.1191138917655614
817,1.279790209939026
818,1.2092690052645358
819,1.0236773359176512
820,1.2860286678832917
821,0.988012942439133
822,1.1727516359698598
823,0.9916398796742035
824,1.0013743707350513
825,1.112720698542987
826,1.01226989719146
827,1.210876689143276
828,0.9351212764181558
829,1.2100429148124046
830,1.206389691269584
831,0.9934079676902393
832,1.0479647336242581
833,1.138794095362642
834,1.3374364795702518
835,1.0502003012417345
836,1.3141161176282146
837,1.2904297263893083
838,1.3042665129176143
839,1.1211823321561498
840,1.0808383224422888
841,1.0156499861332628
842,1.317559658596692
843,1.204544555914702
844,0.9281723250108368
845,1.1567337229809693
846,1.1181031008924927
847,1.1045740481293866
848,1.2399694649467636
849,1.2144864603964765
850,1.1750297683330597
851,1.1219851717409335
852,1.2393791576386386
853,1.064800356636757
854,1.1411156558071198
855,0.9773346102285675
856,1.027184892428052
857,1.021642456008808
858,1.2582777308589623
859,1.137933784267077
860,1.1710645665256103
861,1.1734431790334567
862,1.0091420346709397
863,1.2088140726400054
864,0.9419694562355784
865,1.2487153449053259
866,1.1012669236215995
867,1.0127376941855428
868,1.1957484435362948
869,1.2200147375641932
870,1.0546020042857256
871,1.0445283454476257
872,0.9271592318127198
873,1.2130332309148613
874,1.0753039321650846
875,1.0295921654544293
876,1.2568728964610192
877,1.1952612227946884
878,1.293508598448509
879,1.2924899520641393
880,0.954026613562962
881,1.1282317156717054
882,1.027046796825208
883,1.1306207464355946
884,1.093334655933539
885,1.019810498677714
886,1.1466493065501537
887,1.1970911451888933
888,1.0519733830708362
889,1.3159237118782547
890,1.2787235700457313
891,1.0349491644188342
892,1.216205898818845
893,1.2296479786784031
894,1.0694647954156826
895,1.1014431541674536
896,1.2011969500163109
897,0.9018484161724513
898,1.3282371702002176
899,1.0905486482435727
900,0.8485948171148827
901,1.3159425130425566
902,1.0791632605053385
903,1.0592495457617925
904,1.229252754338618
905,1.3876290184005042
906,0.914932475115985
907,1.056959996007155
908,1.1528760847073851
909,1.261604640286687
910,0.9352648417432771
911,1.1923878384418711
912,1.4060787116090974
913,1.0144630612346055
914,0.8690247065648825
915,0.9109106213678809
916,1.134096369265309
917,0.9837715199536433
918,1.1590973757486442
919,1.2999179509461283
920,1.1351573229682406
921,1.1477624537236846
922,1.1104979912503041
923,1.1336974732431702
924,1.15986467216262
925,1.1646736897035344
926,1.0800185844663326
927,1.0561051096481369
928,1.0622853062437945
929,1.2452855607943327
930,1.0714413609897262
931,1.154290790677715
932,1.2742170711710394
933,1.3710737254095648
934,1.2573996797597973
935,1.0323135621073911
936,1.1599335114617042
937,1.198871969676404
938,1.1590765499782343
939,1.054101390828626
940,1.0646770481092287
941,1.0333303355830505
942,0.9756568709508889
943,1.0789194957074146
944,1.158176109452536
945,1.1898445261935389
946,1.3336892083822196
947,0.9860043964367223
948,0.9444585031762948
949,0.9274512470544732
950,1.2310366180748735
951,1.2710954067526536
952,0.8983368402676449
953,0.9756626425231903
954,1.2231368424506113
955,1.2186956357038699
956,0.7995728193048
957,0.8840682130853401
958,1.1571170029232083
959,1.179809318904796
960,1.3023838751479189
961,1.172488448429497
962,1.1411123325787353
963,0.9969803225008237
964,1.2176309678077182
965,1.0769618055596366
966,1.2782802718269592
967,1.136307237771843
968,1.2884211430334842
969,0.9256119412328161
970,1.2268284529758589
971,1.0610041114224829
972,0.8988541403342037
973,1.2012730836869778
974,0.8491240229620117
975,1.049377636577581
976,0.8741537339580328
977,1.2009823146716165
978,1.1772938989426946
979,1.1405199950685443
980,0.9434441187626964
981,1.2309390106780391
982,0.9508788229474141
983,1.1613192341082126
984,0.9747954956363486
985,1.0134520331607826
986,1.215686031527346
987,1.0352316028614497
988,1.0149248150497274
989,0.9119327780625256
990,1.1106382922048712
991,0.9300271641830425
992,1.1343947493858906
993,1.2281744059245425
994,0.9233647090455159
995,1.1636009888469085
996,1.2680082933842316
997,1.0534363555962378
998,1.1969691441883286
999,1.1288269576949275
1000,0.9138299882379671
1001,1.0037006845541927
1002,1.1039838378150693
1003,0.8739668546279884
1004,1.211401195734803
1005,1.0810229936790625
1006,1.1046984501281418
1007,1.1049514148978457
1008,1.1193197526194898
1009,1.0263291721861258
1010,1.088794629721273
1011,1.323034800795127
1012,1.0793688546236595
1013,1.05073305374477
1014,1.3524332250301438
1015,1.2728077081474742
1016,1.032179169051004
1017,1.1089626052048156
1018,1.02290823958357
1019,1.226411888020876
1020,1.08514337154118
1021,1.1299709505010243
1022,1.2992767595598234
1023,1.119570694543305
1024,1.2072288315474995
1025,1.2338052964873523
1026,1.208754107509145
1027,1.1684940424624792
1028,1.1675608111285753
1029,1.1891535761721408
1030,1.2510564466961376
1031,1.1457053045552672
1032,1.186008023394383
1033,1.1620949900449875
1034,1.1960874330671833
1035,1.01976316628163
1036,0.9646856947684405
1037,1.2353092570687947
1038,1.0784351518799502
1039,1.1136410763103903
1040,0.9017162523679672
1041,1.186078180227256
1042,1.0663696046939046
1043,1.3004578008961487
1044,1.0010652131616733
1045,1.0209938292740297
1046,1.1886225675222435
1047,1.130892677537179
1048,1.261347486457134
1049,0.9833242321151189
1050,0.9270169969305934
1051,1.1449805786939309
1052,0.8307777685314811
1053,1.0764106683812416
1054,1.2692897447667555
1055,1.2169990961838666
1056,0.9629290457617911
1057,1.3284954180278028
1058,1.2021479695690274
1059,1.139134660607644
1060,1.07425197576337
1061,1.1414690939152496
1062,1.251931868966992
1063,0.9952669174814942
1064,1.0597495299271227
1065,0.9987953633125611
1066,1.289935880134351
1067,1.2234233237825154
1068,0.8259062473138662
1069,1.2058780784750085
1070,1.081497230092729
1071,0.8970341161467252
1072,1.1307035381424937
1073,0.9255825775315408
1074,0.9942170120833592
1075,1.301007672621866
1076,0.9986703354159935
1077,1.069654933002453
1078,0.9395323014336119
1079,1.0363600192049316
1080,1.160743553067356
1081,1.0843711485901673
1082,0.9160321260823162
1083,1.1980950397220695
1084,1.1437261398183738
1085,1.0900089013110659
1086,1.070439548637526
1087,1.1826232731925153
1088,1.0481819131129004
1089,1.3543110067091688
1090,1.2375208801896882
1091,1.1781483509471795
1092,1.304824569871534
1093,1.2285782087114803
1094,1.234192625942503
1095,1.2672946471018505
1096,1.275400340762503
1097,1.2423459558012637
1098,1.3109860620958567
1099,1.0843795513464518
1100,1.1030068487945557
1101,1.0438334482952616
1102,1.0852287990276057
1103,1.1980771742172558
1104,1.2213741916877328
1105,0.9344747244141978
1106,0.9216200716803837
1107,1.1250539996387081
1108,1.000650447583328
1109,1.0423199885051377
1110,1.193823971408516
1111,1.3976319229712835
1112,1.2037471396505945
1113,0.914283468668012
1114,1.2653965250247334
1115,1.1039786744145985
1116,1.403665439145969
1117,1.1766325913188531
1118,0.9933872807691112
1119,0.9856200588183562
1120,1.043319813403072
1121,1.2129182306081399
1122,1.1630346276443584
1123,1.0937254744467322
1124,1.0351991549529682
1125,1.0161435904583596
1126,1.3339863364438096
1127,1.091143198491877
1128,1.0992365202654444
1129,1.0412022690868796
1130,1.1856627933399455
1131,0.9588061701261524
1132,1.1303259486561017
1133,1.198688950164184
1134,1.2196556021605658
1135,1.1760000488074382
1136,1.0052344263411723
1137,1.0709676580929557
1138,1.087946822761039
1139,1.134418899092823
1140,0.9898347703159868
1141,1.1533618153882839
1142,1.0431481871064547
1143,1.0291482293389485
1144,1.040162995890812
1145,1.1567417382445164
1146,1.066742351023894
1147,1.2718056414014267
1148,1.1459460796156438
1149,0.9062765138396449
1150,1.0197697725382522
1151,0.9176840750551897
1152,1.3223716198478122
1153,1.2596557509344044
1154,0.9511713847372966
1155,1.2423562519827112
1156,1.0223560952515123
1157,1.2521563968739073
1158,1.012627961115105
1159,1.2629529872292116
1160,1.0100440765283247
1161,1.2176253831759603
1162,1.0970772415231007
1163,1.1543051018847725
1164,0.8691644746593545
1165,1.015878235603446
1166,1.0546097499706208
1167,0.9817795888415529
1168,1.0559453347477752
1169,1.0012132947667607
1170,1.1716824092348785
1171,1.1302684989299814
1172,1.038509801390643
1173,1.1968174376944045
1174,1.2793562720197196
1175,1.3646576249222653
1176,1.1848915500621802
1177,1.2234242739226833
1178,1.0696697436119504
1179,1.2071270019385119
1180,1.1126806574626662
1181,1.1310298233681522
1182,1.2806779925547849
1183,1.12350001861545
1184,1.3992703210287032
1185,1.0666156343389481
1186,1.0182455704644005
1187,1.2993099373798667
1188,1.1883709160220373
1189,1.0233512404554852
1190,1.022415689586163
1191,1.167687086657835
1192,1.1603263294504331
1193,1.129320541319458
1194,1.0726022974467795
1195,1.00698170984345
1196,1.1843821152431349
1197,1.1466551245873338
1198,1.0326503762294665
1199,1.2594572441808358
1200,1.0313061620261057
1201,1.027878166032322
1202,0.9944498675337975
1203,1.0417551300062384
1204,1.1389772231294897
1205,1.245435786344438
1206,1.2062720872931214
1207,1.2737328574963223
1208,0.8801289964421508
1209,1.0570318185514243
1210,1.100751508175008
1211,1.213279683468432
1212,1.0203766339245885
1213,1.164082955592331
1214,1.2436263832023777
1215,0.9524650047773238
1216,1.0694817382479718
1217,1.234744151630176
1218,0.9835327785141029
1219,1.0415319909976044
1220,1.1633450616406122
1221,1.111832967202997
1222,1.2021110627077287
1223,1.1235518965792854
1224,1.0921962122081812
1225,1.211628705171798
1226,1.119464593367271
1227,1.3054827746198345
1228,1.1238144051287322
1229,1.2977507200759901
1230,0.9602675856005761
1231,1.38196645316693
1232,1.0512764627519435
1233,1.071130927523411
1234,0.9874722780864179
1235,1.0910148969727018
1236,0.9252923399453936
1237,0.9364240112549874
1238,0.9412105121847497
1239,1.2278771209424746
1240,1.0248803424406887
1241,1.0744061139192298
1242,1.2233644333078173
1243,1.1454933604329298
1244,1.1848845780991666
1245,1.2229458136867088
1246,1.1607093171562384
1247,1.0300792783034125
1248,0.9811911600806761
1249,1.278585593356261
1250,1.4055722200035272
1251,1.1584301648439914
1252,1.19330628979891
1253,1.2026843482051204
1254,1.0390681305558926
1255,1.0291447004779721
1256,1.0198011742035376
1257,1.22281116784285
1258,1.230406527945679
1259,0.8572681966535647
1260,1.2953037471002493
1261,1.0891294503652533
1262,0.9041856260205716
1263,1.1426614063883536
1264,1.1885588352703604
1265,1.2299882432745242
1266,1.280873663536417
1267,1.2373870105888507
1268,0.9625451685197225
