"Model","Scenario","Region","Variable","Unit","2000","2005","2010","2015","2020","2021","2022","2023","2024","2025","2030","2035","2040","2045","2050","2055","2060","2065","2070","2075","2080","2085","2090","2095","2100"
"GEM-E3_V2021","EN_INDCi2100_COV","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,34226.361753965386,"","","","",35721.80347455349,35567.05171684943,35193.69954348686,35250.517990943146,35876.459605023236,36093.19424437502,36529.931771745374,36430.954000206584,37116.46209289626,38409.02144844083,39763.768825168416,40908.32410059308,42162.91288973795,43802.72187129536,45434.13064340079,47025.70388013106
"GEM-E3_V2021","EN_INDCi2100_COV","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,80.10588913725971,"","","","",71.1928163048797,69.8564952006614,65.048422605917,61.7347822299174,57.610614803596604,53.955629727677895,51.6857860846914,50.0896473965133,49.027941588112405,47.9662357797115,44.76279305188295,41.5593503240544,39.312931427286856,37.0665125305193,34.59756595073185,32.1286193709444
"GEM-E3_V2021","EN_INDCi2100_COV","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,380.1237501174559,"","","","",393.92255499929115,401.64006323071914,404.7601045326427,409.26776972121627,410.4482855528367,411.11025942277513,412.2278737375362,414.3702472046575,413.9953413464711,412.64382125591266,407.14543590294113,402.416182038201,399.2077467882298,395.9783138742553,391.4433975182261,387.29363948484774
"GEM-E3_V2021","EN_INDCi2100_COV_NDCp","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,9447.06662567733,"","","","",9664.612458936635,9993.187958039996,10098.96321542154,10319.23745683797,10534.3441659778,10718.467903581479,10817.24544298486,10890.81168145218,10938.561120588041,10981.203958288821,10989.034656785308,11007.784903455891,10966.8154197326,10917.57000041792,10847.45095770024,10769.229458248728
"GEM-E3_V2021","EN_INDCi2100_COV_NDCp","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,34226.36177618713,"","","","",34545.20977190673,33360.56855978126,33348.7952086503,32824.18662447825,33213.09102797503,32143.22451774235,32945.41002616476,33274.23026139125,34372.62098560523,35821.76901113123,37237.75771476189,38408.675524935665,39714.2261361287,41299.60958286405,43000.59149731049,44527.893420268694
"GEM-E3_V2021","EN_INDCi2100_COV_NDCp","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,80.10588913725971,"","","","",70.2030169656318,68.7026513744943,64.1021037590269,61.012159191362,58.6825383386035,55.511907772499505,53.0993218545624,51.40377792707089,49.53941087248096,47.675043817890995,44.63143935501571,41.5878348921404,39.47858579370855,37.3693366952767,34.957288791884,32.5452408884913
"GEM-E3_V2021","EN_INDCi2100_COV_NDCp","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,380.1237504458923,"","","","",385.6423874153087,389.8098495473668,394.0411660535261,396.8025612979177,398.31436693129035,398.637959440643,401.0564762394918,403.8478386917378,403.3778408311593,402.03566676210335,396.60521306362716,391.82770013620456,388.36358236133947,384.69612483435714,379.909394622675,375.2162351964166
"GEM-E3_V2021","EN_INDCi2100_NDCp","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.60885140568,"","","","",10200.47712653535,10540.21758946764,10656.19967932723,10889.62200640632,11114.70950516487,11297.542023135658,11390.206315679408,11464.309026776391,11497.398210282141,11528.90432294089,11526.11839235416,11528.12060805029,11463.126577304958,11386.25405154958,11297.83010507437,11221.111729706508
"GEM-E3_V2021","EN_INDCi2100_NDCp","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37664147923,"","","","",36223.93197290415,34808.353686364484,34565.97115506312,34096.503869193686,34532.2558083779,33448.82451388088,34406.467427170915,34974.66362553553,36156.43289297041,37576.31956098823,39257.215919573064,40494.644147957464,41707.69491208276,43378.52626815203,45204.29726039107,46792.05786501917
"GEM-E3_V2021","EN_INDCi2100_NDCp","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",77.72958686032699,73.8404490164764,68.9595176207915,66.5892720869467,63.1514899300179,58.7420877383827,56.9586008537947,55.42818044607571,52.660828461505744,49.893476476935795,45.967863361908655,42.0422502468815,40.0993168948475,38.1563835428135,35.854111084284455,33.5518386257554
"GEM-E3_V2021","EN_INDCi2100_NDCp","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.148456229984,"","","","",408.1978839441649,412.3334445217342,417.03426620640096,420.39196069776983,422.3369358865277,423.2869083934999,425.80591282873786,428.09605181467344,427.0325107429609,424.70279851173837,419.367168129035,413.9594474010688,409.696787974155,405.3206305699588,400.1978429176921,394.8810326075536
"GEM-E3_V2021","EN_NPi2020_1000","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.608843667329,"","","","",9969.267191972962,9982.430633201828,9662.366849617394,8876.392974552851,7811.561939766565,7199.518652238966,7000.616437431785,6735.037962167016,6726.812650471553,6749.569215183481,6848.325321763041,7019.721312898424,7188.664461757034,7295.297713990666,7441.827749856241,7573.749905897436
"GEM-E3_V2021","EN_NPi2020_1000","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37658482372,"","","","",34682.8929222459,31006.556608327835,26926.101396536993,22240.8501985037,18233.03537514665,14969.6090981776,11411.983697653792,8163.295516678709,6546.51999794379,5204.293514442536,4533.714700159804,5042.975392117991,5366.536252156067,5686.187038387223,5787.1580126967165,5888.462024689848
"GEM-E3_V2021","EN_NPi2020_1000","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",56.5112570695998,43.2550676614638,36.8954369430891,30.9741051726685,25.971780776708396,22.4817464222252,20.9133576829682,19.871597370452896,19.1528751409004,18.434152911347898,18.373144229913603,18.3121355484793,18.100217265127252,17.8882989817752,17.3117943065675,16.7352896313598
"GEM-E3_V2021","EN_NPi2020_1000","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845576134593,"","","","",384.7640830031085,369.08545168615336,346.0742249127256,311.9974969534182,271.4795260249363,242.1005648416561,209.11859129141342,184.13575474474584,177.5069162331723,170.22421941380819,169.66115017762257,173.31805356859718,179.9710488693648,179.7120889394773,182.640859000486,182.5300067001212
"GEM-E3_V2021","EN_NPi2020_1000_COV","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,9447.06661890881,"","","","",9479.871927571141,9522.083795906912,9284.871844372616,8666.00219531981,7991.676222317326,7083.9897216016325,6751.655047313524,6590.366460694516,6371.0793127986735,6403.138501078024,6474.047283624897,6634.165653450218,6781.838349796759,6895.6700395563375,7023.245031169059,7138.063822952664
"GEM-E3_V2021","EN_NPi2020_1000_COV","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,34226.361753965386,"","","","",33333.65552096724,30276.12525642916,26820.157269464908,22002.388621318398,18932.02584821103,15245.431984772758,12283.769601902939,9025.582848776708,6807.192207995697,5383.900709110048,4435.945401291374,4992.889342382021,5303.043560271231,5610.394276027127,5722.024278689456,5831.5455574407715
"GEM-E3_V2021","EN_NPi2020_1000_COV","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,80.1063202352303,"","","","",53.74370144326,43.2660812754741,36.51312795259479,31.3523970443058,26.452247679429803,22.919165311371497,21.314606707884604,20.111803747133397,19.42605983547476,18.7403159238161,18.705038482516198,18.6697610412163,18.342960585992397,18.0161601307685,17.313699619045448,16.6112391073224
"GEM-E3_V2021","EN_NPi2020_1000_COV","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,380.1237501174559,"","","","",367.1681783249779,353.29675631392286,334.07288873346266,303.5940541040593,275.8123527971175,243.43685479301368,213.99940030631143,189.5000560260591,173.07182512269662,166.08231684951852,163.85578051072702,167.64683417414142,172.98775447075872,173.95477263188752,175.6361637121703,176.43371765596038
"GEM-E3_V2021","EN_NPi2020_1000f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088552136,"","","","",9997.908635187521,10047.55123245042,9863.856436978476,9452.870730738729,8829.873628870722,7716.740374057863,7260.841301355143,7080.045383994114,6921.869029563706,6871.436329302486,6907.031142137223,6994.847482061371,7041.376065478109,7100.8787129463235,7124.715570745569,7143.7494430131055
"GEM-E3_V2021","EN_NPi2020_1000f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.376618958304,"","","","",34968.89562310644,32270.36507315355,28585.8829137448,24215.42244592583,21581.88933376272,17162.64016728723,14852.556488445749,10845.08070637674,8089.6455715658585,5676.697988713328,3329.694355986431,2795.2545184830396,2000.646896872165,1523.889623458548,496.92139973806235,82.56157955516767
"GEM-E3_V2021","EN_NPi2020_1000f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",60.0431152551094,47.44603306483211,39.180152721763704,33.206445578065804,28.0870270443996,23.9276642061294,21.901814883120302,20.515682160867698,19.446558829845397,18.3774354988231,17.65654626772375,16.935657036624402,15.85464290258185,14.7736287685393,14.209903917937849,13.6461790673364
"GEM-E3_V2021","EN_NPi2020_1000f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.1484565789511,"","","","",387.5581335761638,374.5763517104206,357.8077871743605,335.36421668148347,308.7725270661093,268.0761338939845,239.0846396152713,210.2218951846286,191.47429351762798,182.59823162829719,173.7320753870916,168.8199755084107,163.4651714175874,160.29618013070842,155.4333167682697,150.15592478935832
"GEM-E3_V2021","EN_NPi2020_1000f_COV","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,9447.06661890881,"","","","",9505.350849195083,9583.170536091631,9415.338188309772,9052.27281767258,8618.703256494999,7603.679283538834,6936.880357344089,6776.134032080678,6637.3762026365885,6487.181898294456,6513.0500562121215,6614.779071097103,6678.012620119986,6728.134203988476,6777.4474075021635,6822.0337979249825
"GEM-E3_V2021","EN_NPi2020_1000f_COV","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,34226.361753965386,"","","","",33819.53121465412,31214.12938685689,27864.892733509238,23395.65056994457,21355.91330368156,16919.710027596393,14687.314522143091,11123.74864425796,8414.748864272691,6235.593085661907,3864.555515798517,3589.1943529819264,2862.8609748709723,2443.461727385529,1803.1977127580108,1622.012390837349
"GEM-E3_V2021","EN_NPi2020_1000f_COV","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,80.1063202352303,"","","","",54.60276094590961,45.113138351043396,38.542297984003504,33.1197842785175,28.4220335094781,24.4423649478621,22.229699834942398,20.733147179317502,19.59637664288795,18.4596061064584,17.843621561061898,17.2276370156654,16.2051490457707,15.182661075876,14.5704157148345,13.958170353793001
"GEM-E3_V2021","EN_NPi2020_1000f_COV","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,380.1237501174559,"","","","",370.2993694277179,358.3057419120807,342.228270824928,319.7582507399777,299.87634163309167,261.6928025459329,235.38336735742382,209.7007092650668,187.3702928676905,175.6634316776221,166.2466953495326,163.0558845741183,159.4680426331545,156.8185570410362,153.3241467235768,149.47073161521618
"GEM-E3_V2021","EN_NPi2020_1400","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088407171,"","","","",10046.59724242725,10157.15100764775,10005.38947422009,9736.225656684035,9335.60548241086,8852.57954611933,8396.343724705655,7704.047172534818,7533.7033192458175,7465.080254972578,7416.2167565553955,7408.377459769973,7332.842275857676,7369.941150936967,7483.872549925052,7622.94289447451
"GEM-E3_V2021","EN_NPi2020_1400","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37661665141,"","","","",35594.4046403903,33111.512609533835,29812.302944531435,25746.06788364053,23919.047103779467,21373.624002730983,19774.40967690037,17437.8465512995,15859.46445667511,14733.637847637532,12147.98507703978,10331.56233204229,7360.338601173937,6032.526444263332,5753.3376398959535,5816.505504767838
"GEM-E3_V2021","EN_NPi2020_1400","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",65.0798328418026,53.6276782173306,44.70745185441879,37.2827284087424,32.9834687336807,29.1439491045434,25.3738219347481,22.4533805567061,20.959592210881556,19.465803865057,18.67861902132395,17.8914341775909,17.05250798,16.2135817824091,15.1644666046208,14.115351426832499
"GEM-E3_V2021","EN_NPi2020_1400","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845609305013,"","","","",392.700856981533,382.32169440119765,366.77658108459235,347.65312546558664,328.5268543740552,309.48681917636816,293.791350982433,272.34437747463335,251.7880313177189,234.84377990858482,217.10165672105992,204.76407869309182,195.11898543034218,185.59006577780792,184.0518727912542,185.9388000960851
"GEM-E3_V2021","EN_NPi2020_1400f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088407171,"","","","",10046.59724242725,10157.15100764775,10005.38947422009,9736.225656684035,9335.60548241086,8852.57954611933,8396.343724705655,7850.129022506932,7580.135806827094,7487.517294828851,7434.48375125528,7423.367445841263,7336.524213500746,7375.805991208495,7419.557313726902,7408.780974534609
"GEM-E3_V2021","EN_NPi2020_1400f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37661665141,"","","","",35594.4046403903,33111.512609533835,29812.302944531435,25746.06788364053,23919.047103779467,21373.624002730983,19774.40967690037,17724.99132299979,16149.23780408254,14877.09442272567,12388.870014510041,10484.47913080707,7460.007774007287,6132.411226240868,4886.724455816204,3400.526076379034
"GEM-E3_V2021","EN_NPi2020_1400f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",65.0798328418026,53.6276782173306,44.70745185441879,37.2827284087424,32.9834687336807,29.1439491045434,25.3738219347481,22.4533805567061,20.959592210881556,19.465803865057,18.67861902132395,17.8914341775909,17.05250798,16.2135817824091,15.1644666046208,14.115351426832499
"GEM-E3_V2021","EN_NPi2020_1400f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845609305013,"","","","",392.700856981533,382.32169440119765,366.77658108459235,347.65312546558664,328.5268543740552,309.48681917636816,293.791350982433,277.324991425249,256.6619946641256,237.1352142908057,219.07111639375148,205.40702166886982,195.6494905402094,186.21508180775692,177.6667590499852,166.9052619264447
"GEM-E3_V2021","EN_NPi2020_1800","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088407171,"","","","",10096.220237734391,10268.98496759609,10152.86548522953,10030.97574978051,9878.973811441952,9739.389327341607,9676.728982968469,9576.965162510867,9425.051775738244,8952.499635227166,8433.434669792245,8123.026315280299,7913.1752140848275,7801.579518206865,7642.512929684297,7676.8219985483565
"GEM-E3_V2021","EN_NPi2020_1800","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37661665141,"","","","",36150.4499239931,33555.69380014875,31343.4089093346,28418.98774364576,25993.01800069149,24685.28704065219,23875.95289105894,23138.52176568021,22370.29712091023,21523.13115016559,20265.998658719942,18970.82139888954,16921.70715672497,15054.609167857949,11744.0809063298,8979.882608551192
"GEM-E3_V2021","EN_NPi2020_1800","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",70.50459525855459,61.1157574680654,52.255823419102896,44.2570472476401,37.674462624939295,33.379639839488604,31.0286013268288,27.6035440110682,24.42700290351965,21.250461795971102,19.952236207311103,18.654010618651103,17.96158856890315,17.2691665191552,16.483565500436804,15.6979644817184
"GEM-E3_V2021","EN_NPi2020_1800","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845609305013,"","","","",397.85034468697035,389.94494012995966,376.6089905416243,361.49110766405573,350.17524687263847,343.1388442843913,341.04088822711816,339.0772519496124,333.1495091253724,315.4714059720779,296.0119408932601,274.69998977621367,245.30697434013769,223.5157661091607,207.00251249675048,191.9032342094445
"GEM-E3_V2021","EN_NPi2020_1800f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088407171,"","","","",10096.220237734391,10268.98496759609,10152.86548522953,10030.97574978051,9878.973811441952,9739.389327341607,9676.728982968469,9576.965162510867,9425.051775738244,8952.499635227166,8433.434669792245,8123.026315280299,7913.1752140848275,7801.579518206865,7642.512929684297,7676.8219985483565
"GEM-E3_V2021","EN_NPi2020_1800f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37661665141,"","","","",36150.4499239931,33555.69380014875,31343.4089093346,28418.98774364576,25993.01800069149,24685.28704065219,23875.95289105894,23138.52176568021,22370.29712091023,21523.13115016559,20265.998658719942,18970.82139888954,16921.70715672497,15054.609167857949,11744.0809063298,8979.882608551192
"GEM-E3_V2021","EN_NPi2020_1800f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",70.50459525855459,61.1157574680654,52.255823419102896,44.2570472476401,37.674462624939295,33.379639839488604,31.0286013268288,27.6035440110682,24.42700290351965,21.250461795971102,19.952236207311103,18.654010618651103,17.96158856890315,17.2691665191552,16.483565500436804,15.6979644817184
"GEM-E3_V2021","EN_NPi2020_1800f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845609305013,"","","","",397.85034468697035,389.94494012995966,376.6089905416243,361.49110766405573,350.17524687263847,343.1388442843913,341.04088822711816,339.0772519496124,333.1495091253724,315.4714059720779,296.0119408932601,274.69998977621367,245.30697434013769,223.5157661091607,207.00251249675048,191.9032342094445
"GEM-E3_V2021","EN_NPi2020_400f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088552136,"","","","",9531.547760439173,9288.799322592133,8553.977465169653,7342.3790524758715,6708.571794485644,6371.2808065491845,6364.099365324062,6354.260594501392,6359.732991217861,6375.126329970361,6416.435873047587,6489.0428681852145,6579.305763200498,6679.865141100333,6778.414408058524,6887.683951086698
"GEM-E3_V2021","EN_NPi2020_400f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.376618958304,"","","","",31383.11414427672,27101.78705257156,21733.43832993508,16886.90000674547,11372.38668890366,5615.965049035052,2814.8130642572523,926.1449671038961,-518.2422980530648,-1944.129738696825,-2901.911616667418,-3473.2336504459636,-3977.29665079424,-4456.1705046447605,-4782.688484255697,-4956.458948690362
"GEM-E3_V2021","EN_NPi2020_400f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",51.8911913566681,38.5801621519361,30.992094956251,26.7077323740596,22.938497356339003,20.5291555651554,19.3213216306797,18.3480324465386,17.4040668906769,16.4601013348152,15.8045283206601,15.148955306505,14.58328769549625,14.0176200844875,13.60927783695595,13.2009355894244
"GEM-E3_V2021","EN_NPi2020_400f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.1484565789511,"","","","",349.1008419056165,329.3209586104351,299.4466174415508,254.7550835295579,204.08563608314083,167.2244997567755,158.522920458645,152.4271915775021,147.03158524376292,141.94077568803232,137.5269811618991,134.2861192199656,136.1213122393422,138.1154359478665,139.8708447416599,141.7230120584391
"GEM-E3_V2021","EN_NPi2020_500","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.608843667329,"","","","",8988.017486935614,7902.6805489249155,6304.223030218108,5872.01662418714,5727.867377375777,6116.322813597213,6299.570015758567,6461.218245656067,6580.371449435551,6714.185517868366,6869.933370024411,7002.248360437456,7098.079376381065,7191.734560903259,7300.373004453056,7421.199553287578
"GEM-E3_V2021","EN_NPi2020_500","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37658482372,"","","","",27108.804278114247,20946.43471756865,12332.11771359217,6366.8285719457,2278.8573459023983,2835.878184333797,3218.1416246312874,3558.15116739456,3818.7647202640637,4079.70992202409,4589.153927985474,5094.019113831333,5363.679036161348,5633.120931287324,5736.952969613787,5822.433194020768
"GEM-E3_V2021","EN_NPi2020_500","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",47.7293322089055,33.5783014161656,26.673834323207103,23.530487588906304,20.2560973454651,18.3343791884018,17.8782088446034,17.9107346994411,17.975926641161,18.041118582880898,17.8297319978325,17.6183454127841,17.2818250868606,16.9453047609371,16.574833217802052,16.204361674667002
"GEM-E3_V2021","EN_NPi2020_500","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845576134593,"","","","",318.2787385039942,273.2435673875045,198.2879511456644,159.5306145852452,134.5729612404207,147.42822220692082,157.21218584049558,166.6776782694635,171.073201471938,178.7218105244868,186.157734511386,189.19370553462707,191.63395211816052,192.6379608628412,195.4424656442661,197.86534040225257
"GEM-E3_V2021","EN_NPi2020_500f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088552136,"","","","",9671.071088031182,9490.160477042757,8960.405546637194,7694.2018396582325,6881.853381089342,6684.647178712415,6478.291459544574,6487.758904039762,6463.526656927137,6497.029683517338,6516.408725794557,6551.274089222076,6615.334802272573,6713.960939421948,6814.2732777554065,6925.390535297834
"GEM-E3_V2021","EN_NPi2020_500f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.376618958304,"","","","",32262.556163786987,28267.62727735543,23014.588733217817,18078.03470322583,13721.5062894779,8471.2807742813,4985.527522214352,2603.539003206716,871.9559369434713,-545.7528270022898,-1987.0889215639138,-2722.584203882558,-3263.941029393484,-3664.386878504916,-3950.8086198860797,-4672.682865203435
"GEM-E3_V2021","EN_NPi2020_500f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",53.1588323395236,40.2511656762966,33.7706279131533,27.777749504235,23.471464304818802,20.962032591960302,19.8066279593269,18.6897151380892,17.89285377306085,17.0959924080325,16.18863653248945,15.281280656946398,14.740423440460699,14.199566223975001,13.7424666532794,13.285367082583802
"GEM-E3_V2021","EN_NPi2020_500f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.1484565789511,"","","","",359.4950807820585,338.5373397717305,314.779299679902,267.81591893125994,223.81057343707107,185.52426072963797,169.2254541305979,163.30731722873682,154.76670430711619,150.69679849750509,144.1558496391507,138.5576679334627,136.8041210716544,138.8253294999284,140.589882151629,142.43735011948343
"GEM-E3_V2021","EN_NPi2020_600","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.608843667329,"","","","",9304.7736075003,8782.67310504602,6805.756140260044,6419.454571604178,6150.551616829266,6163.429693945479,6247.43648592596,6420.748978419081,6551.4468882026185,6688.653073225558,6885.352336158852,7034.7358074404065,7150.803845170395,7264.424527580409,7387.878500190565,7530.086783362439
"GEM-E3_V2021","EN_NPi2020_600","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.37658482372,"","","","",29201.970491382235,23919.52085758354,16219.80272920038,10616.2650160728,6956.086811889818,3836.806408070912,3120.8881843776708,3551.527238524787,3830.108559314571,4108.611726315648,4619.657429224255,5133.003825209353,5386.059563089756,5639.963000946143,5730.561808471775,5822.273582001516
"GEM-E3_V2021","EN_NPi2020_600","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",50.2271727816433,36.228485827550394,28.495890345992397,25.3089176571135,21.958271487662397,19.6651522724902,18.609875675845,17.9110624276665,17.9669402437552,18.022818059843896,17.93562330098315,17.8484285421224,17.6677554119106,17.4870822816988,16.961339030757948,16.4355957798171
"GEM-E3_V2021","EN_NPi2020_600","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.14845576134593,"","","","",334.6052420195319,307.97606930158383,232.813687473464,190.2897583942556,164.7625301366885,148.18941076311208,149.2765701695815,158.60011394104268,163.8178073243605,170.22829705301558,180.2720300247963,183.965845534625,187.4714957441797,189.84508581083148,190.33341609599532,187.60105960892503
"GEM-E3_V2021","EN_NPi2020_600_COV","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,9447.06661890881,"","","","",8927.501771625111,8508.552652424882,7223.233226863091,6262.270421567912,5926.712259351129,5835.7803791649985,5908.742137039504,6067.271869322641,6173.3312196597535,6286.6438601014115,6469.279816856451,6610.115201046365,6713.6499121089055,6809.67728445158,6898.065554805285,6990.8481854422935
"GEM-E3_V2021","EN_NPi2020_600_COV","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,34226.361753965386,"","","","",28714.615520119798,23571.039820220685,17379.68300764693,11992.16506833803,6886.761203805551,3850.022611151952,3069.469024601716,3513.693825082757,3798.689102581896,4083.9304294564504,4603.054664644604,5121.740753124546,5399.716112590933,5677.49688350174,5771.445728773702,5865.196886592686
"GEM-E3_V2021","EN_NPi2020_600_COV","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,80.1063202352303,"","","","",48.333271358999504,35.3388366222419,28.1983358310651,25.1244602303864,21.980274961956898,19.8828739551356,18.7627458460402,17.985264730130602,17.99757475028825,18.009884770445897,18.0569915681047,18.104098365763498,17.88864674171155,17.673195117659603,17.128778985834998,16.5843628540104
"GEM-E3_V2021","EN_NPi2020_600_COV","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,380.1237501174559,"","","","",321.415622993601,296.750077219982,247.44494590596358,201.5898007740481,158.101328784584,141.25858647582768,142.1708929271482,150.8015695866802,153.6476137902842,157.7924524752967,166.2431607926658,169.7031413363232,172.7935543190921,174.11560503133808,173.9129254155761,172.3679053465359
"GEM-E3_V2021","EN_NPi2020_600f","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,10233.6088552136,"","","","",9732.652266297706,9560.361212473703,9288.144505949153,8193.346488070078,7061.983719581473,6872.232547910389,6631.517990712652,6575.374435092848,6570.8241764420945,6587.174859090956,6611.56626050305,6652.663139083341,6683.050315222861,6745.846561686704,6844.267671418697,6956.471797770164
"GEM-E3_V2021","EN_NPi2020_600f","World","Emissions|CO2|Energy and Industrial Processes","Mt CO2/yr","","","",35320.08358252368,36960.376618958304,"","","","",32857.47291030734,28839.70780375431,24638.233284868616,19592.80316530729,15809.363477114859,10825.15006332612,7163.445679858709,4130.365855755443,2183.476217703471,930.1320734393305,-1040.769142013096,-1703.6506465288378,-2325.402816831413,-2820.20805749878,-3199.0866307599235,-4007.261149591293
"GEM-E3_V2021","EN_NPi2020_600f","World","Emissions|Sulfur","Mt SO2/yr","","","",94.71739529963008,84.3564435446791,"","","","",55.1065719938544,41.1299012090345,34.6552333878288,28.8182090781123,24.170336080225702,21.3299149898835,20.170967449985397,19.0884298921107,18.1890099712646,17.2895900504185,16.3558324294023,15.4220748083861,14.84657248800055,14.271070167615,13.82590237172535,13.3807345758357
"GEM-E3_V2021","EN_NPi2020_600f","World","Emissions|CH4","Mt CH4/yr","","","",375.2225995181498,414.1484565789511,"","","","",364.4290012683654,342.9029176003538,328.6842156780193,286.46133263993363,244.41664403714282,205.178966095104,178.721365303298,171.61760966155768,163.7100002459626,157.5612015019537,150.95861860232492,145.2108092104938,141.21205496425802,139.4652188143427,141.2222577263022,143.06321783336432
"GEM-E3_V2021","EN_NPi2020_600f_COV","World","Emissions|N2O","kt N2O/yr","","","",9036.394246007698,9447.06661890881,"","","","",9211.341072802456,9012.96448829838,8432.03248125935,7442.580161633413,6913.630307462083,6586.162970362773,6313.079066271192,6172.778507803288,6158.533327238131,6171.084358576317,6190.456370458935,6197.150174268917,6233.308290543752,6283.9172805106655,6367.2052076892505,6468.903750280235
